panel,family,thr,depth,bps,draw,dSharpe,dSharpe_IS,dMaxDD
U56,DDCTL,0.03,0.5,10,0,-0.2364722468563144,-0.2812495450488006,0.0
U56,DDCTL,0.03,0.5,25,0,-0.25370544456692823,-0.3045918695451626,3.3306690738754696e-16
U56,DDCTL,0.03,0.5,10,1,-0.16352121369817663,-0.21736719640326896,3.3306690738754696e-16
U56,DDCTL,0.03,0.5,25,1,-0.18146001936948497,-0.24032936942810446,-2.220446049250313e-16
U56,DDCTL,0.03,0.5,10,2,-0.13120956388923566,-0.0445294801065248,4.440892098500626e-16
U56,DDCTL,0.03,0.5,25,2,-0.15175230608116097,-0.07106716287215298,-1.1102230246251565e-16
U56,DDCTL,0.03,0.5,10,3,-0.1893397847174364,-0.16566451358080092,0.0
U56,DDCTL,0.03,0.5,25,3,-0.2098210331332181,-0.19112102706962553,1.1102230246251565e-16
U56,DDCTL,0.03,0.5,10,4,-0.18720856662248364,-0.1582935376959158,2.220446049250313e-16
U56,DDCTL,0.03,0.5,25,4,-0.20835604742584857,-0.1847130409423453,-3.3306690738754696e-16
U56,DDCTL,0.03,0.5,10,5,-0.13151981106330612,-0.12012103263437413,0.0
U56,DDCTL,0.03,0.5,25,5,-0.15393422424495218,-0.14282216108246748,-2.220446049250313e-16
U56,DDCTL,0.03,0.5,10,6,-0.15138442164111832,-0.24020561012474717,0.0
U56,DDCTL,0.03,0.5,25,6,-0.17265362220519553,-0.2629911848349684,0.0
U56,DDCTL,0.03,0.5,10,7,-0.11278796223601628,-0.2849918843598408,3.3306690738754696e-16
U56,DDCTL,0.03,0.5,25,7,-0.13367535793878493,-0.3071828709067226,-1.1102230246251565e-16
U56,DDCTL,0.03,0.5,10,8,-0.07454091368775395,-0.09178891052427274,0.04647739503344084
U56,DDCTL,0.03,0.5,25,8,-0.09825315714904104,-0.11935237417054312,0.046131138074553046
U56,DDCTL,0.03,0.5,10,9,-0.11800519571857782,-0.16875328804604828,0.05750414178900942
U56,DDCTL,0.03,0.5,25,9,-0.13940025286512547,-0.19294275597361998,0.052425883636908144
U56,DDCTL,0.03,0.5,10,10,-0.0957188345406279,-0.12996367626588656,0.04973597212334335
U56,DDCTL,0.03,0.5,25,10,-0.11642760950651632,-0.15375201300513086,0.04521835436471866
U56,DDCTL,0.03,0.5,10,11,-0.08677162652599701,-0.023700909316194396,0.05960286263877057
U56,DDCTL,0.03,0.5,25,11,-0.10860039171978764,-0.049203920488407715,0.051432053081503004
U56,DDCTL,0.03,0.5,10,12,-0.12705354086459086,-0.020998826374590385,0.05545175231546129
U56,DDCTL,0.03,0.5,25,12,-0.15045945273883243,-0.04394584246775046,0.051431053798660864
U56,DDCTL,0.03,0.5,10,13,-0.01828341581685322,0.0014882254305199627,0.053479038617381014
U56,DDCTL,0.03,0.5,25,13,-0.045295251044023765,-0.02321840710629508,0.05050316994659998
U56,DDCTL,0.03,0.5,10,14,-0.11584165040710592,0.00540458407167832,1.1102230246251565e-16
U56,DDCTL,0.03,0.5,25,14,-0.13833268901251705,-0.021790811737399718,-3.3306690738754696e-16
U56,DDCTL,0.03,0.5,10,15,-0.013274572128144202,-0.06379150071395301,0.03937844771497445
U56,DDCTL,0.03,0.5,25,15,-0.03790625747729537,-0.08942889380101293,0.03949657116097349
U56,DDCTL,0.03,0.5,10,16,0.000967844526491568,-0.01707440350241185,0.046477395033440505
U56,DDCTL,0.03,0.5,25,16,-0.022257990124777804,-0.04039353148343405,0.04613113807455316
U56,DDCTL,0.03,0.5,10,17,-0.07044387019034182,-0.08128580037767985,0.0
U56,DDCTL,0.03,0.5,25,17,-0.0936008930677541,-0.10875518105149007,1.1102230246251565e-16
U56,DDCTL,0.03,0.5,10,18,-0.06026017389120231,-0.12517058483757149,2.220446049250313e-16
U56,DDCTL,0.03,0.5,25,18,-0.08154017346043307,-0.15326523478127174,0.0
U56,DDCTL,0.03,0.5,10,19,-0.17817860071560576,-0.19663071684216815,0.0
U56,DDCTL,0.03,0.5,25,19,-0.20058207291210928,-0.23034494525354854,1.1102230246251565e-16
U56,DDCTL,0.03,0.5,10,20,-0.13066711563861722,-0.10311082016516027,0.05503056213301827
U56,DDCTL,0.03,0.5,25,20,-0.15366300649111597,-0.13389702400080228,0.05379505929764927
U56,DDCTL,0.03,0.5,10,21,-0.1518726933847635,-0.1879286258041386,-0.005846280755999578
U56,DDCTL,0.03,0.5,25,21,-0.17194984322992135,-0.21619613429976292,-0.006165628933464173
U56,DDCTL,0.03,0.5,10,22,-0.03532379166982991,0.022146834825131245,0.046477395033440505
U56,DDCTL,0.03,0.5,25,22,-0.05805579641138936,-0.008582106399526057,0.046131138074552824
U56,DDCTL,0.03,0.5,10,23,-0.13983558510764782,-0.0907601843932101,0.0
U56,DDCTL,0.03,0.5,25,23,-0.16183490162167957,-0.12526739138988452,-2.220446049250313e-16
U56,DDCTL,0.03,0.5,10,24,-0.1464809647369143,-0.0317801558467099,0.0
U56,DDCTL,0.03,0.5,25,24,-0.16945279770564348,-0.06267491681394821,0.0
U56,DDCTL,0.03,0.5,10,25,0.020558081251544458,0.15494005986385173,0.0
U56,DDCTL,0.03,0.5,25,25,-0.0033006571766415194,0.12513388639727419,-1.1102230246251565e-16
U56,DDCTL,0.03,0.5,10,26,-0.02616472782123691,0.10408644977453796,0.008093280729323027
U56,DDCTL,0.03,0.5,25,26,-0.04929647039301832,0.07613785223429259,0.007682289635017825
U56,DDCTL,0.03,0.5,10,27,-0.07227878277008992,-0.05148407587849568,0.05606834034764385
U56,DDCTL,0.03,0.5,25,27,-0.09483684143345139,-0.07469179273524373,0.052208786594176715
U56,DDCTL,0.03,0.5,10,28,-0.06019898880782115,-0.1103567942064797,0.050815261977248394
U56,DDCTL,0.03,0.5,25,28,-0.08237702382377576,-0.13382910875589904,0.041365360898911185
U56,DDCTL,0.03,0.5,10,29,0.05113835386481891,-0.03200972702154803,0.06321040009264423
U56,DDCTL,0.03,0.5,25,29,0.02762405535340484,-0.05514868942733353,0.058461441053859975
U56,DDCTL,0.03,0.5,10,30,-0.1067929507567793,-0.15625381480963674,0.05163867165650238
U56,DDCTL,0.03,0.5,25,30,-0.12797733803255262,-0.1752493462880378,0.04853848015113771
U56,DDCTL,0.03,0.5,10,31,-0.11493763458403661,-0.046290626142859614,0.040806103286338935
U56,DDCTL,0.03,0.5,25,31,-0.13651176034349854,-0.06712140896020591,0.04088359515825157
U56,DDCTL,0.03,0.5,10,32,-0.13728870246533753,-0.20959965020216098,-0.005846280755999467
U56,DDCTL,0.03,0.5,25,32,-0.15898682131265252,-0.2323797636846413,-0.006165628933464173
U56,DDCTL,0.03,0.5,10,33,-0.03770289747076938,-0.1161411240853486,0.07221148029293756
U56,DDCTL,0.03,0.5,25,33,-0.06488569374832565,-0.1400880247909092,0.0629436544427805
U56,DDCTL,0.03,0.5,10,34,-0.06396387650614432,0.03401529435419226,-2.220446049250313e-16
U56,DDCTL,0.03,0.5,25,34,-0.08603755421150971,0.01074387225042861,0.0
U56,DDCTL,0.03,0.5,10,35,-0.04940300774485462,0.07057747665707415,2.220446049250313e-16
U56,DDCTL,0.03,0.5,25,35,-0.07216083612324653,0.04751616544088988,1.1102230246251565e-16
U56,DDCTL,0.03,0.5,10,36,-0.09777260871938354,-0.014115231113857707,2.220446049250313e-16
U56,DDCTL,0.03,0.5,25,36,-0.12032562589720897,-0.04191182993692433,1.1102230246251565e-16
U56,DDCTL,0.03,0.5,10,37,-0.023427287172089528,0.016840630979698457,2.220446049250313e-16
U56,DDCTL,0.03,0.5,25,37,-0.04597029889750681,-0.011301257775469087,0.0
U56,DDCTL,0.03,0.5,10,38,0.00767076056435001,-0.00789332326103076,0.06358780048602608
U56,DDCTL,0.03,0.5,25,38,-0.017768810504956822,-0.03421482193352254,0.058057090494612495
U56,DDCTL,0.03,0.5,10,39,-0.0814136247892363,-0.047860232684315385,2.220446049250313e-16
