channel,vintage,book,end,rows,start,n_ret,CAGR,Sharpe,MaxDD,H1,H2,Sharpe_common,CAGR_common,MaxDD_common,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_Sharpe,SPY_CAGR,SPY_MaxDD,SPY_OOS_Sharpe,base_Sharpe,base_OOS_Sharpe,pass4a,pass4b,fail4b
TRUNC,v3,CAND20,2026-09-03,4698,2009-01-13,4438,0.12669594532046702,1.092790217522911,-0.18308335704557788,1.0882789048936223,1.1027809309526204,1.092790217522911,0.12669594532046702,-0.18308335704557788,0.9928960782278157,0.1437954532156671,1.1691551055058498,-0.183083357045578,0.8903805687833198,0.15256995675372198,-0.3371725677562024,0.8844184222854343,1.207514790344513,1.2884645364279774,False,True,-
TRUE,v4,LIVE,2026-09-04,4699,2009-01-13,4439,0.08660009294734339,1.2056219490390438,-0.12054942313126804,1.225930875264405,1.1908384783945227,1.207515493151922,0.08675295097364022,-0.12054942313126804,1.1042593710951485,0.09534722887472857,1.2850723632064818,-0.12054942313126815,0.8890296069344827,0.15228044986566602,-0.3371723528339826,0.8820107671822842,1.2056219490390438,1.2850723632064818,False,False,CAGR
TRUNC,v4,LIVE,2026-09-04,4699,2009-01-13,4439,0.0866006138307156,1.2056282272849141,-0.12054945176473186,1.2259286577907393,1.1908521702124792,1.207514790344513,0.08675295408781225,-0.12054945176473186,1.1042568982946726,0.09534821724270404,1.2850855590004044,-0.12054945176473153,0.8890291118649435,0.15228044986566625,-0.3371725677562024,0.8820106885412021,1.2056282272849141,1.2850855590004044,False,False,CAGR
TRUE,v4,CAND20,2026-09-04,4699,2009-01-13,4439,0.1265973583235207,1.092135905431323,-0.18308348697878118,1.0882791557222313,1.1015451872229007,1.0930792095925859,0.12673285670993506,-0.18308348697878118,0.9928968404730495,0.14360571273280298,1.1679912338069651,-0.18308348697878107,0.8890296069344827,0.15228044986566602,-0.3371723528339826,0.8820107671822842,1.2056219490390438,1.2850723632064818,False,True,-
TRUNC,v4,CAND20,2026-09-04,4699,2009-01-13,4439,0.12656045968704688,1.0918469540160212,-0.18308335704557788,1.0882789048936223,1.101008628526146,1.092790217522911,0.12669594532046702,-0.18308335704557788,0.9928960782278157,0.1435373352949918,1.1674898871727382,-0.183083357045578,0.8890291118649435,0.15228044986566625,-0.3371725677562024,0.8820106885412021,1.2056282272849141,1.2850855590004044,False,True,-
TRUE,v5,LIVE,2026-09-04,4699,2009-01-13,4439,0.08660060029784411,1.2056281407093048,-0.1205494676867116,1.2259292260997596,1.1908515172982777,1.2075147038948384,0.0867529405499936,-0.1205494676867116,1.104257834694668,0.09534815248934558,1.285084661948574,-0.12054946768671182,0.889029707500376,0.1522804498656667,-0.33717289200673795,0.8820109845896832,1.2056281407093048,1.285084661948574,False,False,CAGR
TRUNC,v5,LIVE,2026-09-04,4699,2009-01-13,4439,0.0866006138307156,1.2056282272849141,-0.12054945176473186,1.2259286577907393,1.1908521702124792,1.207514790344513,0.08675295408781225,-0.12054945176473186,1.1042568982946726,0.09534821724270404,1.2850855590004044,-0.12054945176473153,0.8890291118649435,0.15228044986566625,-0.3371725677562024,0.8820106885412021,1.2056282272849141,1.2850855590004044,False,False,CAGR
TRUE,v5,CAND20,2026-09-04,4699,2009-01-13,4439,0.1265975390868721,1.092137077359415,-0.18308341209578138,1.0882812215237692,1.1015455469867488,1.0930803814837036,0.12673303753576315,-0.18308341209578138,0.992899375033197,0.14360571775847442,1.1679914276771575,-0.1830834120957816,0.889029707500376,0.1522804498656667,-0.33717289200673795,0.8820109845896832,1.2056281407093048,1.285084661948574,False,True,-
TRUNC,v5,CAND20,2026-09-04,4699,2009-01-13,4439,0.12656045968704688,1.0918469540160212,-0.18308335704557788,1.0882789048936223,1.101008628526146,1.092790217522911,0.12669594532046702,-0.18308335704557788,0.9928960782278157,0.1435373352949918,1.1674898871727382,-0.183083357045578,0.8890291118649435,0.15228044986566625,-0.3371725677562024,0.8820106885412021,1.2056282272849141,1.2850855590004044,False,True,-
TRUE,v6,LIVE,2026-09-08,4700,2009-01-13,4440,0.08644750633071019,1.2037308291391253,-0.12054947359101975,1.2308642464341355,1.1828431239271429,1.2075146516988773,0.08675293328276634,-0.12054947359101975,1.1042574813043369,0.0950629792087272,1.2816876607860581,-0.12054947359101964,0.8871396799528589,0.15188355769560324,-0.33717289200673806,0.878646168321868,1.2037308291391253,1.2816876607860581,False,False,CAGR
TRUNC,v6,LIVE,2026-09-08,4700,2009-01-13,4440,0.08644752712053982,1.2037309681527262,-0.12054945176473186,1.230863803042952,1.182843700925886,1.207514790344513,0.08675295408781225,-0.12054945176473186,1.1042568982946726,0.09506300657929034,1.2816884076039425,-0.12054945176473153,0.8871393397373647,0.15188355769560302,-0.3371725677562024,0.8786463548906744,1.2037309681527262,1.2816884076039425,False,False,CAGR
TRUE,v6,CAND20,2026-09-08,4700,2009-01-13,4440,0.12652960424503834,1.0917213631902636,-0.1830833704138436,1.0941834254578091,1.0957321185166502,1.0930797298550996,0.1267329277907121,-0.1830833704138436,0.9928966350104046,0.1434731535573177,1.167244789672633,-0.18308337041384348,0.8871396799528589,0.15188355769560324,-0.33717289200673806,0.878646168321868,1.2037308291391253,1.2816876607860581,False,True,-
TRUNC,v6,CAND20,2026-09-08,4700,2009-01-13,4440,0.12649264510392166,1.0914319269401929,-0.18308335704557788,1.0941829524791538,1.0951948103373894,1.092790217522911,0.12669594532046702,-0.18308335704557788,0.9928960782278157,0.14340468884675128,1.1667424913763553,-0.183083357045578,0.8871393397373647,0.15188355769560302,-0.3371725677562024,0.8786463548906744,1.2037309681527262,1.2816884076039425,False,True,-
TRUE,v7,LIVE,2026-09-09,4701,2009-01-13,4441,0.08631725018912006,1.202140097248246,-0.12054946142590728,1.23086421541627,1.1798211368254472,1.2075144872739851,0.08675291191355039,-0.12054946142590728,1.104257684307332,0.09481988847882783,1.2788365375971416,-0.12054946142590717,0.8855285842005364,0.1515424356997792,-0.33717235283398295,0.8757783801289708,1.202140097248246,1.2788365375971416,False,False,CAGR
TRUNC,v7,LIVE,2026-09-09,4701,2009-01-13,4441,0.08631739664496618,1.2021418003263704,-0.12054945176473186,1.230863803042952,1.1798246490497968,1.207514790344513,0.08675295408781225,-0.12054945176473186,1.1042568982946726,0.09482015073772576,1.2788402252986937,-0.12054945176473153,0.8855283273780667,0.15154243569977943,-0.3371725677562024,0.8757783678003416,1.2021418003263704,1.2788402252986937,False,False,CAGR
TRUE,v7,CAND20,2026-09-09,4701,2009-01-13,4441,0.12657594222653157,1.092187249162826,-0.18308338193951867,1.0941826985702336,1.0965810273896675,1.093078996831799,0.12673285044212057,-0.18308338193951867,0.9928963050009011,0.14355201732643774,1.1680272818689572,-0.18308338193951856,0.8855285842005364,0.1515424356997792,-0.33717235283398295,0.8757783801289708,1.202140097248246,1.2788365375971416,False,True,-
TRUNC,v7,CAND20,2026-09-09,4701,2009-01-13,4441,0.12653909224874815,1.0918987673756353,-0.18308335704557788,1.0941829524791538,1.0960448895242811,1.092790217522911,0.12669594532046702,-0.18308335704557788,0.9928960782278157,0.14348370794944487,1.1675264549491413,-0.183083357045578,0.8855283273780667,0.15154243569977943,-0.3371725677562024,0.8757783678003416,1.2021418003263704,1.2788402252986937,False,True,-
TRUE,v8,LIVE,2026-09-10,4702,2009-01-13,4442,0.08613208348721235,1.199806892667932,-0.12054945176473186,1.2348551724631611,1.1718361428616708,1.207514790344513,0.08675295408781225,-0.12054945176473186,1.1042568982946726,0.09447597045404743,1.2746660728287855,-0.12054945176473153,0.8834737236154954,0.15111316477020176,-0.3371725677562024,0.872122672456382,1.199806892667932,1.2746660728287855,False,False,CAGR
TRUNC,v8,LIVE,2026-09-10,4702,2009-01-13,4442,0.08613208348721235,1.199806892667932,-0.12054945176473186,1.2348551724631611,1.1718361428616708,1.207514790344513,0.08675295408781225,-0.12054945176473186,1.1042568982946726,0.09447597045404743,1.2746660728287855,-0.12054945176473153,0.8834737236154954,0.15111316477020176,-0.3371725677562024,0.872122672456382,1.199806892667932,1.2746660728287855,False,False,CAGR
TRUE,v8,CAND20,2026-09-10,4702,2009-01-13,4442,0.12632357265863292,1.0903234965107311,-0.18308335704557788,1.0959208799407179,1.0916513933292558,1.092790217522911,0.12669594532046702,-0.18308335704557788,0.9928960782278157,0.14307766013754653,1.164764331653914,-0.183083357045578,0.8834737236154954,0.15111316477020176,-0.3371725677562024,0.872122672456382,1.199806892667932,1.2746660728287855,False,True,-
TRUNC,v8,CAND20,2026-09-10,4702,2009-01-13,4442,0.12632357265863292,1.0903234965107311,-0.18308335704557788,1.0959208799407179,1.0916513933292558,1.092790217522911,0.12669594532046702,-0.18308335704557788,0.9928960782278157,0.14307766013754653,1.164764331653914,-0.183083357045578,0.8834737236154954,0.15111316477020176,-0.3371725677562024,0.872122672456382,1.199806892667932,1.2746660728287855,False,True,-
