leg,point,ci_mid,shift,shift_rel
L1_H1,0.32565017171418653,0.3159328435169097,-0.009717328197276831,-0.029839776058234173
L2_H2,0.3374354950609671,0.32796803124046076,-0.009467463820506339,-0.02805710708885495
L3_OOS,0.40178444064880015,0.39339119486017904,-0.008393245788621106,-0.02088992240482912
L4_DD,0.04163805363211864,0.007989505947476995,-0.03364854768464165,-0.8081200908652927
L5_CAGR,0.035766114931334345,0.035166774847261786,-0.0005993400840725582,-0.016757203996665634
