panel,book,f,sleeve,arm,kind,conv,cost,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,gross,TO,m_H1,m_H2,m_OOS,m_DD,m_CAGR,IS_m_H1,IS_m_H2,IS_m_DD,IS_m_CAGR,pass4b,fail4b,n_fail,floor_only,pass4a,pareto
u56,R20,0.0,-,control,ctl,-,10.0,0.1549168325251733,1.17098731330246,-0.22210408719864583,1.2683523918035853,1.106564259293661,1.1869259287603628,0.14116573592969606,-0.11751850120891061,0.16638958865609776,1.1676752607259366,-0.22210408719864583,0.747068832234263,9.044335590211622,0.31173235919989384,0.2725483216512191,0.2856644935436524,-0.01980067549825626,0.04832051761920708,0.10024349454635584,0.4325999478923972,0.014853168461974403,0.036454172286172856,False,DD,1,False,False,False
u56,R20,0.0,-,control,ctl,-,25.0,0.13936214243464784,1.0668696117978038,-0.2234027013672909,1.1508604539129934,1.0119410740461796,1.0692805043296694,0.12556867581148823,-0.12528331092292921,0.15087237124064035,1.0721876011978528,-0.22340270136729112,0.747068832234263,9.044335590211622,0.19424042130930197,0.17792513640373764,0.19017683401556862,-0.021099289666901333,0.032765827528681624,-0.011672547669940303,0.306876038870074,0.0070883587479557975,0.020857112167965028,False,DD,1,False,False,False
u56,R20,0.0,-,g200-dg,gate,dg,10.0,0.1413743318026146,1.14495084263885,-0.19513715665061881,1.2114226959703005,1.1049322511850999,1.1174447008000923,0.12292734080837953,-0.10992325489594701,0.15682566417148802,1.1718923326214017,-0.1951371566506186,0.7127776485450162,8.970028117173388,0.25480266336660906,0.2709163135426579,0.2898815654391175,0.007166255049770753,0.03477801689664839,-0.027510561358073504,0.40727558582415346,0.022448414774938003,0.018215777164856325,True,-,0,False,False,False
u56,R20,0.0,-,g200-dg,gate,dg,25.0,0.12612754937269943,1.034744195495856,-0.19651623255159845,1.0856221603151797,1.005904466750033,0.9908704125203963,0.10753307774084342,-0.11852378231089788,0.14170746536497103,1.072083723393323,-0.19651623255159834,0.7127776485450162,8.970028117173388,0.12900212771148822,0.171888529107591,0.1900729562110387,0.005787179148791122,0.019531234466733216,-0.15115376713866868,0.2763876404782486,0.013847887359987127,0.0028215140973202185,True,-,0,False,False,False
u56,R20,0.0,-,g200-rw,gate,rw,10.0,0.14267259013073175,1.1469049061335783,-0.19388801037374892,1.2157751590158703,1.1041750260538996,1.1234029093966,0.12503304964307316,-0.11468212513607501,0.1574376712965142,1.1707203858269182,-0.19388801037374837,0.7225556880440261,9.172083076559565,0.25915512641217886,0.27015908841145764,0.28870961864463396,0.008415401326640648,0.03607627522476553,-0.040782938108569144,0.4370604711008792,0.017689544534810003,0.020321485999549957,True,-,0,False,False,False
u56,R20,0.0,-,g200-rw,gate,rw,25.0,0.12706582291716906,1.0349483125006096,-0.1955127951221145,1.0891182736189982,1.0027849146992447,0.9958903952257344,0.10933009428839369,-0.12350871816907727,0.14191553309978033,1.0687093843194688,-0.19551279512211506,0.7225556880440261,9.172083076559565,0.13249824101530672,0.16876897705680272,0.1866986171371846,0.006790616578275066,0.02046950801120284,-0.16686419431652721,0.30689407428016047,0.008862951501807742,0.004618530644870486,True,-,0,False,False,False
u56,R20,0.0,-,band3-dg,gate,dg,10.0,0.14366660796588726,1.1569898005898576,-0.19756115427005028,1.2157400371412654,1.123137547364805,1.1227106309198538,0.12420574113568761,-0.11621618685252377,0.15998008930537622,1.188571734487914,-0.19756115427005028,0.7106989766078581,8.62380852806472,0.259120004537574,0.2891216097223631,0.3065609673056299,0.004742257430339292,0.037070293059921045,-0.026064801505905733,0.41304568480763404,0.01615548281836124,0.019494177492164408,True,-,0,False,False,False
u56,R20,0.0,-,band3-dg,gate,dg,25.0,0.12897572226697607,1.051521643276684,-0.19911267074189154,1.095259751624458,1.0284776950826524,1.0019101899750453,0.10940255983680691,-0.12337054873442421,0.14538822501569348,1.092858601852864,-0.19911267074189132,0.7106989766078581,8.62380852806472,0.13863971902076655,0.19446175744021044,0.21084783467057988,0.0031907409584980284,0.02237940736100985,-0.14342349213049566,0.287628519396113,0.0090011209364608,0.004690996193283711,True,-,0,False,False,False
u56,R20,0.0,-,band3-rw,gate,rw,10.0,0.14424456218523418,1.1536055934737843,-0.199136604364756,1.213924856651361,1.1175879088121927,1.1219997903269876,0.1255559051605668,-0.12053829981621023,0.15990079308944227,1.1829307821778465,-0.19913660436475633,0.7218158624101306,8.575118390952403,0.2573048240476695,0.28357197116975075,0.3009200149955623,0.00316680733563357,0.037648247279267966,-0.036820095752641,0.42716297857967334,0.011833369854674786,0.020844341517043605,True,-,0,False,False,False
u56,R20,0.0,-,band3-rw,gate,rw,25.0,0.1296273519797264,1.0494096011915404,-0.20079178979270096,1.0958663743725672,1.023413437391658,1.0038292583283321,0.1108992267631248,-0.12730435708716747,0.14532023100920988,1.0876810317188796,-0.20079178979270085,0.7218158624101306,8.575118390952403,0.13924634176887574,0.18939749974921594,0.20567026453659543,0.0015116219076886095,0.023031037073760197,-0.15317682946298794,0.3061577484980045,0.005067312583717537,0.006187663119601602,True,-,0,False,False,False
