panel,selector,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,mean_draw,base_v2,SPY,beats_v2,beats_spy
U56,S_RAW_IS_SHARPE,55,0.21414921050832758,1.1658881674193944,-0.29023215297490035,1.0325610791586115,1.1798211368254472,0.8256586922139754,False,True
U56,S_RESID_INSAMPLE,459,0.19466858862619252,1.2367655681650533,-0.23678490134008745,1.0325610791586115,1.1798211368254472,0.8256586922139754,True,True
U56,S_RESID_OOF,459,0.19466858862619252,1.2367655681650533,-0.23678490134008745,1.0325610791586115,1.1798211368254472,0.8256586922139754,True,True
U56,S_SD_ONLY,745,0.12931194355171072,0.969736176751686,-0.2539630749058035,1.0325610791586115,1.1798211368254472,0.8256586922139754,False,True
B136,S_RAW_IS_SHARPE,668,0.11522586818775471,0.8114253233827308,-0.2407226984920422,0.9807979386291641,0.9843850631086558,0.8340326918358352,False,False
B136,S_RESID_INSAMPLE,668,0.11522586818775471,0.8114253233827308,-0.2407226984920422,0.9807979386291641,0.9843850631086558,0.8340326918358352,False,False
B136,S_RESID_OOF,668,0.11522586818775471,0.8114253233827308,-0.2407226984920422,0.9807979386291641,0.9843850631086558,0.8340326918358352,False,False
B136,S_SD_ONLY,111,0.1702638774835301,0.929948556878773,-0.34795235283787085,0.9807979386291641,0.9843850631086558,0.8340326918358352,False,True
SMALL439,S_RAW_IS_SHARPE,459,0.16345766757696123,0.6756038042257441,-0.5000091750964133,0.5496794592101654,0.5770246719401428,0.8577063708835784,True,False
SMALL439,S_RESID_INSAMPLE,28,0.1326513204221924,0.5911463562234205,-0.4553761550740554,0.5496794592101654,0.5770246719401428,0.8577063708835784,True,False
SMALL439,S_RESID_OOF,28,0.1326513204221924,0.5911463562234205,-0.4553761550740554,0.5496794592101654,0.5770246719401428,0.8577063708835784,True,False
SMALL439,S_SD_ONLY,514,0.06991792457423895,0.3749604669541123,-0.5940728533132036,0.5496794592101654,0.5770246719401428,0.8577063708835784,False,False
