panel,anchor,cost_bps,H_fast,S_fast,S_anchor,CAGR_fast,CAGR_anchor
U56,A,0.0,21,1.1644058811679185,1.163925382784598,0.1507030990324163,0.15953979864704482
U56,A,1.0,21,1.1595940991048697,1.161777340885902,0.14999707498816695,0.15920413381083898
U56,A,2.0,21,1.1547815337417315,1.1596290265875238,0.14929146983447805,0.15886856051978127
U56,A,3.0,21,1.1499681947835583,1.1574804414878377,0.14858628333103607,0.1585330787503143
U56,A,4.0,21,1.1451540919400676,1.1553315871857857,0.14788151523766424,0.15819768847888538
U56,A,5.0,21,1.1403392349255452,1.1531824652808689,0.1471771653143159,0.1578623896819482
U56,A,6.0,21,1.1355236334587435,1.1510330773731459,0.14647323332107964,0.1575271823359612
U56,A,7.0,21,1.1307072972627858,1.1488834250632232,0.14576971901817637,0.15719206641739003
U56,A,8.0,21,1.1258902360650658,1.1467335099522507,0.14506662216595956,0.15685704190270555
U56,A,9.0,21,1.121072459597153,1.1445833336419162,0.14436394252491613,0.15652210876838413
U56,A,10.0,21,1.1162539775946898,1.1424328977344387,0.14366167985566558,0.15618726699090724
U56,A,11.0,21,1.1114347997972982,1.140282203832562,0.14295983391896083,0.1558525165467628
U56,A,12.0,21,1.1066149359484765,1.1381312535395491,0.14225840447568672,0.15551785741244473
U56,A,13.0,21,1.1017943957955045,1.1359800484591787,0.14155739128686173,0.15518328956445204
U56,A,14.0,21,1.096973189089343,1.1338285901957341,0.14085679411363494,0.15484881297928932
U56,A,15.0,21,1.0921513255845365,1.131676880354001,0.14015661271729019,0.15451442763346845
U56,A,16.0,21,1.0873288150391132,1.1295249205392623,0.13945684685924298,0.15418013350350446
U56,A,17.0,21,1.0825056672144864,1.1273727123572879,0.13875749630103984,0.1538459305659199
U56,A,18.0,21,1.0776818918753572,1.1252202574143328,0.1380585608043614,0.15351181879724285
U56,A,19.0,21,1.0728574987896151,1.1230675573171294,0.13736004013101977,0.15317779817400679
U56,A,20.0,21,1.0680324977282387,1.1209146136728814,0.1366619340429589,0.15284386867275046
U56,A,21.0,21,1.063206898465196,1.1187614280892573,0.13596424230225534,0.1525100302700193
U56,A,22.0,21,1.058380710777348,1.1166080021743872,0.13526696467111732,0.1521762829423634
U56,A,23.0,21,1.0535539444443474,1.1144543375368525,0.13457010091188537,0.15184262666633996
U56,A,24.0,21,1.0487266092485397,1.112300435785684,0.13387365078703106,0.15150906141851017
U56,A,25.0,21,1.0438987149748677,1.1101462985303532,0.13317761405915807,0.15117558717544144
U56,A,26.0,21,1.0390702714107671,1.1079919273807668,0.13248199049100307,0.15084220391370806
U56,A,27.0,21,1.0342412883460712,1.1058373239472619,0.13178677984543263,0.15050891160988877
U56,A,28.0,21,1.0294117755729106,1.1036824898405988,0.13109198188544546,0.15017571024056875
U56,A,29.0,21,1.0245817428856148,1.1015274266719555,0.13039759637417214,0.14984259978233738
U56,A,30.0,21,1.0197512000806108,1.0993721360529207,0.12970362307487426,0.14950958021179184
U56,A,31.0,21,1.0149201569563273,1.0972166195954898,0.1290100617509451,0.14917665150553439
U56,A,32.0,21,1.0100886233130928,1.095060878912057,0.12831691216590846,0.14884381364017196
U56,A,33.0,21,1.0052566089530375,1.09290491561541,0.1276241740834212,0.1485110665923175
U56,A,34.0,21,1.0004241236799956,1.0907487313187247,0.12693184726726892,0.14817841033859058
U56,A,35.0,21,0.9955911772994023,1.0885923276355574,0.12623993148136958,0.14784584485561547
U56,A,36.0,21,0.9907577796181983,1.0864357061798398,0.12554842648977282,0.14751337012002286
U56,A,37.0,21,0.9859239404447291,1.084278868565874,0.12485733205665772,0.1471809861084481
U56,A,38.0,21,0.9810896695886451,1.0821218164083253,0.12416664794633592,0.14684869279753365
U56,A,39.0,21,0.9762549768608038,1.079964551322215,0.12347637392324695,0.14651649016392598
U56,A,40.0,21,0.9714198720731697,1.077807074922917,0.12278650975196492,0.14618437818427865
U56,A,41.0,21,0.9665843650387154,1.0756493888261494,0.12209705519719138,0.14585235683525077
U56,A,42.0,21,0.9617484655713222,1.0734914946479717,0.12140801002376089,0.14552042609350657
U56,A,43.0,21,0.956912183485682,1.0713333940047733,0.12071937399663701,0.14518858593571582
U56,A,44.0,21,0.9520755285971955,1.0691750885132743,0.12003114688091343,0.14485683633855362
U56,A,45.0,21,0.9472385107218758,1.0670165797905127,0.11934332844181594,0.14452517727870262
U56,A,46.0,21,0.9424011396762485,1.064857869453844,0.11865591844469892,0.14419360873284992
U56,A,47.0,21,0.9375634252772519,1.0626989591209313,0.11796891665504794,0.14386213067768727
U56,A,48.0,21,0.9327253773421377,1.060539850409741,0.11728232283847917,0.14353074308991376
U56,A,49.0,21,0.9278870056883738,1.058380544938538,0.1165961367607371,0.1431994459462329
U56,A,50.0,21,0.9230483201335437,1.056221044325875,0.11591035818769835,0.14286823922335534
U56,A,51.0,21,0.9182093304952463,1.0540613501905927,0.11522498688536764,0.14253712289799614
U56,A,52.0,21,0.9133700465909999,1.0519014641518087,0.11454002261988117,0.14220609694687614
U56,A,53.0,21,0.908530478238142,1.0497413878289141,0.11385546515750322,0.1418751613467224
U56,A,54.0,21,0.9036906352537287,1.0475811228415668,0.11317131426462979,0.14154431607426732
U56,A,55.0,21,0.8988505274544389,1.0454206708096851,0.11248756970778628,0.1412135611062486
U56,A,56.0,21,0.8940101646564727,1.0432600333534423,0.1118042312536256,0.14088289641941043
U56,A,57.0,21,0.8891695566754539,1.0410992120932603,0.11112129866893139,0.1405523219905025
U56,A,58.0,21,0.8843287133263317,1.038938208649803,0.11043877172061833,0.14022183779627917
U56,A,59.0,21,0.8794876444232804,1.0367770246439716,0.10975665017572833,0.13989144381350127
U56,A,60.0,21,0.8746463597796027,1.0346156616968964,0.10907493380143385,0.13956114001893494
U56,A,61.0,21,0.8698048692076297,1.0324541214299343,0.10839362236503636,0.13923092638935275
