char,flavour,level,seed,achieved,n_from_B,arm,gross,cadence,CAGR,Sharpe,MaxDD,H1,H2,S_FULL,prem_FULL,S_IS@2015,prem_IS@2015,S_OOS@2015,prem_OOS@2015,CAGR_OOS@2015,DD_OOS@2015,S_IS@2016,prem_IS@2016,S_OOS@2016,prem_OOS@2016,CAGR_OOS@2016,DD_OOS@2016,S_IS@2017,prem_IS@2017,S_OOS@2017,prem_OOS@2017,CAGR_OOS@2017,DD_OOS@2017,keep4a,fail4b,keep4b
cvol,POOL,0.262889,0,0.3093890481534458,13,EWall,0.5,W,0.06235312902379575,0.751663904904736,-0.21287045798433535,0.9156720294453661,0.6641562413629455,0.751663904904736,0.0,0.7538658078227072,0.0,0.7556029529500179,0.0,0.06642913932765104,-0.21287045798433535,0.9083504111958882,0.0,0.6837696304938705,0.0,0.0607514312476054,-0.21287045798433502,0.9803100669557654,0.0,0.6369814738694414,0.0,0.05851552363686463,-0.21287045798433513,False,"H2,OOS,DD,CAGR",False
cvol,POOL,0.262889,0,0.3093890481534458,13,MA-RS,0.5,W,0.03884085528719616,0.5528989066965934,-0.18076792797928376,0.4872514981221918,0.6122260237504421,0.5528989066965934,-0.19876499820814264,0.22383967622459514,-0.5300261315981121,0.6844534640058507,-0.07114948894416717,0.051278768013510945,-0.1807679279792841,0.39671974828798745,-0.5116306629079008,0.6356105631499711,-0.04815906734389941,0.0481475081520335,-0.18076792797928343,0.5226992721233316,-0.45761079483243383,0.5791897769829132,-0.05779169688652819,0.045124367212616256,-0.18076792797928343,False,"H1,H2,OOS,CAGR",False
cvol,POOL,0.262889,0,0.3093890481534458,13,EWall,0.5,M,0.059868164429710546,0.7360732122008784,-0.20364144421265706,0.8955164397360365,0.6486858885543239,0.7360732122008784,0.0,0.7290004679432961,0.0,0.7430337323044885,0.0,0.06393450963660463,-0.2036414442126574,0.885679250154494,0.0,0.6701606218439238,0.0,0.058231568386920785,-0.20364144421265729,0.9623522399188434,0.0,0.6200971426295119,0.0,0.05564809528411763,-0.20364144421265784,False,"H1,H2,OOS,DD,CAGR",False
cvol,POOL,0.262889,0,0.3093890481534458,13,MA-RS,0.5,M,0.0552634240723473,0.7390532985771593,-0.189539486526209,0.782870963515365,0.7243830390489572,0.7390532985771593,0.0029800863762808882,0.6298018748793386,-0.09919859306395751,0.7846422321999332,0.041608499895444684,0.06228206696795002,-0.18953948652620944,0.7928102963347305,-0.09286895381976346,0.7178009394942856,0.04764031765036181,0.05736460760869733,-0.189539486526209,0.8783647698033358,-0.08398747011550767,0.6680331873414139,0.04793604471190205,0.05509833974455991,-0.18953948652620956,False,"H1,H2,OOS,CAGR",False
cvol,POOL,0.262889,0,0.3093890481534458,13,EWall,0.75,W,0.09210041160848892,0.7514150995734892,-0.3056808610456364,0.916678111782729,0.6634656857996776,0.7514150995734892,0.0,0.7553479260985827,0.0,0.7547710719394408,0.0,0.09795890940771934,-0.30568086104563597,0.9094392569453721,0.0,0.6831148249408157,0.0,0.08906794188537281,-0.30568086104563597,0.9815384777909741,0.0,0.636295975883963,0.0,0.0852928690475181,-0.3056808610456361,False,"H2,OOS,DD,CAGR",False
cvol,POOL,0.262889,0,0.3093890481534458,13,MA-RS,0.75,W,0.056792315410314265,0.5534069631695234,-0.2619203389229444,0.4886667213779507,0.6121132329792889,0.5534069631695234,-0.19800813640396575,0.22567805098722796,-0.5296698751113548,0.6843069537341929,-0.0704641182052479,0.07557864448682672,-0.2619203389229444,0.3979552720623747,-0.5114839848829974,0.6356811044641053,-0.04743372047671035,0.070711634988605,-0.26192033892294475,0.5241893420865497,-0.4573491357044245,0.5791691513015584,-0.05712682458240459,0.06585955859768644,-0.261920338922945,False,"H1,H2,OOS,DD,CAGR",False
cvol,POOL,0.262889,0,0.3093890481534458,13,EWall,0.75,M,0.08892098072012344,0.7366665087640961,-0.2974342397470223,0.8979623414606792,0.6493288018599348,0.7366665087640961,0.0,0.732874000286381,0.0,0.7425819135867342,0.0,0.09482735318751856,-0.2974342397470223,0.8885141154482017,0.0,0.6703638066441799,0.0,0.0859435216702058,-0.297434239747022,0.9647943895897685,0.0,0.6208844561907934,0.0,0.08173253313949203,-0.297434239747022,False,"H1,H2,OOS,DD,CAGR",False
cvol,POOL,0.262889,0,0.3093890481534458,13,MA-RS,0.75,M,0.082223670159143,0.7401182541467316,-0.27749958153980514,0.7867650169337275,0.7241124968216403,0.7401182541467316,0.003451745382635485,0.6352978238503606,-0.09757617643602046,0.7840281928292453,0.0414462792425111,0.09267293885880368,-0.27749958153980536,0.7966677501703939,-0.09184636527780776,0.7178453473137271,0.04748154066954713,0.08507061819525275,-0.27749958153980514,0.8820009148319341,-0.08279347475783438,0.6684029049598225,0.04751844876902911,0.08138370845895038,-0.27749958153980503,False,"H1,H2,OOS,DD,CAGR",False
cvol,POOL,0.262889,0,0.3093890481534458,13,EWall,1.0,W,0.12066326149292483,0.7509176778588463,-0.3901685634507229,0.9174750558276533,0.6625893193129427,0.7509176778588463,0.0,0.7566204744651744,0.0,0.7536930416240329,0.0,0.12808624548501313,-0.3901685634507227,0.9103097616270804,0.0,0.682249929696476,0.0,0.11573589692521558,-0.3901685634507228,0.9825507128616237,0.0,0.6354301701405155,0.0,0.11012155500705045,-0.3901685634507229,False,"H2,OOS,DD",False
cvol,POOL,0.262889,0,0.3093890481534458,13,MA-RS,1.0,W,0.07365331907197747,0.5538830218540881,-0.3372541937650899,0.4900485977292749,0.6119764387060065,0.5538830218540881,-0.19703465600475822,0.22749455097272384,-0.5291259234924506,0.6841070629561632,-0.06958597866786975,0.09883046967874898,-0.33725419376509014,0.39916116010916763,-0.5111486015179127,0.6357116234203483,-0.04653830627612776,0.09211430361926842,-0.3372541937650899,0.5256433922782363,-0.45690732058338734,0.5791286581383754,-0.056301512002140064,0.08521413350321572,-0.3372541937650898,False,"H1,H2,OOS,DD,CAGR",False
cvol,POOL,0.262889,0,0.3093890481534458,13,EWall,1.0,M,0.11724234186997307,0.7369168373137209,-0.3860812260537341,0.9003258820543049,0.6498492112337021,0.7369168373137209,0.0,0.7367100219344629,0.0,0.7417508146897137,0.0,0.1248236518533623,-0.3860812260537342,0.8912868689764349,0.0,0.6703173885284437,0.0,0.11253943259215671,-0.3860812260537343,0.9671389139336879,0.0,0.621566032838085,0.0,0.10646511591302787,-0.38608122605373363,False,"H1,H2,OOS,DD",False
cvol,POOL,0.262889,0,0.3093890481534458,13,MA-RS,1.0,M,0.10864102760040706,0.7410361463648637,-0.36107409455654116,0.7907133157346699,0.7237622457699405,0.7410361463648637,0.004119309051142772,0.6408866250787528,-0.09582339685571006,0.7831964362913241,0.04144562160161036,0.1224368446995967,-0.3610740945565407,0.8006008942229923,-0.09068597475344264,0.7177538892301549,0.04743650070171124,0.11200101259544892,-0.3610740945565406,0.8856822344850036,-0.08145667944868429,0.6687493699613868,0.047183337123301805,0.10669219442500633,-0.36107409455654127,False,"H1,H2,OOS,DD",False
cvol,POOL,0.262889,1,0.312975307692062,13,EWall,0.5,W,0.06622188289966568,0.7686781149817684,-0.20819776638777787,1.162644392115936,0.5467748908147442,0.7686781149817684,0.0,1.0062139601902407,0.0,0.6912246076991498,0.0,0.06304965302007992,-0.2081977663877781,1.1253204861660773,0.0,0.6198581888063207,0.0,0.05733882444823912,-0.20819776638777787,1.1892363439129097,0.0,0.5649005001964308,0.0,0.05379446890652373,-0.20819776638777732,False,"H2,OOS,DD,CAGR",False
cvol,POOL,0.262889,1,0.312975307692062,13,MA-RS,0.5,W,0.04853028559414918,0.6294563222745183,-0.15443825265526867,0.7975437758103138,0.5217740872445469,0.6294563222745183,-0.1392217927072501,0.6986902702689292,-0.3075236899213115,0.6058124106150523,-0.08541219708409753,0.048921106587243024,-0.15443825265526723,0.7510932463605502,-0.3742272398055271,0.5742268340156023,-0.04563135479071845,0.04701331587007607,-0.1544382526552689,0.8154101933755841,-0.3738261505373256,0.5298587230251327,-0.03504177717129808,0.044624907207158504,-0.15443825265527011,False,"H1,H2,OOS,CAGR",False
cvol,POOL,0.262889,1,0.312975307692062,13,EWall,0.5,M,0.0637878274878374,0.7532456948005533,-0.19689876883804147,1.1511301546882098,0.52375078455581,0.7532456948005533,0.0,0.9929770211748001,0.0,0.6734564232141642,0.0,0.06021453715116909,-0.1968987688380417,1.1106445123366013,0.0,0.6013893804862133,0.0,0.05448409465105497,-0.19689876883804125,1.1761581165772899,0.0,0.5440633551117705,0.0,0.05067279083700815,-0.19689876883804147,False,"H2,OOS,CAGR",False
