panel,family,arm,freq,CAGR,Sharpe,MaxDD,turnover_yr
U56,N,N5,W,0.06453053483847215,0.6641804017269177,-0.13827796154480831,23.58532168462946
U56,N,N10,W,0.08907308927965318,0.9016906701873469,-0.12934805370100488,16.3210164392456
U56,N,N15,W,0.08993769956366071,0.9027003534992495,-0.15879837151447584,12.812612349906026
U56,N,N20,W,0.09895662357435064,0.9958280541493004,-0.17382001834748262,10.62238050611588
U56,N,N25,W,0.09792111930534331,1.006166534860287,-0.1733613119371522,8.72739570176836
U56,N,N30,W,0.099222254087999,1.0600026231078856,-0.15730601466104666,7.190982965610824
U56,N,N40,W,0.09496414965343503,1.1245189099607675,-0.13801100911772135,4.9462580689311215
U56,F,F0.25,W,0.08042797855452699,0.8518050058707162,-0.15615662838562305,19.386933916350422
U56,F,F0.40,W,0.0902831761476961,0.9388947659151555,-0.15232326201648794,15.61230689731791
U56,F,F0.55,W,0.0999138960194248,1.0168873192894823,-0.1495874065734073,13.088920580276334
U56,F,F0.70,W,0.09649509607599915,0.9859831590358749,-0.16105815863803152,11.16729685465583
U56,F,F0.85,W,0.10516455389315515,1.0640815977025029,-0.15886238887875448,9.591701851613124
U56,F,F1.00,W,0.10394944276323281,1.0491473622777687,-0.15874704847794496,8.213701018709864
U56,B,B0.00,W,0.0820244315824139,1.1711820871541068,-0.12011675258999577,3.1357133438424674
U56,B,B0.02,W,0.08513392419438714,1.1984684068826579,-0.1185854931463185,2.1510506675341183
U56,B,B0.04,W,0.08460012981887943,1.1728136926399235,-0.12555171687421973,1.5607769734424377
U56,B,B0.06,W,0.08343569260992045,1.1429873056964117,-0.1347253878106215,1.296634160364502
U56,B,B0.08,W,0.0855087800160641,1.1499756731624722,-0.1446692468590921,1.1261372938557659
U56,B,B0.10,W,0.08809139446500014,1.1778027272211606,-0.1234790355211135,1.0036558511045808
U56,B,B0.12,W,0.08716134152014443,1.151456593103839,-0.12150488350184308,0.9217564315513689
U56,V,V0.25,W,0.07011085122444283,0.9123879731124617,-0.10016283849644947,10.653885766307274
U56,V,V0.35,W,0.08440258978441983,0.9472109491577066,-0.13485940779566186,10.671734602020347
U56,V,V0.45,W,0.09136995679276194,0.9477064570338408,-0.17490055507882263,10.54482570973863
U56,V,V0.60,W,0.09895662357435064,0.9958280541493004,-0.17382001834748262,10.62238050611588
U56,V,V0.80,W,0.10107269687662623,1.0041649054362338,-0.17298031459456653,10.617835665783536
U56,V,V9.90,W,0.10526050463778835,1.0256063447872055,-0.178890112641097,10.658097156571866
U56,G,G0,W,0.09895662357435064,0.9958280541493004,-0.17382001834748262,10.62238050611588
U56,G,G1,W,0.09237045315449421,1.0294820646143186,-0.11072518886742766,10.516081717545779
U56,G,G2,W,0.062186903973611596,0.7963151489696954,-0.12387863333411331,10.466263452442465
U56,G,G3,W,0.0488011537815094,0.7338163142664096,-0.12033122170454658,8.818053070150395
U56,G,G4,W,-0.0017576649035233594,-0.007347038056412824,-0.19631933634206877,6.653189989459601
U56,R,RD,D,0.08259457177486018,0.8656307643918748,-0.1367545318229555,24.645039936996593
U56,R,RW,W,0.09895662357435064,0.9958280541493004,-0.17382001834748262,10.62238050611588
U56,R,RM,M,0.11301622523326582,1.0745058602630824,-0.18194866865365422,4.830159474391548
U56,R,RQ,Q,0.10373771621086658,0.9112962151704835,-0.2504781223414686,2.511264981358619
B136,N,N5,W,0.06385177680442844,0.6349911081998837,-0.21191263611532518,29.429583427883788
B136,N,N10,W,0.06684192990383697,0.684018182432661,-0.16782804874235047,23.756088104763318
B136,N,N15,W,0.08206389190546992,0.8169580413154571,-0.16286487704744257,20.137319938019374
B136,N,N20,W,0.0868355364775728,0.8543369119499937,-0.17402613657078558,17.808370476174616
B136,N,N25,W,0.09534598175494913,0.9264617351535747,-0.1841654135021601,15.792947502968644
