panel,target,T_trade,cost,side,h,turn_py,cal_turn_lo,cal_turn_hi,inside_ladder,d_oos_Sharpe,d_oos_MaxDD,d_oos_CAGR,d_full_Sharpe,d_full_MaxDD
B136,0.08,M,0,SYM,0.01,5.19258398189763,1.181259718304513,5.482417258670059,True,0.005213793134047462,0.0022231880970607076,1.1311225136950709e-06,0.0015548595400081133,0.0022231880970604995
B136,0.08,M,0,SYM,0.02,4.8733310752158205,1.181259718304513,5.482417258670059,True,0.011444967275973994,0.003284425016015835,0.00015159358447104643,0.009201497123433766,0.0032844250160157518
B136,0.08,M,0,SYM,0.03,4.491117682660678,1.181259718304513,5.482417258670059,True,0.015699828658051862,0.007521593698969875,0.00014729631529904197,0.00969395835562259,0.0075215936989695975
B136,0.08,M,0,SYM,0.05,3.983614024095402,1.181259718304513,5.482417258670059,True,0.036554637754107056,0.007704256272955234,0.0014793279459581615,0.02713845260044634,0.0077042562729548875
B136,0.08,M,0,SYM,0.08,3.414733079738111,1.181259718304513,5.482417258670059,True,0.04125436986551012,0.016597987861149605,0.0012623682338054054,0.006560028508622695,0.01659798786114991
B136,0.08,M,0,SYM,0.12,3.0968707422441404,1.181259718304513,5.482417258670059,True,0.056258285004275876,0.024538667583963003,0.0020108661043219817,0.010014392618327594,0.024538667583962365
B136,0.08,M,0,SYM,0.16,2.664318965557655,1.181259718304513,5.482417258670059,True,0.07851784090448222,0.027663455927693426,0.0025403836639120297,0.03680641844062271,0.02766345592769326
B136,0.08,M,0,SYM,0.2,2.181222934135856,1.181259718304513,5.482417258670059,True,0.17470712926057108,0.06851597621907471,0.00769190081194393,0.059673501887441915,0.06851597621907451
B136,0.08,M,0,SYM,0.25,2.085744113255171,1.181259718304513,5.482417258670059,True,0.10732406765241076,0.06421062207932984,-0.0026203654176386315,0.015204905153747061,0.06421062207932965
B136,0.08,M,0,SYM_TD,0.01,5.193778823413903,1.181259718304513,5.482417258670059,True,0.004702420179921951,0.0022152351965170902,-5.0116799674870816e-05,0.0017286267500218333,0.002215235196516327
B136,0.08,M,0,SYM_TD,0.02,4.86167088794874,1.181259718304513,5.482417258670059,True,0.009517345642668928,0.002998892326714797,-3.357809113518906e-05,0.007067563117607589,0.0029988923267145057
B136,0.08,M,0,SYM_TD,0.03,4.466502126684647,1.181259718304513,5.482417258670059,True,0.020890587603263677,0.0071179305594375325,0.0005016010220244421,0.010935265167595798,0.007117930559437491
B136,0.08,M,0,SYM_TD,0.05,3.990888224311746,1.181259718304513,5.482417258670059,True,0.022318732232430527,0.007724285707534112,0.00029727561261042035,0.015753610410592866,0.007724285707534084
B136,0.08,M,0,SYM_TD,0.08,3.548172663817534,1.181259718304513,5.482417258670059,True,0.03172504428273215,0.011070852974371534,0.0006953592011954696,0.02335846675105757,0.011070852974370965
B136,0.08,M,0,SYM_TD,0.12,3.0956898377190707,1.181259718304513,5.482417258670059,True,0.047636212547335965,0.014723147276213572,0.0007704561279110594,0.027911449220410667,0.014723147276213239
B136,0.08,M,0,SYM_TD,0.16,2.924666370092684,1.181259718304513,5.482417258670059,True,0.05101973422420336,0.02665027012161897,0.0005330735302674777,0.04898908123645307,0.026650270121618858
B136,0.08,M,0,SYM_TD,0.2,2.7558881918151785,1.181259718304513,5.482417258670059,True,0.04807419413135383,0.026187681713278732,0.0003871191202624996,0.01586870385307182,0.026187681713278593
B136,0.08,M,0,SYM_TD,0.25,2.5814835274256835,1.181259718304513,5.482417258670059,True,0.028310784864242988,0.007368945881895045,-8.719985148969434e-05,-0.008145134978972068,0.007368945881894656
B136,0.08,M,0,DOWN_TD,0.01,2.953368089322742,1.181259718304513,5.482417258670059,True,0.08133475503916898,0.03960401705419789,-0.008106042825598805,0.028515572869777017,0.039604017054197665
B136,0.08,M,0,DOWN_TD,0.02,2.900599349088479,1.181259718304513,5.482417258670059,True,0.08773384392052508,0.04134242317283124,-0.007484212103686369,0.03187440832274113,0.04134242317283168
B136,0.08,M,0,DOWN_TD,0.03,2.857765334613952,1.181259718304513,5.482417258670059,True,0.08354844859316679,0.042989673629551806,-0.007613671623343268,0.0318650811378407,0.04298967362955236
