panel,object,max_abs_diff,frac_cells_moved,is_weights,invariant
u56,RULES v1 weights,0.0,0.0,True,True
u56,RULES v2 weights,0.0,0.0,True,True
u56,v1 composite score,1.9984014443252818e-13,0.0,False,True
u56,v1 above-200d-MA,0.0,0.0,False,True
u56,v1 vol20,1.4335754805472334e-14,0.0,False,True
u56,v2 band_state,0.0,0.0,False,True
broad,RULES v1 weights,0.0,0.0,True,True
broad,RULES v2 weights,0.0,0.0,True,True
broad,v1 composite score,0.3865478685002777,0.0001830802548727514,False,False
broad,v1 above-200d-MA,1.0,3.129577006371819e-06,False,False
broad,v1 vol20,3.5735303605122226e-14,0.0,False,True
broad,v2 band_state,0.0,0.0,False,True
small,RULES v1 weights,0.0,0.0,True,True
small,RULES v2 weights,0.0,0.0,True,True
small,v1 composite score,0.38742342361880144,0.0007781679455499198,False,False
small,v1 above-200d-MA,1.0,1.0837993670611696e-06,False,False
small,v1 vol20,3.272360258183667e-08,7.803355442840422e-05,False,False
small,v2 band_state,0.0,0.0,False,True
