panel,fam,arm,leg,f,sleeve,cost,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,gross,TO,m_H1,m_H2,m_OOS,m_DD,m_CAGR,pass4b,fail4b,pass4a_v2,pass4a_v1_10,both_v2,both_v1_10
u56,C135,control,EWall,0.0,S3,10.0,0.13269561149760745,1.124034844549441,-0.22525890947548466,1.1901343237555244,1.071956832491129,1.1099711173381261,0.12609226212029023,-0.1256807288252092,1.1357457661990906,0.13817415675493705,-0.22525890947548444,0.7502297496579479,0.828443130785896,0.23351441631041125,0.23794065793955788,0.25373478160940743,-0.02295517427144189,0.026099296591640772,False,DD,False,False,False,False
u56,C135,control,EWall,0.0,S3,25.0,0.13128889455610726,1.1133658809928635,-0.2254761817775679,1.1793263208835163,1.0613518094908139,1.0993254577204428,0.12475162038987175,-0.12589813003146666,1.125049412500613,0.13671236509806106,-0.22547618177756779,0.7502297496579479,0.828443130785896,0.22270641343840314,0.2273356349392427,0.24303842791092978,-0.02317244657352513,0.024692579650140586,False,DD,False,False,False,False
u56,C135,control,EWall,0.0,S4,10.0,0.13269561149760745,1.124034844549441,-0.22525890947548466,1.1901343237555244,1.071956832491129,1.1099711173381261,0.12609226212029023,-0.1256807288252092,1.1357457661990906,0.13817415675493705,-0.22525890947548444,0.7502297496579479,0.828443130785896,0.23351441631041125,0.23794065793955788,0.25373478160940743,-0.02295517427144189,0.026099296591640772,False,DD,False,False,False,False
u56,C135,control,EWall,0.0,S4,25.0,0.13128889455610726,1.1133658809928635,-0.2254761817775679,1.1793263208835163,1.0613518094908139,1.0993254577204428,0.12475162038987175,-0.12589813003146666,1.125049412500613,0.13671236509806106,-0.22547618177756779,0.7502297496579479,0.828443130785896,0.22270641343840314,0.2273356349392427,0.24303842791092978,-0.02317244657352513,0.024692579650140586,False,DD,False,False,False,False
u56,C135,control,EWall,0.25,S3,10.0,0.10569539412313977,1.2078332621451646,-0.17272316749086447,1.2926677955291006,1.1447305627115638,1.2241189462416238,0.10136755319678992,-0.09142259863887225,1.1978851232210022,0.10927973581157646,-0.17272316749086403,0.7488404353738031,2.5290869419742026,0.33604788808398744,0.31071438815999264,0.31587413863131897,0.029580567713178296,-0.0009009207828269,False,CAGR,False,False,False,False
u56,C135,control,EWall,0.25,S3,25.0,0.10150849646269466,1.163615457127546,-0.1730595115373017,1.238376733930123,1.1086404230592897,1.171260055518053,0.09666461004933957,-0.09171259083530359,1.1600409735745927,0.10552200713502957,-0.1730595115373016,0.7488404353738031,2.5290869419742026,0.2817568264850099,0.2746242485077185,0.2780299889849095,0.029244223666741065,-0.00508781844327201,False,CAGR,False,False,False,False
u56,C135,control,EWall,0.25,S4,10.0,0.10688402024568555,1.1937285774860324,-0.17359225169884607,1.2300713507357086,1.169542397684736,1.1615094308529719,0.09891785850883639,-0.09142259863887225,1.219772298533938,0.11350154258908418,-0.1735922516988463,0.7493906503286673,2.645781221027088,0.27345144329059545,0.3355262231331647,0.3377613139442549,0.0287114835051967,0.00028770533971887724,True,-,False,False,False,False
u56,C135,control,EWall,0.25,S4,25.0,0.10249978577694385,1.1485861532838493,-0.17394261412278023,1.174694874559235,1.132849704574603,1.1075053636666756,0.09395786889372415,-0.09171259083530359,1.1813006268002302,0.10959918436874938,-0.17394261412278023,0.7493906503286673,2.645781221027088,0.21807496711412178,0.2988335300230319,0.299289642210547,0.02836112108126254,-0.004096529129022822,False,CAGR,False,False,False,False
u56,C135,control,EWall,0.5,S3,10.0,0.07814620456175558,1.269302590037954,-0.1274904063089829,1.333556573240851,1.2220361710994714,1.2998924239819916,0.07596090731678262,-0.057002134126310056,1.2484180263977769,0.07995295624887544,-0.12749040630898323,0.7474460958307626,4.229617341070976,0.3769366657957378,0.3880199965479002,0.3664070418080937,0.07481332889505987,-0.02845011034421109,False,CAGR,False,True,False,False
u56,C135,control,EWall,0.5,S3,25.0,0.07132668097374961,1.1640190684423621,-0.1280351127802699,1.2011544380527597,1.1391363749698697,1.1706225555838035,0.06805950455433596,-0.06037550939367897,1.160962642498209,0.0740304332817856,-0.12803511278027002,0.7474460958307626,4.229617341070976,0.24453453060764652,0.30512020041829857,0.2789516579085257,0.07426862242377286,-0.03526963393221706,False,CAGR,False,True,False,False
u56,C135,control,EWall,0.5,S4,10.0,0.08058734713613513,1.2387737878579326,-0.12930015081836188,1.1857774620152692,1.2903058410286858,1.1469515933035452,0.07133492599215518,-0.057002134126310056,1.3105614230508247,0.08828302825850787,-0.12930015081836177,0.7485472823306495,4.484235195191388,0.22915755457015607,0.45628966647711466,0.4285504384611415,0.07300358438568089,-0.02600896776983154,False,CAGR,False,True,False,False
u56,C135,control,EWall,0.5,S4,25.0,0.07334236782094572,1.133302890548123,-0.12987628789997663,1.0540476040032405,1.2072009390721434,1.0182367350652042,0.06291351155482583,-0.061895212760238905,1.2229133878432163,0.08202576710115239,-0.12987628789997663,0.7485472823306495,4.484235195191388,0.09742769655812733,0.37318476452057225,0.34090240325353316,0.07242744730406614,-0.033253947085020955,False,CAGR,False,True,False,False
u56,C135,control,R20,0.0,S3,10.0,0.1549168805140131,1.1709874716520696,-0.22210415740480627,1.268351743368814,1.1065649555456085,1.1869254627998786,0.1411657652952516,-0.1175186994689662,1.1676757786012193,0.16638965234820668,-0.22210415740480582,0.747068832374747,9.044335906163004,0.3117318359237009,0.27254878099403734,0.2856647940115361,-0.0198004222007635,0.048320565608046415,False,DD,False,False,False,False
u56,C135,control,R20,0.0,S3,25.0,0.13936218923581323,1.066869782314063,-0.22340277155554722,1.150859861484296,1.0119417603006913,1.0692801116072004,0.12556870376152207,-0.12528350820061274,1.0721881027666573,0.15087243394308603,-0.22340277155554744,0.747068832374747,9.044335906163004,0.19423995403918282,0.1779255857491201,0.19017711817697414,-0.021099036351504452,0.03276587432984655,False,DD,False,False,False,False
u56,C135,control,R20,0.0,S4,10.0,0.1549168805140131,1.1709874716520696,-0.22210415740480627,1.268351743368814,1.1065649555456085,1.1869254627998786,0.1411657652952516,-0.1175186994689662,1.1676757786012193,0.16638965234820668,-0.22210415740480582,0.747068832374747,9.044335906163004,0.3117318359237009,0.27254878099403734,0.2856647940115361,-0.0198004222007635,0.048320565608046415,False,DD,False,False,False,False
u56,C135,control,R20,0.0,S4,25.0,0.13936218923581323,1.066869782314063,-0.22340277155554722,1.150859861484296,1.0119417603006913,1.0692801116072004,0.12556870376152207,-0.12528350820061274,1.0721881027666573,0.15087243394308603,-0.22340277155554744,0.747068832374747,9.044335906163004,0.19423995403918282,0.1779255857491201,0.19017711817697414,-0.021099036351504452,0.03276587432984655,False,DD,False,False,False,False
u56,C135,control,R20,0.25,S3,10.0,0.12224035169104774,1.225239312670882,-0.17471300914477905,1.3325035374118976,1.1562405266127558,1.264716301400018,0.11256985275146691,-0.08349429371199513,1.2075806446663693,0.1302841733016502,-0.17471300914477883,0.7464718462360433,8.619201173635817,0.3758836299667845,0.3222243520611846,0.3255696600766861,0.027590726059263715,0.01564403678508107,True,-,False,False,False,False
u56,C135,control,R20,0.25,S3,25.0,0.10782874846985258,1.0932589295346031,-0.1759209902834441,1.1766045703742873,1.0413993055245172,1.1092121237619887,0.09758850397371122,-0.0859984821854578,1.0905813932304145,0.11635139181241505,-0.17592099028344377,0.7464718462360433,8.619201173635817,0.21998466292917418,0.20738313097294603,0.2085704086407313,0.026382744920598666,0.0012324335638859013,True,-,False,False,False,False
u56,C135,control,R20,0.25,S4,10.0,0.12342499855543654,1.214063214375991,-0.17559497374058997,1.2793661949191115,1.1763754429705613,1.2094055146010902,0.11009530912843202,-0.08349429371199535,1.2254346587224043,0.13454574354347182,-0.17559497374058974,0.7470220762589402,8.731089746161832,0.32274628747399836,0.3423592684189901,0.3434236741327211,0.0267087614634528,0.016828683649469864,True,-,False,False,False,False
u56,C135,control,R20,0.25,S4,25.0,0.1088119382191044,1.082932253813875,-0.1768279927394284,1.1248563842104662,1.0622669299766716,1.0553850106180385,0.09489358442764084,-0.08599848218545869,1.1091379457807584,0.12043116927502551,-0.17682799273942806,0.7470220762589402,8.731089746161832,0.16823647676535303,0.22825075542510043,0.22712696119107523,0.02547574246461437,0.002215623313137724,True,-,False,False,False,False
u56,C135,control,R20,0.5,S3,10.0,0.0890748634114733,1.2496228883042122,-0.1288676099451772,1.318146606311079,1.2048825018195384,1.2793428304376444,0.08332994573773278,-0.055941744536141313,1.2346215172755506,0.093838775440231,-0.12886760994517732,0.7458684122596089,8.245336035014343,0.3615266988659658,0.3708663272679672,0.3526105326858674,0.07343612525886556,-0.01752145149449337,False,CAGR,False,True,False,False
u56,C135,control,R20,0.5,S3,25.0,0.07568941203520785,1.073074732878923,-0.12998379306486318,1.105601226271869,1.0561110671568574,1.0683291633745235,0.06882146704833758,-0.062447978835063034,1.0815562138301689,0.08139038578018765,-0.12998379306486296,0.7458684122596089,8.245336035014343,0.14898131882675592,0.22209489260528625,0.19954522924048568,0.07231994213917958,-0.030906902870758826,False,CAGR,False,True,False,False
u56,C135,control,R20,0.5,S4,10.0,0.09152491869003243,1.2283560427973008,-0.1306986402280309,1.2004340380651977,1.2616367821626264,1.1542097831981353,0.07869263425657302,-0.055962072108382666,1.286502605165737,0.10222961010276244,-0.13069864022803124,0.7469696170362393,8.482276825665538,0.2438141306200845,0.42762060761105525,0.4044916205760537,0.07160509497601186,-0.015071396215934244,False,CAGR,False,True,False,False
u56,C135,control,R20,0.5,S4,25.0,0.07772581539746692,1.054660642834508,-0.13186707567666922,0.9914613033504248,1.115538786046871,0.9470243641895858,0.0637397421543382,-0.06244797883506259,1.1360508744712041,0.08940616487286568,-0.13186707567666933,0.7469696170362393,8.482276825665538,0.034841395905311656,0.2815226114952999,0.25403988988152093,0.07043665952737355,-0.02887049950849975,False,CAGR,False,True,False,False
u56,C135,band3-dg,EWall,0.0,S3,10.0,0.08660060029784411,1.2056281407093048,-0.1205494676867116,1.2259292260997592,1.1908515172982774,1.1042578346946679,0.07609423859009046,-0.07887459337325664,1.2850846619485738,0.09534815248934558,-0.12054946768671182,0.5327528030004022,1.7745075608568108,0.269309318654646,0.35683534274670625,0.40307367735889066,0.08175426751733117,-0.019995714608122564,False,CAGR,False,True,False,False
u56,C135,band3-dg,EWall,0.0,S3,25.0,0.08371267641165203,1.1680530085974432,-0.12092635506895333,1.1880997716532633,1.1533940644925451,1.0656893217788863,0.07326123949119756,-0.08184915975838247,1.2482558034007076,0.09241429872042128,-0.12092635506895344,0.5327528030004022,1.7745075608568108,0.23147986420815014,0.31937788994097394,0.36624481881102444,0.08137738013508944,-0.022883638494314643,False,CAGR,False,True,False,False
u56,C135,band3-dg,EWall,0.0,S4,10.0,0.08660060029784411,1.2056281407093048,-0.1205494676867116,1.2259292260997592,1.1908515172982774,1.1042578346946679,0.07609423859009046,-0.07887459337325664,1.2850846619485738,0.09534815248934558,-0.12054946768671182,0.5327528030004022,1.7745075608568108,0.269309318654646,0.35683534274670625,0.40307367735889066,0.08175426751733117,-0.019995714608122564,False,CAGR,False,True,False,False
u56,C135,band3-dg,EWall,0.0,S4,25.0,0.08371267641165203,1.1680530085974432,-0.12092635506895333,1.1880997716532633,1.1533940644925451,1.0656893217788863,0.07326123949119756,-0.08184915975838247,1.2482558034007076,0.09241429872042128,-0.12092635506895344,0.5327528030004022,1.7745075608568108,0.23147986420815014,0.31937788994097394,0.36624481881102444,0.08137738013508944,-0.022883638494314643,False,CAGR,False,True,False,False
u56,C135,band3-dg,EWall,0.25,S3,10.0,0.0708423095628834,1.2750624412767144,-0.0950443053952107,1.2905235622955593,1.2652764444597944,1.1932235890918916,0.06359142026302367,-0.04521214123160289,1.3392828088470887,0.07686329649973755,-0.09504430539521103,0.5857134159189114,3.2101238618672854,0.33390365485044615,0.4312602699082232,0.45727182425740553,0.10725942980883207,-0.035754005343083275,False,CAGR,True,True,False,False
u56,C135,band3-dg,EWall,0.25,S3,25.0,0.0656990360618308,1.1870591379531805,-0.09550498363430338,1.1892873908218382,1.1887510454003831,1.0922570374399767,0.05795125583377492,-0.046498622069599316,1.2612298664840664,0.07213558110935492,-0.0955049836343036,0.5857134159189114,3.2101238618672854,0.23266748337672505,0.35473487084881195,0.37921888189438324,0.10679875156973939,-0.04089727884413587,False,CAGR,True,True,False,False
u56,C135,band3-dg,EWall,0.25,S4,10.0,0.07206107971752207,1.2532645035222696,-0.09599017360465134,1.2046376476116485,1.3001034109897962,1.106238165941504,0.06130273575833156,-0.051275870093371534,1.3689975361857536,0.08102145407626682,-0.09599017360465123,0.5862628616141576,3.324702671136082,0.24801774016653533,0.466087236438225,0.4869865515960704,0.10631356159939143,-0.034535235188444605,False,CAGR,False,True,False,False
u56,C135,band3-dg,EWall,0.25,S4,25.0,0.0667286246896488,1.1652537999376809,-0.09646705779260789,1.1033016114560477,1.223864919965064,1.00515430654076,0.05541691840380891,-0.052657323870730854,1.2912004933815935,0.07615482400052986,-0.09646705779260778,0.5862628616141576,3.324702671136082,0.1466817040109345,0.3898487454134928,0.4091895087919103,0.10583667741143488,-0.03986769021631788,False,CAGR,False,True,False,False
u56,C135,band3-dg,EWall,0.5,S3,10.0,0.054760042866714764,1.1889999629584982,-0.07370286045854602,1.1287772224448103,1.2478303465974128,1.0859926038535819,0.050628060389083185,-0.060466264821270155,1.276622070143507,0.058182183940213905,-0.07370286045854646,0.6386810481423115,4.662385232618633,0.1721573149996971,0.4138141720458416,0.39461108555382374,0.12860087474549675,-0.05183627203925191,False,CAGR,False,True,False,False
u56,C135,band3-dg,EWall,0.5,S3,25.0,0.04740910326838921,1.0353179229600031,-0.0745524998546625,0.9529906264721043,1.115825946744672,0.9123806633155337,0.04222588308350206,-0.06345082736594054,1.1399546724560576,0.05170594696240571,-0.07455249985466228,0.6386810481423115,4.662385232618633,-0.0036292809730088527,0.2818097721931009,0.25794368786637445,0.12775123534938027,-0.059187211637577467,False,"H1,CAGR",False,True,False,False
u56,C135,band3-dg,EWall,0.5,S4,10.0,0.05723309936727494,1.175574289822127,-0.07549001736952576,0.9976087967190003,1.348257490200064,0.9467676181773593,0.046208004758464316,-0.05869391231015997,1.3691049715802874,0.06641897168596866,-0.07549001736952565,0.6397813593250622,4.9178539022427525,0.04098888927388711,0.5142413156484927,0.48709398699060424,0.126813717834517,-0.04936321553869173,False,CAGR,False,True,False,False
u56,C135,band3-dg,EWall,0.5,S4,25.0,0.049462499964144424,1.0222019331526837,-0.07637487347265759,0.8200923340361241,1.2182950750069337,0.77147361530823,0.03729494087188634,-0.06171699508090822,1.2343252279002501,0.05961115784968518,-0.0763748734726577,0.6397813593250622,4.9178539022427525,-0.13652757340898902,0.3842789004553625,0.35231424331056693,0.12592886173138518,-0.05713381494182225,False,"H1,CAGR",False,True,False,False
u56,C135,band3-dg,R20,0.0,S3,10.0,0.1436666728286775,1.1569900464395872,-0.1975610900598337,1.2157398137911033,1.1231380570913612,1.1227106568294918,0.12420584707295679,-0.1162162456649638,1.188572074506493,0.15998011917832655,-0.19756109005983402,0.7106989764937445,8.623808930977242,0.25911990634599014,0.28912188253979,0.30656108991680975,0.004742645144209079,0.037070357922710837,True,-,False,False,False,False
