panel,H,N,gross,turn_yr,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,dd_margin_pp,cagr_margin_pp,pass4a,pass4b,a_h1,a_h2,a_dd,b_h1,b_h2,b_oos,b_dd,b_cagr
B136,21,15,0.55,6.18516713583212,0.1145245931882104,0.9747294955949578,-0.21281513380271277,1.2657367843401055,0.7489603031443757,1.1503731682063383,0.10624318113320674,0.8583808256792734,-0.21281513380271255,-1.0519413958354595,0.8380867473866266,False,False,True,False,False,True,False,False,False,True
B136,21,15,0.65,7.291229829256243,0.13520981139742028,0.9757046640300924,-0.24769795072985645,1.2668296907419299,0.7500368680511685,1.1513994505989167,0.12502819837755474,0.8594204873501043,-0.2476979507298568,-4.540223088549827,2.906608568307614,False,False,True,False,False,True,False,False,False,True
B136,42,15,0.55,4.404729735770893,0.1271120851341596,1.0560076615601193,-0.19033543213864246,1.3766637989776975,0.813354408837572,1.2409130429819353,0.11997698244761001,0.9377293028892931,-0.1903354321386429,1.1960287705715722,2.096835941981548,False,False,True,False,False,True,False,True,True,True
B136,42,15,0.65,5.18519241832902,0.1503381129231356,1.057078218329049,-0.22200979082910577,1.3774542207093496,0.8148201966628011,1.2416213745457465,0.14152618297007402,0.9391315681273259,-0.22200979082910555,-1.971407098474759,4.419438720879146,False,False,True,False,False,True,False,True,False,True
B136,63,15,0.55,3.4369932847549456,0.1304077198367104,1.0831918743100246,-0.20897969441694808,1.3781428775917681,0.8593222490327295,1.2537083933558006,0.12457548618932912,0.9737081915616892,-0.2089796944169483,-0.6683974572589901,2.4263994122366266,False,False,True,False,False,True,True,True,False,True
B136,63,15,0.65,4.041175733350776,0.15439252108612345,1.0844540996295935,-0.2433761527034628,1.379250845970205,0.8610074657837934,1.2547063750167438,0.14717484693556004,0.975304433357873,-0.2433761527034628,-4.108043285910462,4.824879537177932,False,False,True,False,False,True,True,True,False,True
B136,126,15,0.55,2.3473237500007307,0.12359474825948302,1.067178852423439,-0.14711236880573508,1.2368325691391544,0.9434207582927115,1.1072965583484797,0.1294407327710847,1.0453776562661177,-0.14711236880573553,5.518335103862309,1.7451022545138888,False,True,True,False,False,True,True,True,True,True
B136,126,15,0.65,2.756065955868874,0.14619840032383724,1.0681879315047274,-0.17209981563448173,1.2377304045552677,0.9445680596550724,1.1081174831121885,0.15304504671474506,1.0465331670496245,-0.1720998156344815,3.0195904209876447,4.005467460949311,False,True,True,False,False,True,True,True,True,True
B136,189,15,0.55,1.7539760912021782,0.12363113089374878,1.0297044890467824,-0.1902793038886974,1.2736779485496248,0.8822485959914907,1.0880242126509883,0.13566617714669982,1.011562605352177,-0.19027930388869718,1.2016415955660775,1.748740517940464,False,True,True,False,False,True,True,True,True,True
B136,189,15,0.65,2.0523750530180305,0.14607999817064488,1.0304850004369974,-0.22191740648221847,1.2743437080807256,0.8831747388669108,1.0886724565099886,0.16018242163322327,1.0124507008202135,-0.22191740648221825,-1.9621686637860292,3.993627245630074,False,False,True,False,False,True,True,True,False,True
B136,252,15,0.55,1.5040881284070244,0.11925852325349506,1.0422442744723,-0.18414357054969377,1.1410969685312067,0.9729734428387888,0.988231400401596,0.13390565275273003,1.0858518582492802,-0.18414357054969377,1.815214929466441,1.3114797539150929,False,True,False,True,False,True,True,True,True,True
B136,252,15,0.65,1.7584380927727237,0.14103016150965164,1.0432661156983745,-0.2150020092719338,1.141954714906384,0.9742122666129797,0.9890270605954898,0.15851826337020514,1.087048214014204,-0.21500200927193414,-1.2706289427575623,3.4886435795307507,False,False,False,True,False,True,True,True,False,True
B136,0,20,0.55,10.3412948560319,0.09486988918846517,0.9367094627553827,-0.14943497804911787,1.113035786665191,0.7825068554441652,1.0225596078267583,0.09050304587772806,0.8720922976880586,-0.14943497804911776,5.2860741795240305,-1.1273836525878962,False,False,False,False,False,True,False,False,True,False
B136,0,20,0.65,12.20623562285417,0.11194916047911763,0.9375013160255438,-0.17519041990428663,1.1139569245417504,0.7832597172363459,1.0234297049566672,0.10663451955161185,0.8728544413584249,-0.17519041990428652,2.710529994007155,0.5805434764773493,False,False,False,False,False,True,False,False,True,True
B136,5,20,0.55,9.362883036302014,0.0989601981646755,0.9705861871719486,-0.14778901814927725,1.1821012514453255,0.7859207098687067,1.0821380905778601,0.09262395376402499,0.8868487593478164,-0.14778901814927725,5.450670169508093,-0.7183527549668639,False,False,False,False,False,True,False,True,True,False
B136,5,20,0.65,11.050014082756816,0.11684345678685637,0.9712889597279566,-0.17328418405914903,1.1828666933421803,0.7866532368115302,1.0828629923550617,0.1091620555808197,0.8875695734938709,-0.17328418405914914,2.9011535785209155,1.0699731072512235,False,False,False,False,False,True,False,True,True,True
B136,21,20,0.55,5.64003562568536,0.1175090302108952,1.0683123878444731,-0.19901213645188132,1.3217834906820838,0.8638500582676504,1.2245281905214556,0.11025677453535354,0.9597065809617984,-0.19901213645188165,0.3283583392476863,1.136530449655107,False,True,True,False,False,True,True,True,True,True
B136,21,20,0.65,6.6482536530774246,0.1389945522863043,1.0689491053035607,-0.23185295581361853,1.3226175764423853,0.8645135873419031,1.2252791792227749,0.1301178937683778,0.9603605539122032,-0.23185295581361864,-2.9557235969260356,3.285082657196017,False,False,True,False,False,True,True,True,False,True
B136,42,20,0.55,4.2559867947097585,0.11989906437010212,1.044611717618992,-0.19072213175512664,1.2772878247977024,0.8692709445087857,1.1548231262321946,0.11907224660657212,0.9746920517024478,-0.19072213175512676,1.1573588089231535,1.375533865575798,False,True,True,False,False,True,True,True,True,True
B136,42,20,0.65,5.010932132825557,0.14176103015085495,1.0455272715889512,-0.22248409387692336,1.2782699782930191,0.8702482551139111,1.1557413380827886,0.14054890922781005,0.9756581400224236,-0.22248409387692347,-2.0188374032565184,3.5617304436510815,False,False,True,False,False,True,True,True,False,True
B136,63,20,0.55,3.371012777810867,0.12543845528322284,1.091444185493963,-0.21706197797933713,1.351360546352722,0.8928870558601094,1.2299097438472197,0.12200990534103484,1.0012809488763337,-0.21706197797933735,-1.476625813497895,1.9294729568878703,False,False,True,False,False,True,True,True,False,True
B136,63,20,0.65,3.9650091090257704,0.14847904499730746,1.0922217810458956,-0.2525757951054096,1.3524129484316807,0.8937511401464711,1.230882216402468,0.1441577753472696,1.0020762954307338,-0.25257579510540973,-5.028007526105144,4.233531928296333,False,False,True,False,False,True,True,True,False,True
B136,126,20,0.55,2.325319432937175,0.11860052636152285,1.0705388496772412,-0.15512506659083325,1.2890801300566939,0.8981409017145957,1.1436207251662516,0.11957482207602221,1.022662870775826,-0.15512506659083347,4.717065325352493,1.2456800647178716,False,True,True,False,False,True,True,True,True,True
B136,126,20,0.65,2.731257324045775,0.14029055922399203,1.0713623182951848,-0.1815303924911471,1.289903125550679,0.8990460757952382,1.144325241904717,0.14131044934768133,1.0235965012476524,-0.1815303924911471,2.0765327353211074,3.4146833509647894,False,True,True,False,False,True,True,True,True,True
B136,189,20,0.55,1.7896906961968195,0.12358225165905079,1.0437962541720684,-0.19430251751297012,1.2910101208130855,0.8903388759402271,1.1125779481096212,0.13377325826988007,1.0172033809292307,-0.19430251751297012,0.7993202331388061,1.7438525944706655,False,True,True,False,False,True,True,True,True,True
B136,189,20,0.65,2.0956916506919234,0.1460650224929254,1.0444701662896025,-0.226626758589215,1.2917686106461352,0.8910411971559687,1.113279527961942,0.15796221741013694,1.0178959399420429,-0.22662675858921488,-2.433103874485681,3.9921296778581277,False,False,True,False,False,True,True,True,False,True
B136,252,20,0.55,1.5261787382209344,0.12003227805666317,1.0713824687795488,-0.1763509491769769,1.2424535571972843,0.9421459807310631,1.11484350650952,0.124973114629916,1.04651836096001,-0.17635094917697736,2.5944770667381265,1.3888552342319032,False,True,True,False,False,True,True,True,True,True
B136,252,20,0.65,1.7861428325794864,0.14201419105472968,1.0722013517143718,-0.2059891954371914,1.2432983293015936,0.9430893589608732,1.1155832710329834,0.1478037430749306,1.0474455553302948,-0.2059891954371913,-0.36934755928332286,3.5870465340385542,False,False,True,False,False,True,True,True,False,True
