panel,H,N,gross,turn_yr,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,dd_margin_pp,cagr_margin_pp,pass4a,pass4b,a_h1,a_h2,a_dd,b_h1,b_h2,b_oos,b_dd,b_cagr
B136,0,10,0.55,12.955004741250214,0.10547525945153535,0.8962705028665052,-0.1601496171781034,1.1386760137569971,0.6952197833465462,1.0634672793869326,0.09454938383671818,0.7777031509610911,-0.16014961717810294,4.214610266625479,-0.06684662628087812,False,False,False,False,False,True,False,False,True,False
B136,0,10,0.65,15.292881232101559,0.12431131152834718,0.8975930549235496,-0.18755848575900047,1.139473411812552,0.6970519042476642,1.0641383679565575,0.11109349231954102,0.7795290122340469,-0.18755848575900014,1.4737234085357709,1.8167585814003044,False,False,False,False,False,True,False,False,True,True
B136,5,10,0.55,11.80244264163761,0.10730571308107795,0.910509381157804,-0.1575421342982274,1.1728143387298684,0.6926679033219469,1.1157558987269376,0.09273992419645527,0.7646407257874037,-0.15754213429822728,4.475358554613079,0.11619873667338132,False,False,False,False,False,True,False,False,True,True
B136,5,10,0.65,13.93050333128526,0.1264991840924512,0.9117294426742357,-0.18454743352024505,1.173515475420376,0.6944086719011777,1.116279278266186,0.10891557354317127,0.7664077493939562,-0.1845474335202455,1.7748286324113127,2.0355458378107065,False,False,False,False,False,True,False,False,True,True
B136,21,10,0.55,6.511937123940355,0.12665146879064837,0.9961707486761224,-0.19292082938226052,1.3151599852990659,0.7536550586215244,1.2353685561531065,0.11255805986166023,0.8406871726048929,-0.19292082938226018,0.9374890462097663,2.0507743076304235,False,False,True,False,False,True,False,False,True,True
B136,21,10,0.65,7.675889938482074,0.14958050322627958,0.9973943290625673,-0.22494294362118783,1.316185476956378,0.7552389158590075,1.236254422175096,0.13236217446488951,0.8422626206808705,-0.22494294362118805,-2.264722377682965,4.343677751193545,False,False,True,False,False,True,False,False,False,True
B136,42,10,0.55,4.623609420741461,0.13269349371099537,1.0162117352113955,-0.1983443565481482,1.2877320295587895,0.8218116759992371,1.1767482289947488,0.12968125196575997,0.9213752191379421,-0.19834435654814864,0.39513632962099865,2.6549767996651235,False,False,True,False,False,True,False,True,True,True
B136,42,10,0.65,5.441719076421066,0.15680138049376935,1.0176071390640133,-0.2311604030166753,1.2887273819656115,0.8236718837909409,1.1776082514368786,0.152864300667239,0.9232040850074905,-0.23116040301667495,-2.886468317231711,5.065765477942522,False,False,True,False,False,True,False,True,False,True
B136,63,10,0.55,3.653358955462727,0.15150207296896379,1.1442648660145756,-0.21274515410834094,1.4059145737474064,0.9617884721766522,1.293776232222583,0.1517962828293189,1.0582217945256194,-0.21274515410834094,-1.044943426398276,4.5358347254619655,False,False,True,False,False,True,True,True,False,True
B136,63,10,0.65,4.293404498152371,0.17958900571467828,1.1457906521816899,-0.2477111540068101,1.4069687692002482,0.9638694066848629,1.294655731127197,0.1796628840945671,1.0602704682985669,-0.2477111540068101,-4.541543416245192,7.344528000033415,False,False,True,False,False,True,True,True,False,True
B136,126,10,0.55,2.408155529860585,0.13577996596567377,1.064539633069759,-0.15119924549786945,1.3766680384870564,0.8332959468484245,1.284669082784624,0.12389953137751197,0.9206694049489283,-0.15119924549786956,5.109647434648873,2.963624025132963,False,True,True,False,False,True,True,True,True,True
B136,126,10,0.65,2.8252931069184353,0.1606192115201266,1.0658497841862538,-0.17687146686736788,1.3776164497102534,0.8349770777744391,1.285540989578652,0.1460500326605001,0.9223239187961486,-0.1768714668673671,2.5424252976990305,5.447548580578246,False,True,True,False,False,True,True,True,True,True
B136,189,10,0.55,1.8354007165702293,0.13724136822355848,1.0694639099316552,-0.2014911896768592,1.2869143462232135,0.9282201567751261,1.1378443570053058,0.14727481563281608,1.0404478033758497,-0.20149118967685875,0.08045301674989846,3.1097642509214345,False,True,True,False,False,True,True,True,True,True
B136,189,10,0.65,2.14791855587034,0.16228684020747597,1.070314429333617,-0.23575815379402543,1.2876557162532019,0.9292156938842913,1.1385264153460517,0.17399762976430821,1.0414324438375844,-0.2357581537940241,-3.3462433949667245,5.614311449313184,False,False,True,False,False,True,True,True,False,True
B136,252,10,0.55,1.5549109160557535,0.12273405289413897,1.0058622594502737,-0.19500015155395112,1.0571437538362334,0.975391786951228,0.9222557165565235,0.1415246813789004,1.0699310752200626,-0.1950001515539509,0.7295568290407062,1.6590327179794833,False,True,False,True,False,True,True,True,True,True
B136,252,10,0.65,1.816197359908431,0.14499162722679326,1.006879832593088,-0.2275212446082182,1.057987960333383,0.9766192983465896,0.9230539448347895,0.16744592685216353,1.0711109743183302,-0.22752124460821843,-2.5225524763860028,3.884790151244913,False,False,False,True,False,True,True,True,False,True
B136,0,15,0.55,11.28628132928892,0.09832289922717896,0.9136495898867012,-0.16039627686241476,1.0978151487630852,0.7560978213542748,1.0045744153900875,0.09414448199724745,0.847371313716457,-0.16039627686241487,4.189944298194343,-0.7820826487165172,False,False,False,False,False,True,False,False,True,False
B136,0,15,0.65,13.32178684155423,0.11594115574887343,0.9145674974061357,-0.18779906739912366,1.09869163206885,0.7571096917617728,1.0053688355401453,0.11082913782040427,0.8484039282606112,-0.18779906739912344,1.4496652445234515,0.9797430034529292,False,False,False,False,False,True,False,False,True,True
B136,5,15,0.55,10.289390639712352,0.10182540887385993,0.9401037586333837,-0.15803573070293087,1.1394439936785017,0.7693397272297646,1.046214013476946,0.09634596357485403,0.8625437309959167,-0.1580357307029312,4.425998914142731,-0.4318316840484199,False,False,False,False,False,True,False,False,True,False
B136,5,15,0.65,12.143709712529423,0.12012794084577982,0.9409237876298672,-0.1850715631709805,1.1402187332150553,0.7702658260521841,1.046907690382124,0.11345124009818974,0.8634853003472317,-0.18507156317098017,1.7224156673377677,1.3984215131435689,False,False,False,False,False,True,False,False,True,True
