panel,book,gate,conv,cadence,lag,bps,CAGR,Sharpe,MaxDD,H1,H2,OOS,turnover,dd_margin,cagr_margin,pass4a,fail4a,pass4b,fail4b
u56,band3-rw,band3,rw,D,1d,5,0.12078584657604496,1.1548404421986769,-0.17957334914430056,1.2118335465639805,1.1157468820966174,1.1934492003064834,5.977614633151184,0.022730386059742202,0.01418953167007829,0,"H1,H2,DD",1,
u56,band3-rw,band3,rw,D,1d,10,0.11744071173914628,1.1257831609676212,-0.18062461685074316,1.182074747787743,1.0870386031698278,1.165478579731066,5.977614633151184,0.02167911835329961,0.010844396833179601,0,"H1,H2,DD",1,
u56,band3-rw,band3,rw,D,1d,15,0.11410537042146096,1.0967199059024164,-0.18167470238827022,1.1523134788805733,1.0583220777522355,1.1374988339597796,5.977614633151184,0.020629032815772552,0.007509055515494287,0,"H1,H2,DD",1,
u56,band3-rw,band3,rw,D,1d,20,0.11077979448265607,1.067651788756478,-0.1827236069188336,1.1225510348476309,1.0295982949230795,1.1095109174912905,5.977614633151184,0.019580128285209164,0.0041834795766893945,0,"H1,H2,DD",1,
u56,band3-rw,band3,rw,D,1d,25,0.10746395586179025,1.0385799208018505,-0.18377133160339154,1.0927887088373944,1.000868244008167,1.0815157851753407,5.977614633151184,0.018532403600651226,0.0008676409558235759,0,"H1,H2,DD",1,
u56,band3-rw,band3,rw,D,1w,5,0.12770212208801435,1.1875503566467904,-0.1736139802105029,1.220058390961759,1.1701155900121274,1.23810125928315,6.006306069649816,0.028689754993539873,0.021105807182047673,0,"H1,H2,DD",1,
u56,band3-rw,band3,rw,D,1w,10,0.12432148509254826,1.1591652306903724,-0.1741300993432715,1.1911824207295612,1.141941842403601,1.2106307837340655,6.006306069649816,0.028173635860771262,0.017725170186581582,0,"H1,H2,DD",1,
u56,band3-rw,band3,rw,D,1w,15,0.12095079042215007,1.130768565505256,-0.17464596150285994,1.1622831560962386,1.1137644707677203,1.1831557525641458,6.006306069649816,0.02765777370118283,0.014354475516183393,0,"H1,H2,DD",1,
u56,band3-rw,band3,rw,D,1w,20,0.11759000937560327,1.1023613941331565,-0.1751615667921902,1.1333617911176719,1.0855843925243651,1.1556770535202843,6.006306069649816,0.027142168411852574,0.010993694469636592,0,"H1,H2,DD",1,
u56,band3-rw,band3,rw,D,1w,25,0.1142391133330567,1.0739447504136528,-0.1756769153141503,1.1044195233536778,1.0574025244479512,1.1281955738323177,6.006306069649816,0.02662681988989246,0.007642798427090022,0,"H1,H2,DD",1,
u56,band3-rw,band3,rw,W,1d,5,0.12492443269467923,1.181852240225212,-0.17656158536436029,1.2320232130676534,1.1490591204060983,1.2224580553212023,4.315175035199482,0.025742149839682482,0.01832811778871256,0,"H2,DD",1,
u56,band3-rw,band3,rw,W,1d,10,0.1224984612386042,1.1609261853121602,-0.17714795261642868,1.2103690241512313,1.1285919593187086,1.2025375283414923,4.315175035199482,0.025155782587614084,0.01590214633263752,0,"H1,H2,DD",1,
u56,band3-rw,band3,rw,W,1d,15,0.12007745837989803,1.1399858275491555,-0.17773410137603396,1.1886949748816609,1.1081141486366288,1.1826048604818284,4.315175035199482,0.024569633828008808,0.013481143473931353,0,"H1,H2,DD",1,
