panel,S,k,kind,pick,n_licensed,fell_back,full_CAGR,full_Sharpe,full_MaxDD,H1,H2,keep4a,keep4b,L_H1,L_H2,L_DD,L_CAGR,oos_CAGR,oos_Sharpe,oos_MaxDD,oos_keep4a,oos_keep4b,oos_L_H1,oos_L_H2,oos_L_DD,oos_L_CAGR,is_Sharpe_sel,X_sel,F_sel,n_below_floor
U56,,,RAW-IS-Sharpe-chooser,"(5, 63)",,,0.19006661349909093,1.0115651312622695,-0.2626461120399052,1.2191658554716323,0.8670365451642196,False,False,True,True,False,True,0.17948027388265664,0.8995522807300019,-0.26264611203990507,False,False,False,True,False,True,,,,
U56,,,FROZEN-anchor-N20H126,"(20, 126)",,,0.1578143852165539,1.152200994598872,-0.19127563591226426,1.212687865496583,1.1127597044294906,False,True,True,True,True,True,0.17284600189211563,1.1831862943616593,-0.19127563591226426,False,True,True,True,True,True,,,,
U56,,,GRIDAVG-no-choice,all24,,,0.1592620180584483,1.1617603893249795,-0.20534582018979586,1.2527424880818963,1.099283002840224,False,False,True,True,False,True,0.17131974043010456,1.167605660109279,-0.2053458201897954,False,False,True,True,False,True,,,,
U56,5.0,0.0,PLACEBO-chooser,"(5, 63)",18.0,False,0.19006661349909093,1.0115651312622695,-0.2626461120399052,1.2191658554716323,0.8670365451642196,False,False,True,True,False,True,0.17948027388265664,0.8995522807300019,-0.26264611203990507,False,False,False,True,False,True,1.1970228992107508,0.27939265042657935,0.12184327289817136,5.0
U56,5.0,0.5,PLACEBO-chooser,"(5, 63)",18.0,False,0.19006661349909093,1.0115651312622695,-0.2626461120399052,1.2191658554716323,0.8670365451642196,False,False,True,True,False,True,0.17948027388265664,0.8995522807300019,-0.26264611203990507,False,False,False,True,False,True,1.1970228992107508,0.27939265042657935,0.12184327289817136,5.0
U56,5.0,1.0,PLACEBO-chooser,"(5, 63)",16.0,False,0.19006661349909093,1.0115651312622695,-0.2626461120399052,1.2191658554716323,0.8670365451642196,False,False,True,True,False,True,0.17948027388265664,0.8995522807300019,-0.26264611203990507,False,False,False,True,False,True,1.1970228992107508,0.27939265042657935,0.12184327289817136,5.0
U56,5.0,2.0,PLACEBO-chooser,"(5, 63)",9.0,False,0.19006661349909093,1.0115651312622695,-0.2626461120399052,1.2191658554716323,0.8670365451642196,False,False,True,True,False,True,0.17948027388265664,0.8995522807300019,-0.26264611203990507,False,False,False,True,False,True,1.1970228992107508,0.27939265042657935,0.12184327289817136,5.0
U56,10.0,0.0,PLACEBO-chooser,"(5, 63)",20.0,False,0.19006661349909093,1.0115651312622695,-0.2626461120399052,1.2191658554716323,0.8670365451642196,False,False,True,True,False,True,0.17948027388265664,0.8995522807300019,-0.26264611203990507,False,False,False,True,False,True,1.1970228992107508,0.3010327060902178,0.08615620450826005,4.0
U56,10.0,0.5,PLACEBO-chooser,"(5, 63)",18.0,False,0.19006661349909093,1.0115651312622695,-0.2626461120399052,1.2191658554716323,0.8670365451642196,False,False,True,True,False,True,0.17948027388265664,0.8995522807300019,-0.26264611203990507,False,False,False,True,False,True,1.1970228992107508,0.3010327060902178,0.08615620450826005,4.0
U56,10.0,1.0,PLACEBO-chooser,"(5, 63)",17.0,False,0.19006661349909093,1.0115651312622695,-0.2626461120399052,1.2191658554716323,0.8670365451642196,False,False,True,True,False,True,0.17948027388265664,0.8995522807300019,-0.26264611203990507,False,False,False,True,False,True,1.1970228992107508,0.3010327060902178,0.08615620450826005,4.0
U56,10.0,2.0,PLACEBO-chooser,"(5, 63)",12.0,False,0.19006661349909093,1.0115651312622695,-0.2626461120399052,1.2191658554716323,0.8670365451642196,False,False,True,True,False,True,0.17948027388265664,0.8995522807300019,-0.26264611203990507,False,False,False,True,False,True,1.1970228992107508,0.3010327060902178,0.08615620450826005,4.0
U56,20.0,0.0,PLACEBO-chooser,"(5, 63)",20.0,False,0.19006661349909093,1.0115651312622695,-0.2626461120399052,1.2191658554716323,0.8670365451642196,False,False,True,True,False,True,0.17948027388265664,0.8995522807300019,-0.26264611203990507,False,False,False,True,False,True,1.1970228992107508,0.3010327060902178,0.06092163644908568,4.0
U56,20.0,0.5,PLACEBO-chooser,"(5, 63)",19.0,False,0.19006661349909093,1.0115651312622695,-0.2626461120399052,1.2191658554716323,0.8670365451642196,False,False,True,True,False,True,0.17948027388265664,0.8995522807300019,-0.26264611203990507,False,False,False,True,False,True,1.1970228992107508,0.3010327060902178,0.06092163644908568,4.0
U56,20.0,1.0,PLACEBO-chooser,"(5, 63)",18.0,False,0.19006661349909093,1.0115651312622695,-0.2626461120399052,1.2191658554716323,0.8670365451642196,False,False,True,True,False,True,0.17948027388265664,0.8995522807300019,-0.26264611203990507,False,False,False,True,False,True,1.1970228992107508,0.3010327060902178,0.06092163644908568,4.0
U56,20.0,2.0,PLACEBO-chooser,"(5, 63)",17.0,False,0.19006661349909093,1.0115651312622695,-0.2626461120399052,1.2191658554716323,0.8670365451642196,False,False,True,True,False,True,0.17948027388265664,0.8995522807300019,-0.26264611203990507,False,False,False,True,False,True,1.1970228992107508,0.3010327060902178,0.06092163644908568,4.0
U56,50.0,0.0,PLACEBO-chooser,"(5, 21)",21.0,False,0.16843283481105242,0.9263050808484407,-0.2544826755531234,1.1296585435604223,0.7747188043304568,False,False,True,False,False,True,0.1561078226261836,0.8186258181768823,-0.2544826755531233,False,False,False,True,False,True,1.0958470364702464,0.2996814193375914,0.030497930567510288,3.0
U56,50.0,0.5,PLACEBO-chooser,"(5, 21)",19.0,False,0.16843283481105242,0.9263050808484407,-0.2544826755531234,1.1296585435604223,0.7747188043304568,False,False,True,False,False,True,0.1561078226261836,0.8186258181768823,-0.2544826755531233,False,False,False,True,False,True,1.0958470364702464,0.2996814193375914,0.030497930567510288,3.0
U56,50.0,1.0,PLACEBO-chooser,"(5, 21)",19.0,False,0.16843283481105242,0.9263050808484407,-0.2544826755531234,1.1296585435604223,0.7747188043304568,False,False,True,False,False,True,0.1561078226261836,0.8186258181768823,-0.2544826755531233,False,False,False,True,False,True,1.0958470364702464,0.2996814193375914,0.030497930567510288,3.0
U56,50.0,2.0,PLACEBO-chooser,"(5, 21)",16.0,False,0.16843283481105242,0.9263050808484407,-0.2544826755531234,1.1296585435604223,0.7747188043304568,False,False,True,False,False,True,0.1561078226261836,0.8186258181768823,-0.2544826755531233,False,False,False,True,False,True,1.0958470364702464,0.2996814193375914,0.030497930567510288,3.0
B136,,,RAW-IS-Sharpe-chooser,"(5, 63)",,,0.23986345105239648,1.1212343868911898,-0.28623535174687,1.4840304945841338,0.8634674475807752,False,False,True,True,False,True,0.20425943643560918,0.9143921703777618,-0.2862353517468701,False,False,True,True,False,True,,,,
