panel,m,j,bps,gross,CAGR,Sharpe,MaxDD,H1,H2,turn_per_yr,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b,keep4a_v1,fail4a,fail4b
broad,0,1,10,0.7391653706699528,0.14554118854538278,1.033492553863475,-0.20466922369025586,1.254264221378602,0.8432378153525559,6.273266422151183,1.1507329008736835,0.13680424262862867,0.9468746103057082,-0.20466922369025542,False,False,True,"H2,DD",DD
broad,0,1,25,0.7391653706699528,0.13481694938457922,0.9668249186456572,-0.20541177247624276,1.1870415889679684,0.7767854916672816,6.273266422151183,1.0837793807153064,0.12574341500526853,0.8803001147008865,-0.20541177247624265,False,False,True,"H1,H2,DD","H2,OOS,DD"
broad,0,2,10,0.739056051725447,0.1360980029735781,0.9798063578307042,-0.20461856779240595,1.177307004553275,0.8100978746609104,9.502071866990287,1.0866311008944542,0.12829167135045294,0.9007221431907257,-0.2046185677924055,False,False,True,"H1,H2,DD","H2,DD"
broad,0,2,25,0.739056051725447,0.12002555316413543,0.8781939665790829,-0.20554346224227682,1.0723047919095487,0.7110801734512497,9.502071866990287,0.982857243341047,0.11194122578074106,0.8005847559917711,-0.2055434622422766,False,False,True,"H1,H2,DD","H2,OOS,DD"
broad,0,3,10,0.7390504236449578,0.1319799301510105,0.9620487864988422,-0.20052048331108285,1.1221072815823319,0.8235925901348787,11.757999682497845,1.0429026793244978,0.12686864242808205,0.9018185843938968,-0.2005204833110832,False,False,True,"H1,H2,DD",H2
broad,0,3,25,0.7390504236449578,0.11219513353501687,0.8349947570216396,-0.20155317029654163,0.9903839903878424,0.7002716461851536,11.757999682497845,0.9133006333563445,0.1067509476051336,0.7765515845595192,-0.20155317029654174,False,False,True,"H1,H2,DD","H2,OOS"
broad,0,5,10,0.7390495209939661,0.12935305077490922,0.946972693053132,-0.20052048331108308,1.128557522780518,0.789105231943179,13.527496783013882,1.048041686444161,0.12163159419708691,0.871250424221883,-0.20052048331108274,False,False,True,"H1,H2,DD","H2,OOS"
broad,0,5,25,0.7390495209939661,0.10667150761477573,0.8004341184787579,-0.20155317029654174,0.979162393378167,0.6446570701631423,13.527496783013882,0.9004981969060487,0.09839993343398379,0.7253118522746879,-0.20155317029654174,False,False,True,"H1,H2,DD","H2,OOS,CAGR"
broad,0,999,10,0.7390521163050053,0.1310601248016776,0.9581086298845515,-0.20052048331108274,1.124588659762104,0.8135078772658964,13.776362615185906,1.043837850225855,0.12522447158897898,0.8939893512532118,-0.2005204833110832,False,False,True,"H1,H2,DD",H2
broad,0,999,25,0.7390521163050053,0.10793092823165606,0.8088311784943469,-0.20155317029654185,0.9723408351073488,0.6664013072309818,13.776362615185906,0.8934202619944265,0.10151202677493876,0.7454051778633731,-0.20155317029654174,False,False,True,"H1,H2,DD","H2,OOS"
broad,2,1,10,0.739163234256279,0.14505898159314,1.0311115132902258,-0.20466922369025564,1.2505226091014123,0.8414291740971883,6.224710106900199,1.1467552462477442,0.13633637112315267,0.945389043248561,-0.20466922369025597,False,False,True,"H2,DD",DD
broad,2,1,25,0.739163234256279,0.13442186567322967,0.9649163369943425,-0.20541177247624265,1.1837864845526513,0.7754430776889211,6.224710106900199,1.0803314095378598,0.12536837428940184,0.8792481905482219,-0.20541177247624276,False,False,True,"H1,H2,DD","H2,OOS,DD"
broad,2,2,10,0.7392049175234933,0.13435909208511787,0.9696997278375211,-0.20461856779240561,1.1646317785021103,0.802229879765213,8.848697482603551,1.0833161428434968,0.12573051638858512,0.885588883408988,-0.2046185677924054,False,False,True,"H1,H2,DD","H2,DD"
broad,2,2,25,0.7392049175234933,0.1194079204397922,0.8750042047389738,-0.20554346224227693,1.067359097473171,0.709451961457529,8.848697482603551,0.9868119955937025,0.11050065252633945,0.7921083598712245,-0.20554346224227682,False,False,True,"H1,H2,DD","H2,OOS,DD"
broad,2,3,10,0.739205293631833,0.13422283282953185,0.9741608587679742,-0.19873704732425046,1.1503534979395529,0.8216741343514216,10.22666155870921,1.0713572005469432,0.12720509609065278,0.9016359517052499,-0.19873704732425046,False,False,True,"H1,H2,DD",H2
broad,2,3,25,0.739205293631833,0.11696191261295552,0.863964828844489,-0.19976899991137065,1.0376125447739892,0.7133923525309221,10.22666155870921,0.9596267812177133,0.10958961252479194,0.7924673415847855,-0.19976899991137054,False,False,True,"H1,H2,DD","H2,OOS"
broad,2,5,10,0.7392474582568381,0.13385464795987545,0.9745806069752925,-0.20081228875651735,1.148717432203267,0.8236617420229074,11.052138524696126,1.0707701531022582,0.12694139580646624,0.9027413254970612,-0.20081228875651702,False,False,True,"H1,H2,DD",H2
broad,2,5,25,0.7392474582568381,0.11521770566123535,0.8550857534209569,-0.20193564643976503,1.0280524472374448,0.7048561214643239,11.052138524696126,0.9515920380241978,0.10768927648678939,0.7828647121982392,-0.2019356464397648,False,False,True,"H1,H2,DD","H2,OOS"
broad,2,999,10,0.7392478386720508,0.13402872986608427,0.9761214839633742,-0.20081228875651724,1.141783461591815,0.83256239240064,11.123916879947497,1.0632266392394945,0.12820229198758604,0.9111196301899267,-0.2008122887565169,False,False,True,"H1,H2,DD",H2
broad,2,999,25,0.7392478386720508,0.11526912761363728,0.8557969681020806,-0.20193564643976503,1.0200205524660053,0.7131586167723679,11.123916879947497,0.9428580335367497,0.10885250250667,0.7906848223580809,-0.20193564643976514,False,False,True,"H1,H2,DD","H2,OOS"
broad,5,1,10,0.7392474951751044,0.14508898594398256,1.0309522608700703,-0.20605811175837419,1.2613813951728114,0.83145924420093,6.058405105578006,1.1546798557272835,0.13534958051413026,0.9391394580049081,-0.2060581117583743,False,False,True,"H2,DD","H2,DD"
