pset,rule,book,panel,CAGR,Sharpe,MaxDD,H1,H2,start,end,n
UB,NATIVE,BAND03,U56,0.08613208348721213,1.199806892667932,-0.12054945176473186,1.2348551724631611,1.1718361428616706,2009-01-13,2026-09-10,4442
UB,NATIVE,BAND03,B136,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.2290677258478548,0.9843850631086558,2009-01-13,2026-09-04,4439
UB,NATIVE,BAND08,U56,0.08504008749054837,1.1443663826160282,-0.14466921722484838,1.243248977504814,1.062929054695462,2009-01-13,2026-09-10,4442
UB,NATIVE,BAND08,B136,0.08571634987801202,1.1240393045029402,-0.14813995230211796,1.2713452813094197,0.9820926464091694,2009-01-13,2026-09-04,4439
UB,NATIVE,EWALL,U56,0.10347522903529582,1.044016771255187,-0.15874704857478594,1.075733344048842,1.0184898009406296,2009-01-13,2026-09-10,4442
UB,NATIVE,EWALL,B136,0.10716215168162102,1.0261183690583502,-0.17687931105226462,1.145574841412787,0.9144263370785015,2009-01-13,2026-09-04,4439
UB,NATIVE,TOP20,U56,0.13817392127025485,1.0743467411677987,-0.21275843558136065,1.2690816407805552,0.9419676040219784,2009-01-13,2026-09-10,4442
UB,NATIVE,TOP20,B136,0.16278335281173595,1.0371104342496538,-0.23793201578321277,1.2105097318233735,0.9173024176741648,2009-01-13,2026-09-04,4439
UB,NATIVE,TOP10,U56,0.1875186838368481,1.1451542903573673,-0.2430035401211993,1.2107644694660917,1.1172822296515363,2009-01-13,2026-09-10,4442
UB,NATIVE,TOP10,B136,0.2204871975984115,1.1381707490192565,-0.2664364138228468,1.420568696651708,0.9583679945074284,2009-01-13,2026-09-04,4439
UB,NATIVE,SPYBH,U56,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.9595433758547895,0.8210748074939859,2009-01-13,2026-09-10,4442
UB,NATIVE,SPYBH,B136,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.9566383979356751,0.8340326918358352,2009-01-13,2026-09-04,4439
UB,LASTDATE,BAND03,U56,0.0866006138307156,1.2056282272849141,-0.12054945176473186,1.2259286577907393,1.1908521702124792,2009-01-13,2026-09-04,4439
UB,LASTDATE,BAND03,B136,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.2290677258478548,0.9843850631086558,2009-01-13,2026-09-04,4439
UB,LASTDATE,BAND08,U56,0.08550930301360826,1.1499817854676913,-0.14466921722484838,1.235827258799775,1.0799387209798108,2009-01-13,2026-09-04,4439
UB,LASTDATE,BAND08,B136,0.08571634987801202,1.1240393045029402,-0.14813995230211796,1.2713452813094197,0.9820926464091694,2009-01-13,2026-09-04,4439
UB,LASTDATE,EWALL,U56,0.10404992385933531,1.0490356683181916,-0.15874704857478594,1.06846668690514,1.0345092191052008,2009-01-13,2026-09-04,4439
UB,LASTDATE,EWALL,B136,0.10716215168162102,1.0261183690583502,-0.17687931105226462,1.145574841412787,0.9144263370785015,2009-01-13,2026-09-04,4439
UB,LASTDATE,TOP20,U56,0.13845591942773638,1.0759920020498668,-0.21275843558136065,1.2620612156906912,0.950306097101394,2009-01-13,2026-09-04,4439
UB,LASTDATE,TOP20,B136,0.16278335281173595,1.0371104342496538,-0.23793201578321277,1.2105097318233735,0.9173024176741648,2009-01-13,2026-09-04,4439
UB,LASTDATE,TOP10,U56,0.18683371367961055,1.141317782811527,-0.2430035401211993,1.199139433386326,1.1192536335496361,2009-01-13,2026-09-04,4439
UB,LASTDATE,TOP10,B136,0.2204871975984115,1.1381707490192565,-0.2664364138228468,1.420568696651708,0.9583679945074284,2009-01-13,2026-09-04,4439
UB,LASTDATE,SPYBH,U56,0.15228044986566625,0.8890291118649435,-0.3371725677562024,0.9566191985523634,0.8340156636358562,2009-01-13,2026-09-04,4439
UB,LASTDATE,SPYBH,B136,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.9566383979356751,0.8340326918358352,2009-01-13,2026-09-04,4439
UB,COMMONSTART,BAND03,U56,0.08613208348721213,1.199806892667932,-0.12054945176473186,1.2348551724631611,1.1718361428616706,2009-01-13,2026-09-10,4442
UB,COMMONSTART,BAND03,B136,0.0803031894255104,1.1057901818007876,-0.1224079386020801,1.2290677258478548,0.9843850631086558,2009-01-13,2026-09-04,4439
UB,COMMONSTART,BAND08,U56,0.08504008749054837,1.1443663826160282,-0.14466921722484838,1.243248977504814,1.062929054695462,2009-01-13,2026-09-10,4442
UB,COMMONSTART,BAND08,B136,0.08571634987801202,1.1240393045029402,-0.14813995230211796,1.2713452813094197,0.9820926464091694,2009-01-13,2026-09-04,4439
UB,COMMONSTART,EWALL,U56,0.10347522903529582,1.044016771255187,-0.15874704857478594,1.075733344048842,1.0184898009406296,2009-01-13,2026-09-10,4442
UB,COMMONSTART,EWALL,B136,0.10716215168162102,1.0261183690583502,-0.17687931105226462,1.145574841412787,0.9144263370785015,2009-01-13,2026-09-04,4439
UB,COMMONSTART,TOP20,U56,0.13817392127025485,1.0743467411677987,-0.21275843558136065,1.2690816407805552,0.9419676040219784,2009-01-13,2026-09-10,4442
UB,COMMONSTART,TOP20,B136,0.16278335281173595,1.0371104342496538,-0.23793201578321277,1.2105097318233735,0.9173024176741648,2009-01-13,2026-09-04,4439
UB,COMMONSTART,TOP10,U56,0.1875186838368481,1.1451542903573673,-0.2430035401211993,1.2107644694660917,1.1172822296515363,2009-01-13,2026-09-10,4442
UB,COMMONSTART,TOP10,B136,0.2204871975984115,1.1381707490192565,-0.2664364138228468,1.420568696651708,0.9583679945074284,2009-01-13,2026-09-04,4439
UB,COMMONSTART,SPYBH,U56,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.9595433758547895,0.8210748074939859,2009-01-13,2026-09-10,4442
UB,COMMONSTART,SPYBH,B136,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.9566383979356751,0.8340326918358352,2009-01-13,2026-09-04,4439
UB,COMMONWIN,BAND03,U56,0.0866006138307156,1.2056282272849141,-0.12054945176473186,1.2259286577907393,1.1908521702124792,2009-01-13,2026-09-04,4439
