panel,family,state,side,q,w,depth,cadence,gross,kind,nswitch_real,sw_ratio,nruns,max_runlen_real,sd_runlen_ratio,max_run_ratio,over_share,tail_share_real,pvol_10bps,km_exact,km_exact_lin,excess_0bps,excess_10bps,excess_25bps,seedsd_0bps,seedsd_10bps,seedsd_25bps,excess_IS,excess_OOS
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,BLOCK,116,0.9995689655172413,58,49,1.0,1.0,0.0,0.9695740365111561,0.09447656619480951,1.0,0.95,0.1735465405816059,0.17377747264420373,0.17353787097480627,0.03089834039123552,0.03103759105002979,0.03132701522482283,0.06964697833158523,0.270347670635944
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,BLOCK2,116,1.0,58,49,1.0,1.0,0.0,0.9695740365111561,0.0948899825773646,1.0,0.9,0.17460053204551962,0.172658167047265,0.1696621617384484,0.04265881198330925,0.042778597740179405,0.042941366897895177,0.06952297076844816,0.2643505194520016
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,OP_REAL,116,0.9995689655172413,58,49,1.0,1.0,0.0,0.9695740365111561,0.09447656619480951,1.0,0.95,0.1735465405816059,0.17377747264420373,0.17353787097480627,0.03089834039123552,0.03103759105002979,0.03132701522482283,0.06964697833158523,0.270347670635944
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,UG_REAL,116,1.0,58,49,1.0,1.0,0.0,0.9695740365111561,0.09500784836234649,1.0,1.0,0.20051418955157996,0.19853746566066172,0.19619047346009244,0.03773440242324969,0.03781435917844651,0.03789075881779338,0.09601946537653894,0.26892526479978374
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_DOM,116,1.0,58,49,5.833611093605369,8.897959183673468,0.8843813387423936,0.9695740365111561,0.09497094388568159,1.0,1.0,0.18538930822265476,0.1836309471823041,0.18135401584219862,0.03276605830301901,0.03305166009662077,0.03351301032267551,0.059102564530664925,0.26615389254365085
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_SPLIT8,116,1.0,58,49,1.9317904748314363,1.1428571428571428,0.898580121703854,0.9695740365111561,0.09461726284448976,1.0,1.0,0.15647863086053082,0.15541599422281027,0.1537815632030063,0.03831720527231788,0.03817800923533893,0.03796371403914334,0.08563191194200853,0.24941659720106701
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_LONE,116,1.0,58,49,0.5542241648687944,1.0,0.0,0.9695740365111561,0.09469819883066381,1.0,1.0,0.1749609928718766,0.1731485837475384,0.17033072990994103,0.03873310187126738,0.038520630932694006,0.038210829414515535,0.08058949269869792,0.2535249170116438
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_FILL,116,1.0,58,49,1.7886548863595628,1.0,0.0,0.9695740365111561,0.09498407330434949,1.0,1.0,0.17689229936193585,0.17579769004498597,0.17453809082131444,0.04403372692487035,0.04378560450884207,0.043418570242832584,0.07667424968896713,0.27045091488634254
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,OP_DOM,116,0.9995689655172413,58,49,5.833611093605369,8.897959183673468,0.8843813387423936,0.9695740365111561,0.09495839905882988,1.0,0.85,0.17888308376838236,0.17704875241717688,0.17419209562364674,0.0319099129008601,0.03240682633245269,0.03318873781637677,0.07560528406289918,0.25205116472490063
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,OP_SPLIT8,116,1.0,58,49,1.9317904748314363,1.1428571428571428,0.898580121703854,0.9695740365111561,0.09425000609051815,1.0,0.85,0.15761073702392547,0.15654504972715722,0.15486118509312446,0.034311373131706194,0.03416325082357569,0.03396121398340275,0.04440879474366999,0.2597460460998391
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,OP_LONE,116,1.0,58,49,0.5542241648687944,1.0,0.0,0.9695740365111561,0.09455391605134338,1.0,0.95,0.16095591987776214,0.1590946766281095,0.15619424282738775,0.04840678518802414,0.04823341608566234,0.0480010096015611,0.08260628460452873,0.244359639973467
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,OP_FILL,116,0.9995689655172413,58,49,1.7886548863595628,1.0,0.0,0.9695740365111561,0.09469285515216747,1.0,0.95,0.16408265548433765,0.16211345112108966,0.15902359340541244,0.037957446676696274,0.037710407844000364,0.0373963781828864,0.07522810369180905,0.2540305305167715
