panel,overlay,cost,selector,pick,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,full_Sharpe,full_MaxDD,spy_OOS_Sharpe,v2_Sharpe,ctrl_OOS_Sharpe,pass4b,pass4a,defensive
B136,CTRL,10,S0,TOP10/g1.00,1.047869032550014,0.16457878650686286,0.7776627580245128,-0.2794742505720804,0.8658981686180072,-0.2794742505720804,0.8820239235972316,1.0820594563581691,1.023235422161733,False,False,False
B136,CTRL,10,S1,TOP10/g0.75,1.0467249994848387,0.12569532316807575,0.773272303260553,-0.21444792932259582,0.8626452300424705,-0.21444792932259593,0.8820239235972316,1.0820594563581691,1.023235422161733,False,False,False
B136,CTRL,10,S2,TOP10/g0.75,1.0467249994848387,0.12569532316807575,0.773272303260553,-0.21444792932259582,0.8626452300424705,-0.21444792932259593,0.8820239235972316,1.0820594563581691,1.023235422161733,False,False,False
B136,CTRL,10,S3,EMPTY,,,,,,,,,,,,
B136,CTRL,25,S0,TOP40/g1.00,0.9026227682968881,0.13268447227199576,0.8344993834375647,-0.25372249004100333,0.8576628249460521,-0.253722490041003,0.8820239235972316,1.0390786590925694,0.8994801209898275,False,False,False
B136,CTRL,25,S1,EMPTY,,,,,,,,,,,,
B136,CTRL,25,S2,EMPTY,,,,,,,,,,,,
B136,CTRL,25,S3,EMPTY,,,,,,,,,,,,
B136,DD10,10,S0,TOP40/g0.53,1.040220953624687,0.07953349585029268,0.9347365484325261,-0.13835723100814268,0.9720654102129404,-0.1383572310081429,0.8820239235972316,1.0820594563581691,1.0056041577846482,False,False,False
B136,DD10,10,S1,EMPTY,,,,,,,,,,,,
B136,DD10,10,S2,TOP10/g0.53,0.9835677938548241,0.08133955899152046,0.7193824080510872,-0.14198304660282524,0.8071238047822276,-0.15280409030922382,0.8820239235972316,1.0820594563581691,1.0056041577846482,False,False,False
B136,DD10,10,S3,TOP10/g0.53,0.9835677938548241,0.08133955899152046,0.7193824080510872,-0.14198304660282524,0.8071238047822276,-0.15280409030922382,0.8820239235972316,1.0820594563581691,1.0056041577846482,False,False,False
B136,DD10,25,S0,TOP40/g0.53,0.8985704004745327,0.06671418095371329,0.7953388069286388,-0.14367003542505852,0.8319865087789472,-0.14367003542505863,0.8820239235972316,1.0390786590925694,0.8688442600736622,False,False,False
B136,DD10,25,S1,EMPTY,,,,,,,,,,,,
B136,DD10,25,S2,EMPTY,,,,,,,,,,,,
B136,DD10,25,S3,EMPTY,,,,,,,,,,,,
B136,G200,10,S0,TOP10/g1.00,1.0766057697903764,0.15030927836341101,0.7756818674393083,-0.29203598738534786,0.8718222198823533,-0.2920359873853481,0.8820239235972316,1.0820594563581691,1.1665196064997128,False,False,False
B136,G200,10,S1,EMPTY,,,,,,,,,,,,
B136,G200,10,S2,EMPTY,,,,,,,,,,,,
B136,G200,10,S3,EMPTY,,,,,,,,,,,,
B136,G200,25,S0,TOP10/g1.00,0.8660012958663716,0.10727814824872195,0.5929666591482516,-0.29954480043829024,0.6807964675610981,-0.29954480043829024,0.8820239235972316,1.0390786590925694,1.010720350886852,False,False,False
B136,G200,25,S1,EMPTY,,,,,,,,,,,,
B136,G200,25,S2,EMPTY,,,,,,,,,,,,
B136,G200,25,S3,EMPTY,,,,,,,,,,,,
B136,VT10,10,S0,TOP10/g1.00,1.0459088924987825,0.06045761756184409,0.5844029419718928,-0.1652806038139779,0.7585546868732836,-0.16528060381397802,0.8820239235972316,1.0820594563581691,1.0982514768876763,False,False,False
B136,VT10,10,S1,TOP10/g1.00,1.0459088924987825,0.06045761756184409,0.5844029419718928,-0.1652806038139779,0.7585546868732836,-0.16528060381397802,0.8820239235972316,1.0820594563581691,1.0982514768876763,False,False,False
B136,VT10,10,S2,TOP10/g1.00,1.0459088924987825,0.06045761756184409,0.5844029419718928,-0.1652806038139779,0.7585546868732836,-0.16528060381397802,0.8820239235972316,1.0820594563581691,1.0982514768876763,False,False,False
B136,VT10,10,S3,EMPTY,,,,,,,,,,,,
B136,VT10,25,S0,EWALL/g0.53,0.8599058899992305,0.06446071845346757,0.9497274824939876,-0.13077580793685895,0.9157438755444447,-0.1307758079368584,0.8820239235972316,1.0390786590925694,0.9497274824939876,False,False,True
B136,VT10,25,S1,EMPTY,,,,,,,,,,,,
B136,VT10,25,S2,EMPTY,,,,,,,,,,,,
B136,VT10,25,S3,EMPTY,,,,,,,,,,,,
SMALL439,CTRL,10,S0,TOP20/g1.00,0.42470794345822355,0.08511910753223506,0.46218830043167863,-0.42888265759535504,0.44816029692515513,-0.4288826575953536,0.8820107671822842,0.5724794981086585,0.5519752157993559,False,False,False
SMALL439,CTRL,10,S1,EMPTY,,,,,,,,,,,,
SMALL439,CTRL,10,S2,EMPTY,,,,,,,,,,,,
SMALL439,CTRL,10,S3,EMPTY,,,,,,,,,,,,
SMALL439,CTRL,25,S0,EWALL/g1.00,0.28495512124338734,0.007957814049651235,0.13679826057789593,-0.5228789650425798,0.1884824202987014,-0.5228789650425795,0.8820107671822842,0.5123529343107217,0.3677369977062657,False,False,False
SMALL439,CTRL,25,S1,EMPTY,,,,,,,,,,,,
SMALL439,CTRL,25,S2,EMPTY,,,,,,,,,,,,
SMALL439,CTRL,25,S3,EMPTY,,,,,,,,,,,,
SMALL439,DD10,10,S0,EWALL/g1.00,0.4135006893892067,0.024049313983065534,0.24504125528066628,-0.35020393627007584,0.3083392267156958,-0.35020393627007684,0.8820107671822842,0.5724794981086585,0.480588286384277,False,False,False
SMALL439,DD10,10,S1,EMPTY,,,,,,,,,,,,
SMALL439,DD10,10,S2,EMPTY,,,,,,,,,,,,
SMALL439,DD10,10,S3,EMPTY,,,,,,,,,,,,
SMALL439,DD10,25,S0,EWALL/g1.00,0.2624050325374672,0.00010237704244819845,0.06766137666257062,-0.37033466487622646,0.14084558328840552,-0.37033466487622624,0.8820107671822842,0.5123529343107217,0.281000682880781,False,False,False
SMALL439,DD10,25,S1,EMPTY,,,,,,,,,,,,
SMALL439,DD10,25,S2,EMPTY,,,,,,,,,,,,
SMALL439,DD10,25,S3,EMPTY,,,,,,,,,,,,
SMALL439,G200,10,S0,EWALL/g1.00,0.390863164264579,-0.028207248564128706,-0.20720993413859992,-0.4534209848223548,0.02602626962987755,-0.4534209848223544,0.8820107671822842,0.5724794981086585,0.04170423343155499,False,False,False
SMALL439,G200,10,S1,EMPTY,,,,,,,,,,,,
SMALL439,G200,10,S2,EMPTY,,,,,,,,,,,,
SMALL439,G200,10,S3,EMPTY,,,,,,,,,,,,
SMALL439,G200,25,S0,EWALL/g1.00,0.17223089136354047,-0.05930673103961026,-0.5033668600156292,-0.5417023508541638,-0.23981211474516262,-0.5684847236507024,0.8820107671822842,0.5123529343107217,-0.2216975102068202,False,False,False
SMALL439,G200,25,S1,EMPTY,,,,,,,,,,,,
SMALL439,G200,25,S2,EMPTY,,,,,,,,,,,,
SMALL439,G200,25,S3,EMPTY,,,,,,,,,,,,
SMALL439,VT10,10,S0,EWALL/g0.53,0.4053588599553266,0.020338937455722572,0.27231164660548823,-0.22488590714043677,0.3205656459326572,-0.22488590714043666,0.8820107671822842,0.5724794981086585,0.583054339225104,False,False,False
SMALL439,VT10,10,S1,EMPTY,,,,,,,,,,,,
SMALL439,VT10,10,S2,EMPTY,,,,,,,,,,,,
SMALL439,VT10,10,S3,EMPTY,,,,,,,,,,,,
SMALL439,VT10,25,S0,EWALL/g0.53,0.2507603192972355,0.004043525181201213,0.08988446420946465,-0.2430089836668219,0.14839037161204002,-0.24300898366682244,0.8820107671822842,0.5123529343107217,0.33944458080752477,False,False,False
SMALL439,VT10,25,S1,EMPTY,,,,,,,,,,,,
SMALL439,VT10,25,S2,EMPTY,,,,,,,,,,,,
SMALL439,VT10,25,S3,EMPTY,,,,,,,,,,,,
