panel,overlay,cost,selector,pick,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,full_Sharpe,full_MaxDD,spy_OOS_Sharpe,v2_Sharpe,ctrl_OOS_Sharpe,pass4b,pass4a,defensive
U56,CTRL,10,S0,TOP20/g1.00,0.9926993632248096,0.19313175242469005,1.1355440234252128,-0.2397888876427836,1.0827969165929587,-0.23978888764278394,0.8820107671822842,1.1688710828380577,1.1447790128075577,False,False,False
U56,CTRL,10,S1,TOP20/g1.00,0.9926993632248096,0.19313175242469005,1.1355440234252128,-0.2397888876427836,1.0827969165929587,-0.23978888764278394,0.8820107671822842,1.1688710828380577,1.1447790128075577,False,False,False
U56,CTRL,10,S2,TOP20/g1.00,0.9926993632248096,0.19313175242469005,1.1355440234252128,-0.2397888876427836,1.0827969165929587,-0.23978888764278394,0.8820107671822842,1.1688710828380577,1.1447790128075577,False,False,False
U56,CTRL,10,S3,TOP20/g0.53,0.9917209887438557,0.10173933787743228,1.134386813169414,-0.13140563999981913,1.0817093081321678,-0.13140563999981913,0.8820107671822842,1.1688710828380577,1.1447790128075577,False,False,True
U56,CTRL,25,S0,TOP20/g1.00,0.8441534148306786,0.1675407039639265,1.006297502112366,-0.24143824954361726,0.9476749274741066,-0.2414382495436168,0.8820107671822842,1.1307028862056951,1.0228107202167294,False,False,False
U56,CTRL,25,S1,EMPTY,,,,,,,,,,,,
U56,CTRL,25,S2,EMPTY,,,,,,,,,,,,
U56,CTRL,25,S3,EMPTY,,,,,,,,,,,,
U56,DD10,10,S0,TOP20/g0.53,0.9917209887438557,0.09808238642170153,1.1037819943805394,-0.13140563999981913,1.0616197909620182,-0.13140563999981913,0.8820107671822842,1.1688710828380577,1.1102967170998892,False,False,True
U56,DD10,10,S1,TOP20/g0.75,0.9782982330289157,0.12912646138485706,1.0669244649697764,-0.16423382314644197,1.0334931670790009,-0.16423382314644197,0.8820107671822842,1.1688710828380577,1.1102967170998892,True,False,False
U56,DD10,10,S2,TOP20/g0.53,0.9917209887438557,0.09808238642170153,1.1037819943805394,-0.13140563999981913,1.0616197909620182,-0.13140563999981913,0.8820107671822842,1.1688710828380577,1.1102967170998892,False,False,True
U56,DD10,10,S3,TOP20/g0.53,0.9917209887438557,0.09808238642170153,1.1037819943805394,-0.13140563999981913,1.0616197909620182,-0.13140563999981913,0.8820107671822842,1.1688710828380577,1.1102967170998892,False,False,True
U56,DD10,25,S0,TOP20/g0.53,0.8421751663271271,0.08530507237842389,0.9710728208388462,-0.13240158445234618,0.923809998837125,-0.1324015844523463,0.8820107671822842,1.1307028862056951,0.9738814066562685,False,False,True
U56,DD10,25,S1,EMPTY,,,,,,,,,,,,
U56,DD10,25,S2,EMPTY,,,,,,,,,,,,
U56,DD10,25,S3,EMPTY,,,,,,,,,,,,
U56,G200,10,S0,TOP5/g1.00,1.0885433635309383,0.19033298168660662,0.8719337066031541,-0.2857804469239691,0.9390757669150565,-0.2857804469239692,0.8820107671822842,1.1688710828380577,1.1610726576182204,False,False,False
U56,G200,10,S1,TOP5/g1.00,1.0885433635309383,0.19033298168660662,0.8719337066031541,-0.2857804469239691,0.9390757669150565,-0.2857804469239692,0.8820107671822842,1.1688710828380577,1.1610726576182204,False,False,False
U56,G200,10,S2,TOP5/g1.00,1.0885433635309383,0.19033298168660662,0.8719337066031541,-0.2857804469239691,0.9390757669150565,-0.2857804469239692,0.8820107671822842,1.1688710828380577,1.1610726576182204,False,False,False
U56,G200,10,S3,TOP20/g0.75,0.9276507225937252,0.12430094318037543,1.1075204611325975,-0.15548498815181533,1.04246669051093,-0.15548498815181533,0.8820107671822842,1.1688710828380577,1.1610726576182204,True,False,False
U56,G200,25,S0,TOP5/g1.00,0.8755162095641598,0.14677753025676887,0.709911908568314,-0.31888318110156844,0.7610917514869797,-0.31888318110156844,0.8820107671822842,1.1307028862056951,0.9994915672075487,False,False,False
U56,G200,25,S1,EMPTY,,,,,,,,,,,,
U56,G200,25,S2,EMPTY,,,,,,,,,,,,
U56,G200,25,S3,EMPTY,,,,,,,,,,,,
U56,VT10,10,S0,TOP20/g0.53,0.9818771177243577,0.0955421421570124,1.154898721771611,-0.11139675539159322,1.0920631193418175,-0.11139675539159266,0.8820107671822842,1.1688710828380577,1.2106535985139149,False,False,True
U56,VT10,10,S1,TOP5/g0.75,0.9755251728639203,0.09151329057808777,0.8523193662679622,-0.1539492267628625,0.8990223678171845,-0.1539492267628627,0.8820107671822842,1.1688710828380577,1.2106535985139149,False,False,False
U56,VT10,10,S2,TOP20/g0.53,0.9818771177243577,0.0955421421570124,1.154898721771611,-0.11139675539159322,1.0920631193418175,-0.11139675539159266,0.8820107671822842,1.1688710828380577,1.2106535985139149,False,False,True
U56,VT10,10,S3,TOP20/g0.53,0.9818771177243577,0.0955421421570124,1.154898721771611,-0.11139675539159322,1.0920631193418175,-0.11139675539159266,0.8820107671822842,1.1688710828380577,1.2106535985139149,False,False,True
U56,VT10,25,S0,TOP20/g0.53,0.8264810008244725,0.08223787605959987,1.0054470829249678,-0.11859758157845801,0.9408133360624928,-0.11859758157845757,0.8820107671822842,1.1307028862056951,1.0386072722259907,False,False,True
U56,VT10,25,S1,EMPTY,,,,,,,,,,,,
U56,VT10,25,S2,EMPTY,,,,,,,,,,,,
U56,VT10,25,S3,EMPTY,,,,,,,,,,,,
