freq,cost,selector,panel,claim_set,book,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD,full4b,full4a,oos4b,oos4a,null_base_rate,is_base_rate
W,0.0,PICK_IS_SHARPE,B136,EXT,TOP10,1.1599515972903252,0.1939668624728108,0.8871532040937008,-0.27858239354524694,0.15331427255204866,0.8769078511614361,-0.3371595330739301,0.08111872133378806,1.135749924987383,-0.12211590879264556,False,False,False,False,0.016,0.016
W,0.0,PICK_IS_SHARPE_U56,U56,EXT,BAND03,1.13055442588297,0.12949320939494213,1.3011782989687486,-0.15879002074617388,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09660362689074264,1.302013141347075,-0.12029818259516045,True,False,True,False,0.972,0.208
W,10.0,PICK_IS_SHARPE,U56,EXT,BAND03,1.105018903001435,0.12681530813545194,1.2767446949042809,-0.15910995440549058,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09464348447629667,1.2774465281362168,-0.1205494795164489,True,False,True,False,0.0,0.0
W,10.0,PICK_IS_SHARPE_U56,U56,EXT,BAND03,1.105018903001435,0.12681530813545194,1.2767446949042809,-0.15910995440549058,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09464348447629667,1.2774465281362168,-0.1205494795164489,True,False,True,False,0.0,0.0
W,25.0,PICK_IS_SHARPE,U56,EXT,BAND03,1.0666788781232588,0.12280996629668484,1.2400555292398168,-0.15958975623423843,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09170962460813858,1.2405573965158265,-0.1209263669824957,True,False,True,False,0.0,0.0
W,25.0,PICK_IS_SHARPE_U56,U56,EXT,BAND03,1.0666788781232588,0.12280996629668484,1.2400555292398168,-0.15958975623423843,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09170962460813858,1.2405573965158265,-0.1209263669824957,True,False,True,False,0.0,0.0
M,0.0,PICK_IS_SHARPE,U56,EXT,TOP5,1.3259787380311272,0.21788376233838735,0.8722230051907885,-0.34528652686725103,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09695258809315677,1.2404851737309985,-0.14364706978101993,False,False,False,False,0.032,0.008
M,0.0,PICK_IS_SHARPE_U56,U56,EXT,TOP5,1.3259787380311272,0.21788376233838735,0.8722230051907885,-0.34528652686725103,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09695258809315677,1.2404851737309985,-0.14364706978101993,False,False,False,False,0.032,0.008
M,10.0,PICK_IS_SHARPE,U56,EXT,TOP5,1.2830093048273608,0.20498107672398524,0.8324747011611743,-0.3460671181330458,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09558547679902274,1.2243814304314644,-0.14381683685667057,False,False,False,False,0.012,0.0
M,10.0,PICK_IS_SHARPE_U56,U56,EXT,TOP5,1.2830093048273608,0.20498107672398524,0.8324747011611743,-0.3460671181330458,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09558547679902274,1.2243814304314644,-0.14381683685667057,False,False,False,False,0.012,0.0
M,25.0,PICK_IS_SHARPE,U56,EXT,TOP5,1.2181166548013453,0.1858572248082313,0.7725834819173676,-0.3472380050317373,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09353766222168813,1.200159784587078,-0.1440714874701461,False,False,False,False,0.0,0.0
M,25.0,PICK_IS_SHARPE_U56,U56,EXT,TOP5,1.2181166548013453,0.1858572248082313,0.7725834819173676,-0.3472380050317373,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09353766222168813,1.200159784587078,-0.1440714874701461,False,False,False,False,0.0,0.0
