panel,window,book,n,gross,overlay,cost,mean_gross,turnover_yr,CAGR,Sharpe,MaxDD,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,mSPY_H1,mSPY_H2,mSPY_OOS,mSPY_DD,mSPY_CAGR,pass4b_SPY,floor_only_SPY,nf_fail_SPY,fails_SPY,mIWM_H1,mIWM_H2,mIWM_OOS,mIWM_DD,mIWM_CAGR,pass4b_IWM,floor_only_IWM,nf_fail_IWM,fails_IWM,pass4a,v2_Sharpe,IS_pass_nonfloor,IS_pass_floor
SMALL439,own,TOP5,5.0,0.75,CTRL,10,0.750059273953882,30.01173841093459,0.04981918619216508,0.3205255416325454,-0.4019865108407549,0.1263200605984344,0.4232122544455417,0.07951506756104587,-0.4019865108407551,-0.4479411839123504,-0.6396482377761573,-0.4587985127367425,-0.1996830991403653,-0.0490898021426618,False,False,4,"H1,H2,OOS,DD,CAGR",-0.17764599262940362,-0.29304172483518653,-0.09722501261776778,-0.15518673931226046,-0.021662063550953695,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5724794981086585,False,False
SMALL439,own,TOP5,5.0,0.75,CTRL,25,0.750059273953882,30.01173841093459,0.003476380716495031,0.13760094478861695,-0.48145681997962275,-0.05698817277747516,0.23953717222677506,0.028872709898217774,-0.4814568199796231,-0.6317639826574202,-0.8227188884833858,-0.6424735949555092,-0.2791534082792332,-0.09543260761833185,False,False,4,"H1,H2,OOS,DD,CAGR",-0.3614687913744734,-0.4761123755424151,-0.28090009483653444,-0.23465704845112834,-0.06800486902662374,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5123529343107217,False,False
SMALL439,own,TOP5,5.0,0.75,G200,0,0.39157928851352986,25.311150617351142,0.017491630514852696,0.18678115007760973,-0.4631448724253352,0.2893484477395326,0.1272030716505116,0.0070690020832879785,-0.4631448724253351,-0.3497890202916252,-1.066163760202389,-0.7548076955317726,-0.26084146072494563,-0.08141735781997418,False,False,4,"H1,H2,OOS,DD,CAGR",-0.07949382900867841,-0.7195572472614182,-0.3932341954127979,-0.21634510089684078,-0.053989619228266075,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.6125489340447313,False,False
SMALL439,own,TOP5,5.0,0.75,G200,10,0.39157928851352986,25.311150617351142,-0.007988137249790306,0.038090553568988494,-0.5062882517999346,0.1478498923429272,-0.025709223686430825,-0.019435353244521725,-0.506288251799936,-0.499938936966391,-1.2134241557564691,-0.907719990868715,-0.3039848400995451,-0.10689712558461718,False,False,4,"H1,H2,OOS,DD,CAGR",-0.22964374568344426,-0.8668176428154983,-0.5461464907497403,-0.2594884802714402,-0.07946938699290908,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5724794981086585,False,False
SMALL439,own,TOP5,5.0,0.75,G200,25,0.39157928851352986,25.311150617351142,-0.04505114342453853,-0.18479025002485552,-0.6204894677511863,-0.06455556649156986,-0.2547313774502277,-0.05792744892191026,-0.6204894677511857,-0.7255772285587645,-1.4333699606105226,-1.1367421446325119,-0.41818605605079673,-0.1439601317593654,False,False,4,"H1,H2,OOS,DD,CAGR",-0.4552820372758177,-1.0867634476695516,-0.7751686445135373,-0.3736896962226919,-0.1165323931676573,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5123529343107217,False,False
SMALL439,own,TOP5,5.0,0.75,VT10,0,0.3443152154160291,17.11933441388062,0.043910058264112095,0.4419291038208139,-0.15253723575485634,0.1646302508955217,0.6095370207033879,0.06404402644021423,-0.13952750661224766,-0.4032765821741815,-0.4616809109538551,-0.27247374647889633,0.04976617594553323,-0.05499893007071478,False,False,3,"H1,H2,OOS,CAGR",-0.13298139089123473,-0.11507439801288433,0.08909975364007838,0.09426253577363808,-0.027571191479006676,False,False,2,"H1,H2,CAGR",False,0.6125489340447313,False,False
SMALL439,own,TOP5,5.0,0.75,VT10,10,0.3443152154160291,17.11933441388062,0.02616031146025044,0.2877636335457464,-0.17238439567941066,0.009311047106063508,0.4560508995243089,0.045884469358023594,-0.1559683448159228,-0.5584117106463343,-0.6148118445864814,-0.42595986765797533,0.029919016020978906,-0.07274867687457644,False,False,3,"H1,H2,OOS,CAGR",-0.28811651936338756,-0.2682053316455106,-0.06438636753900062,0.07441537584908375,-0.04532093828286833,False,False,3,"H1,H2,OOS,CAGR",False,0.5724794981086585,False,False
SMALL439,own,TOP5,5.0,0.75,VT10,25,0.3443152154160291,17.11933441388062,9.019392123188474e-05,0.0564203300514795,-0.2124010796390382,-0.22362486238341628,0.22563339650255318,0.019214198329109422,-0.1953325251092629,-0.7913769363853548,-0.8444320207682489,-0.656377370679731,-0.010097667938648636,-0.09881879441359499,False,False,4,"H1,H2,OOS,DD,CAGR",-0.521081745102408,-0.4978255078272781,-0.2948038705607563,0.03439869188945621,-0.07139105582188689,False,False,3,"H1,H2,OOS,CAGR",False,0.5123529343107217,False,False
SMALL439,own,TOP5,5.0,0.75,DD10,0,0.5494307265839153,25.767231925549407,0.02645712256636834,0.23282087030589368,-0.33046802797905817,-0.04457584393264384,0.3802889828923714,0.05749597011412777,-0.3304680279790584,-0.5224945464959663,-0.7590787861834069,-0.5017217842899129,-0.1281646162786686,-0.07245186576845854,False,False,4,"H1,H2,OOS,DD,CAGR",-0.2521993552130195,-0.4124722732424361,-0.1401482841709381,-0.08366825645056375,-0.04502412717675043,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.6125489340447313,False,False
SMALL439,own,TOP5,5.0,0.75,DD10,10,0.5494307265839153,25.767231925549407,0.0002988248461592846,0.0959188363201326,-0.3600200627782322,-0.18485243562063663,0.24459801660858277,0.029314038885607907,-0.36002006277823284,-0.6579713112825161,-0.8972939237687445,-0.6374127505737015,-0.1577166510778426,-0.0986101634886676,False,False,4,"H1,H2,OOS,DD,CAGR",-0.3876761199995693,-0.5506874108277737,-0.27583925045472674,-0.11322029124973776,-0.07118242489695949,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5724794981086585,False,False
SMALL439,own,TOP5,5.0,0.75,DD10,25,0.5494307265839153,25.767231925549407,-0.037720317363495015,-0.10942871668430235,-0.4879464911753326,-0.3950654510637174,0.0409713971984135,-0.011586758463265179,-0.48794649117533284,-0.861413067411728,-1.1043755043239434,-0.8410393699838707,-0.28564307947494305,-0.13662930569832188,False,False,4,"H1,H2,OOS,DD,CAGR",-0.5911178761287812,-0.7577689913829726,-0.47946586986489603,-0.2411467196468382,-0.10920156710661379,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5123529343107217,False,False
SMALL439,own,TOP5,5.0,1.0,CTRL,0,1.0,40.0674515816282,0.09621267371466202,0.4438436056616536,-0.45011867675888884,0.2456517036707433,0.5492068986672314,0.1397713323011267,-0.45011867675888895,-0.32765085651764736,-0.5129181666599728,-0.33280386851505284,-0.24781526505849927,-0.0026963146201648552,False,False,4,"H1,H2,OOS,DD,CAGR",-0.05735566523470059,-0.16631165371900203,0.028769631603921875,-0.20331890523039442,0.02473142397154325,False,False,3,"H1,H2,DD",False,0.6125489340447313,False,False
SMALL439,own,TOP5,5.0,1.0,CTRL,10,1.0,40.0674515816282,0.053068389349735234,0.3218970945382011,-0.5156775083828135,0.1233859736607148,0.4267898069578686,0.09209657854628661,-0.5156775083828136,-0.45015569424774804,-0.6349954400039158,-0.4552209602244156,-0.3133740966824239,-0.04584059898509164,False,False,4,"H1,H2,OOS,DD,CAGR",-0.17986050296480127,-0.28838892706294506,-0.0936474601054409,-0.26887773685431904,-0.018412860393383537,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5724794981086585,False,False
SMALL439,own,TOP5,5.0,1.0,CTRL,25,1.0,40.0674515816282,-0.008556074810944447,0.13894330784739112,-0.5997512827330983,-0.060061019052039456,0.24313418963397093,0.024215697415281845,-0.5997512827330982,-0.6341909284758747,-0.8179646808680423,-0.6388765775483133,-0.39744787103270873,-0.10746506314577133,False,False,4,"H1,H2,OOS,DD,CAGR",-0.36389573719292784,-0.4713581679270715,-0.2773030774293386,-0.3529515112046039,-0.08003732455406322,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5123529343107217,False,False
SMALL439,own,TOP5,5.0,1.0,G200,0,0.5218607015760041,33.755629600923086,0.01649672150408854,0.18537976143663182,-0.5670153548830581,0.2801826514804543,0.13024126615496295,0.0034249932000278704,-0.5670153548830583,-0.3571255574855954,-1.0609753065636323,-0.7517695010273213,-0.36471194318266853,-0.08241226683073834,False,False,4,"H1,H2,OOS,DD,CAGR",-0.08683036620264861,-0.7143687936226615,-0.39019600090834655,-0.3202155833545637,-0.05498452823903023,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.6125489340447313,False,False
SMALL439,own,TOP5,5.0,1.0,G200,10,0.5218607015760041,33.755629600923086,-0.0173111690161597,0.03658081585109266,-0.6207737163076397,0.13858380779706567,-0.022786652954323746,-0.03163060595045053,-0.6207737163076401,-0.5074423791167127,-1.208277610989744,-0.9047974201366079,-0.4184703046072501,-0.11622015735098658,False,False,4,"H1,H2,OOS,DD,CAGR",-0.23714718783376598,-0.8616710980487733,-0.5432239200176332,-0.37397394477914525,-0.08879241875927847,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5724794981086585,False,False
SMALL439,own,TOP5,5.0,1.0,G200,25,0.5218607015760041,33.755629600923086,-0.06598685997182563,-0.18645771906130368,-0.7342633614792431,-0.07396399400323707,-0.25197946163808854,-0.08199649175155288,-0.7342633614792429,-0.7333247626984226,-1.4282857970919869,-1.1339902288203727,-0.5319599497788535,-0.1648958483066525,False,False,4,"H1,H2,OOS,DD,CAGR",-0.46302957141547585,-1.0816792841510163,-0.7724167287013981,-0.4874635899507487,-0.1374681097149444,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5123529343107217,False,False
SMALL439,own,TOP5,5.0,1.0,VT10,0,0.3448243703237371,17.21280792877483,0.044934130438803344,0.4501059220043101,-0.15183310904280678,0.16013584652574991,0.6249270052425759,0.06605703947305708,-0.13986657182930384,-0.40578760626668214,-0.44262016881556404,-0.2570837619397083,0.05047030265758279,-0.053974857896023534,False,False,3,"H1,H2,OOS,CAGR",-0.13549241498373538,-0.09601365587459326,0.10448973817926643,0.09496666248568764,-0.026547119304315428,False,False,2,"H1,H2,CAGR",False,0.6125489340447313,False,False
SMALL439,own,TOP5,5.0,1.0,VT10,10,0.3448243703237371,17.21280792877483,0.027070768730927508,0.2953884625289089,-0.17167613376688695,0.004712638998037831,0.47060924519386077,0.04771407314920806,-0.1563234827302703,-0.561020072846947,-0.5967654418768684,-0.41140152198842345,0.030627277933502617,-0.07183821960389937,False,False,3,"H1,H2,OOS,CAGR",-0.29072488156400017,-0.2501589289358976,-0.049828021869448735,0.07512363776160746,-0.044410481012191264,False,False,3,"H1,H2,OOS,CAGR",False,0.5724794981086585,False,False
SMALL439,own,TOP5,5.0,1.0,VT10,25,0.3448243703237371,17.21280792877483,0.0008365495502713483,0.06321520566748534,-0.21198058444082946,-0.22837477635716474,0.23893251643871755,0.02077874266494617,-0.19471030859002159,-0.79412847726265,-0.8279135764281397,-0.6430782507435666,-0.009677172740439888,-0.09807243878455553,False,False,4,"H1,H2,OOS,DD,CAGR",-0.5238332859797032,-0.48130706348716895,-0.28150475062459196,0.03481918708766496,-0.07064470019284742,False,False,3,"H1,H2,OOS,CAGR",False,0.5123529343107217,False,False
SMALL439,own,TOP5,5.0,1.0,DD10,0,0.6734875444839857,31.387608236677956,0.03269175539802216,0.2546345677405552,-0.3617503341928864,-0.10542165891475269,0.44086012875004427,0.0816737317748526,-0.3617503341928868,-0.521806540918224,-0.7182534692403392,-0.44115063843223995,-0.1594469224924968,-0.06621723293680472,False,False,4,"H1,H2,OOS,DD,CAGR",-0.25151134963527716,-0.3716469562993684,-0.07957713831326524,-0.11495056266439196,-0.03878949434509661,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.6125489340447313,False,False
SMALL439,own,TOP5,5.0,1.0,DD10,10,0.6734875444839857,31.387608236677956,0.000718600837047001,0.11916200374600634,-0.413305305927279,-0.2484627202237534,0.30859200257756714,0.04687502401958876,-0.4133053059272791,-0.6592581122062411,-0.851663286765541,-0.5734187646047171,-0.21100189422688942,-0.09819038749777988,False,False,4,"H1,H2,OOS,DD,CAGR",-0.3889629209232943,-0.5050567738245703,-0.21184526448574237,-0.16650553439878457,-0.07076264890607177,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5724794981086585,False,False
SMALL439,own,TOP5,5.0,1.0,DD10,25,0.6734875444839857,31.387608236677956,-0.045433027918983515,-0.0840153551987737,-0.5512882841380728,-0.4624921330181794,0.1100110270987965,-0.003279159147882016,-0.539303304450299,-0.8655682907120755,-1.0515865498394583,-0.7719997400834877,-0.3489848724376833,-0.14434201625381038,False,False,4,"H1,H2,OOS,DD,CAGR",-0.5952730994291288,-0.7049800368984875,-0.410426239964513,-0.30448851260957843,-0.11691427766210229,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5123529343107217,False,False
SMALL439,own,TOP10,10.0,0.53,CTRL,0,0.530178884891321,17.125475330811515,0.0762531698698703,0.5973301845370648,-0.22916896640234707,0.4657094128622944,0.6701648370719804,0.09112982220708177,-0.2291689664023473,-0.23380380158876513,-0.30654280125039,-0.21184593011030384,-0.026865554701957506,-0.02265581846495658,False,False,4,"H1,H2,OOS,DD,CAGR",0.03649138969418164,0.04006371169058076,0.14972757000867087,0.017630805126147342,0.004771920126751525,True,False,0,-,False,0.6125489340447313,False,False
SMALL439,own,TOP10,10.0,0.53,CTRL,10,0.530178884891321,17.125475330811515,0.05794425258972935,0.47409224584267734,-0.23052991837544623,0.3413774083011371,0.5471168932854212,0.0717107645717654,-0.23052991837544612,-0.35959191053080275,-0.42842033720708195,-0.334893873896863,-0.028226506675056662,-0.04096473574509753,False,False,4,"H1,H2,OOS,DD,CAGR",-0.08929671924785598,-0.08181382426611117,0.02667962622211173,0.016269853153048186,-0.013536997153389421,False,False,2,"H1,H2,CAGR",False,0.5724794981086585,False,False
SMALL439,own,TOP10,10.0,0.53,CTRL,25,0.530178884891321,17.125475330811515,0.0310505211253429,0.28915701680041334,-0.24601936631224952,0.15476395784830232,0.3624830226793405,0.04321433053651247,-0.2460193663122473,-0.5484657942158906,-0.6112348873046602,-0.5195277445029437,-0.04371595461185995,-0.06785846720948398,False,False,4,"H1,H2,OOS,DD,CAGR",-0.2781706029329438,-0.26462837436368947,-0.157954244383969,0.0007804052162448949,-0.04043072861777587,False,False,3,"H1,H2,OOS,CAGR",False,0.5123529343107217,False,False
SMALL439,own,TOP10,10.0,0.53,G200,0,0.2769266457477304,15.65899274166512,0.020919284499133273,0.265839162316889,-0.2370692480508224,0.36587732511779403,0.20548046548248922,0.015195347342145338,-0.23706924805082297,-0.42698866105432914,-0.8015876318350696,-0.676530301699795,-0.034765836350432844,-0.0779897038356936,False,False,4,"H1,H2,OOS,DD,CAGR",-0.15669346977138238,-0.45498111889409887,-0.3149568015808203,0.009730523477672004,-0.0505619652439855,False,False,3,"H1,H2,OOS,CAGR",False,0.6125489340447313,False,False
SMALL439,own,TOP10,10.0,0.53,G200,10,0.2769266457477304,15.65899274166512,0.0050300453404823475,0.1003540456423308,-0.27355280447400576,0.21216046389052096,0.03290918666649135,-0.0014220841148304686,-0.26626747746132695,-0.5951449286078191,-0.964556219385886,-0.8491015805157929,-0.0712493927736162,-0.09387894299434453,False,False,4,"H1,H2,OOS,DD,CAGR",-0.3248497373248723,-0.6179497064449152,-0.48752808039681816,-0.026753032945511346,-0.06645120440263642,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5724794981086585,False,False
SMALL439,own,TOP10,10.0,0.53,G200,25,0.2769266457477304,15.65899274166512,-0.01835498185751172,-0.14788639192421466,-0.44553971425176475,-0.018582889125488385,-0.22584755304344103,-0.02585455941851522,-0.35819188801333135,-0.8473815298001577,-1.208972352868351,-1.1078583202257253,-0.24323630255137518,-0.1172639701923386,False,False,4,"H1,H2,OOS,DD,CAGR",-0.5770863385172109,-0.8623658399273801,-0.7462848201067506,-0.19873994272327034,-0.08983623160063049,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5123529343107217,False,False
SMALL439,own,TOP10,10.0,0.53,VT10,0,0.4127714079230777,15.992231584346527,0.05439383001446729,0.5579436826907577,-0.15187725876462832,0.3387389697691457,0.692206408831005,0.06953594133834318,-0.1518772587646282,-0.33458818823961145,-0.2980230636315748,-0.18980435835127918,0.05042615293576125,-0.044515158320359585,False,False,3,"H1,H2,OOS,CAGR",-0.06429299695666468,0.048583449309395954,0.17176914176769553,0.0949225127638661,-0.01708741972865148,False,False,1,"H1,CAGR",False,0.6125489340447313,False,False
SMALL439,own,TOP10,10.0,0.53,VT10,10,0.4127714079230777,15.992231584346527,0.037636142360708114,0.40502839651663586,-0.16978523256069766,0.18685684858778673,0.5386700540993798,0.05241853252252815,-0.16978523256069755,-0.4871390799133488,-0.451268863313135,-0.34334071308290437,0.032518179139691905,-0.061272845974118764,False,False,3,"H1,H2,OOS,CAGR",-0.21684388863040205,-0.1046623503721642,0.01823278703607034,0.07701453896779675,-0.03384510738241066,False,False,2,"H1,H2,CAGR",False,0.5724794981086585,False,False
SMALL439,own,TOP10,10.0,0.53,VT10,25,0.4127714079230777,15.992231584346527,0.012989430627197152,0.17556148749376957,-0.21555605667227973,-0.04094348536249565,0.3081975465912465,0.02724619748635626,-0.21555605667228062,-0.716108436699884,-0.6811839105168405,-0.5738132205910378,-0.01325264497189016,-0.08591955770762973,False,False,4,"H1,H2,OOS,DD,CAGR",-0.44581324541693723,-0.33457739757586963,-0.21223972047206302,0.031243714856214688,-0.05849181911592162,False,False,3,"H1,H2,OOS,CAGR",False,0.5123529343107217,False,False
SMALL439,own,TOP10,10.0,0.53,DD10,0,0.4700703942722437,17.635322302739457,0.04889584388556978,0.4417655243626765,-0.22412212000090137,0.26725347450715364,0.5435894046530114,0.06368614810643947,-0.2241221200009017,-0.3772316025179445,-0.4830923007924827,-0.3384213625292728,-0.021818708300511802,-0.0500131444492571,False,False,4,"H1,H2,OOS,DD,CAGR",-0.10693641123499775,-0.13648578785151194,0.023152137589701915,0.022677651527593046,-0.022585405857548993,False,False,2,"H1,H2,CAGR",False,0.6125489340447313,False,False
SMALL439,own,TOP10,10.0,0.53,DD10,10,0.4700703942722437,17.635322302739457,0.030524609380861323,0.3015885885858542,-0.2619397665147082,0.1223967998167637,0.4060315324484187,0.045008974652255285,-0.2619397665147082,-0.518630393782237,-0.6221897218266252,-0.4759792347338655,-0.059636354814318615,-0.06838437895396555,False,False,4,"H1,H2,OOS,DD,CAGR",-0.2483352024992902,-0.2755832088856544,-0.11440573461489079,-0.015139994986213767,-0.04095664036225745,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5724794981086585,False,False
SMALL439,own,TOP10,10.0,0.53,DD10,25,0.4700703942722437,17.635322302739457,0.0035573364088352655,0.09135261667211023,-0.3170850378639172,-0.09486044999169416,0.19972361738572939,0.017594040283561485,-0.31708503786391673,-0.7308229825886039,-0.8306980740406583,-0.6822871497965548,-0.1147816261635276,-0.09535165192599161,False,False,4,"H1,H2,OOS,DD,CAGR",-0.4605277913056571,-0.4840915610996876,-0.3207136496775801,-0.07028526633542276,-0.0679239133342835,False,False,4,"H1,H2,OOS,DD,CAGR",False,0.5123529343107217,False,False
SMALL439,own,TOP10,10.0,0.75,CTRL,0,0.7500584044658726,24.21037621858164,0.10377853428399852,0.5995286914961033,-0.312270307730511,0.4680234558410145,0.672312812527952,0.12481322021809538,-0.3122703077305107,-0.23156111458907147,-0.3043541790181067,-0.20969795465433216,-0.10996689603012144,0.004869545949171647,False,False,4,"H1,H2,OOS,DD",0.0387340766938753,0.042252333922864094,0.15187554546464255,-0.0654705362020166,0.03229728454087975,False,False,1,DD,False,0.6125489340447313,False,False
