panel,form,gross,family,lag,cost,leg,margin0,absmargin0,spread,sd,ratio_spread,pass0,n_pass,n_off,flips
U56,MADG,0.8,MONTHLY,1,10.0,H1,0.2947981754071338,0.2947981754071338,0.12127436507654132,0.03512171278160088,2.4308366835899275,True,21,21,0
U56,MADG,0.8,MONTHLY,1,10.0,H2,0.3402406062920208,0.3402406062920208,0.22741436675514348,0.06847970359511969,1.4961262612680801,True,21,21,0
U56,MADG,0.8,MONTHLY,1,10.0,OOS,0.3915452557192518,0.3915452557192518,0.217805918074923,0.06693237132728665,1.7976796001684594,True,21,21,0
U56,MADG,0.8,MONTHLY,1,10.0,DD,7.661109762174445,7.661109762174445,6.669257322482003,2.308892357093447,1.1487200735753464,True,21,21,0
U56,MADG,0.8,MONTHLY,1,10.0,CAGR,-1.1103383701524723,1.1103383701524723,1.147716232902063,0.25866304727947925,0.9674328360285724,False,0,21,0
U56,MADG,0.8,MONTHLY,1,25.0,H1,0.2658336963377552,0.2658336963377552,0.12226610531508397,0.03545135934415637,2.1742223296693113,True,21,21,0
U56,MADG,0.8,MONTHLY,1,25.0,H2,0.30826729717914947,0.30826729717914947,0.2281024235230481,0.06787517747840471,1.351442445976473,True,21,21,0
U56,MADG,0.8,MONTHLY,1,25.0,OOS,0.3599548594020019,0.3599548594020019,0.21824900552843784,0.06624258700273006,1.6492852213940548,True,21,21,0
U56,MADG,0.8,MONTHLY,1,25.0,DD,7.613896839352041,7.613896839352041,6.631031986946823,2.303154542241496,1.1482220044089646,True,21,21,0
U56,MADG,0.8,MONTHLY,1,25.0,CAGR,-1.3702768437057506,1.3702768437057506,1.1648430245783326,0.26116024584731184,1.1763618056619982,False,0,21,0
U56,MADG,0.8,MONTHLY,2,10.0,H1,0.22430757571307747,0.22430757571307747,0.10608155809124709,0.030413058728035312,2.1144822884307293,True,21,21,0
U56,MADG,0.8,MONTHLY,2,10.0,H2,0.3572894499692746,0.3572894499692746,0.24044400681703704,0.07023347305894298,1.485956978920043,True,21,21,0
U56,MADG,0.8,MONTHLY,2,10.0,OOS,0.40730641743433815,0.40730641743433815,0.2393165694018966,0.06987517124330683,1.7019566110791418,True,21,21,0
U56,MADG,0.8,MONTHLY,2,10.0,DD,9.190333741811841,9.190333741811841,8.803968897445248,2.7442950847346115,1.043885303193053,True,21,21,0
