panel,book,selector,pick,IS_Sharpe,IS_ctl_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,ctl_OOS_CAGR,ctl_OOS_Sharpe,ctl_OOS_MaxDD,gm_m,gm_OOS_CAGR,gm_OOS_Sharpe,gm_OOS_MaxDD,v2_OOS_Sharpe,v2_OOS_CAGR,v2_OOS_MaxDD,v1_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,beats_ctl,beats_matched_gross
u56,V1,S1 max IS Sharpe,D15%/k0.00,0.5546702419943361,0.5546702419943361,0.07657544479101164,0.7407821445671212,-0.13827804260512733,0.07657544479101164,0.7407821445671212,-0.13827804260512733,1.0,0.07657544479101164,0.7407821445671212,-0.13827804260512733,1.2816876607860581,0.0950629792087272,-0.12054947359101964,0.7407821445671212,0.878646168321868,0.153780735432695,-0.3371728920067377,False,False
u56,V1,S2 IS-4b-aware,NOTHING (no IS-4b arm),,,,,,,,,,,,,,,,,,,,,
u56,CAND20,S1 max IS Sharpe,D12%/k0.00,0.9928966350104046,0.9928966350104046,0.032007425884610585,0.4956447294938435,-0.18308337041384337,0.1434731535573177,1.1672447896726332,-0.18308337041384337,0.65,0.09276424750997103,1.166641449396002,-0.12122924617214448,1.2816876607860581,0.0950629792087272,-0.12054947359101964,0.7407821445671212,0.878646168321868,0.153780735432695,-0.3371728920067377,False,False
u56,CAND20,S2 IS-4b-aware,NOTHING (no IS-4b arm),,,,,,,,,,,,,,,,,,,,,
u56,EWall,S1 max IS Sharpe,D12%/k0.00,0.9696238999048093,0.9696238999048093,0.020040579038311357,0.37224677706894316,-0.158747029885274,0.11296191401507927,1.1091111570462089,-0.158747029885274,0.65,0.07320919169485518,1.1090395210147181,-0.10464609375361522,1.2816876607860581,0.0950629792087272,-0.12054947359101964,0.7407821445671212,0.878646168321868,0.153780735432695,-0.3371728920067377,False,False
u56,EWall,S2 IS-4b-aware,NOTHING (no IS-4b arm),,,,,,,,,,,,,,,,,,,,,
broad136,V1,S1 max IS Sharpe,D10%/k0.00,0.714743531177852,0.714743531177852,0.039784735980983976,0.48580664327426426,-0.1093262242311529,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.75,0.04549440188968834,0.5767843831731343,-0.16215730458053945,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False
broad136,V1,S2 IS-4b-aware,NOTHING (no IS-4b arm),,,,,,,,,,,,,,,,,,,,,
broad136,CAND20,S1 max IS Sharpe,D15%/k0.00,1.043837850225855,1.043837850225855,0.029941450169816974,0.3941022923764403,-0.2005204833110832,0.12486792010130943,0.8919165372280256,-0.2005204833110832,0.65,0.08171253506299525,0.8897869293484181,-0.13311904092593974,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False
broad136,CAND20,S2 IS-4b-aware,NOTHING (no IS-4b arm),,,,,,,,,,,,,,,,,,,,,
broad136,EWall,S1 max IS Sharpe,D12%/k0.00,1.0349765743906882,1.0349765743906882,0.02519200557606549,0.4176898641829985,-0.17467262030427022,0.10583657394304091,1.0185476662771331,-0.17687931105226462,0.65,0.0688316848905901,1.019571740217186,-0.1175269549133342,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False
broad136,EWall,S2 IS-4b-aware,D12%/k0.00,1.0349765743906882,1.0349765743906882,0.02519200557606549,0.4176898641829985,-0.17467262030427022,0.10583657394304091,1.0185476662771331,-0.17687931105226462,0.65,0.0688316848905901,1.019571740217186,-0.1175269549133342,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False
small439,V1,S1 max IS Sharpe,D15%/k0.50,0.7333438376165828,0.6853865117387756,0.026310652102247367,0.3118400017520744,-0.25905126182322114,0.06352095995056883,0.49230664187769546,-0.36124389175040517,0.7,0.046574969252485277,0.49446167973245764,-0.26394268634356743,0.5680478271993786,0.038484818461982595,-0.14684660360056612,0.49230664187769546,0.882010501050508,0.15450723909089636,-0.3371728920067377,False,False
small439,V1,S2 IS-4b-aware,NOTHING (no IS-4b arm),,,,,,,,,,,,,,,,,,,,,
small439,CAND20,S1 max IS Sharpe,D4%/k0.50,0.45177373643246477,0.4202543916037111,0.04085900002351939,0.45104009360769826,-0.16478329004765002,0.07232854473169592,0.487330838507868,-0.27432604586461007,0.55,0.042931993554554015,0.48592080826137707,-0.1524393751680394,0.5680478271993786,0.038484818461982595,-0.14684660360056612,0.49230664187769546,0.882010501050508,0.15450723909089636,-0.3371728920067377,False,False
small439,CAND20,S2 IS-4b-aware,NOTHING (no IS-4b arm),,,,,,,,,,,,,,,,,,,,,
small439,EWall,S1 max IS Sharpe,D3%/k0.25,0.4809753410238559,0.42099167842317087,0.013879516434992967,0.31673293874700015,-0.12100663336131068,0.03165869053202308,0.29301897981506714,-0.39903330635707657,0.3,0.011447887219270925,0.29349602120373397,-0.13614499434515126,0.5680478271993786,0.038484818461982595,-0.14684660360056612,0.49230664187769546,0.882010501050508,0.15450723909089636,-0.3371728920067377,True,True
small439,EWall,S2 IS-4b-aware,NOTHING (no IS-4b arm),,,,,,,,,,,,,,,,,,,,,
