selector,picks,pass4a,pass4b,beats_v2,beats_spy,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,share4a,share4b
IS_CAGR,18,0,2,6,12,0.2017302456489907,0.8681547368319303,-0.3181381019032449,0.9833718460477754,0.8746074155389735,0.15295212164384453,-0.3371682228621118,0.0,0.1111111111111111
IS_CALMAR,18,0,3,6,9,0.18381238953454046,0.8695021541701062,-0.2996706041275885,0.9833718460477754,0.8746074155389735,0.15295212164384453,-0.3371682228621118,0.0,0.16666666666666666
IS_MINDD,18,2,4,11,12,0.07218816797814487,0.9978558985038308,-0.13290815687439614,0.9833718460477754,0.8746074155389735,0.15295212164384453,-0.3371682228621118,0.1111111111111111,0.2222222222222222
IS_SHARPE,18,0,2,6,9,0.18815189265713558,0.8561862704534072,-0.3033543388395693,0.9833718460477754,0.8746074155389735,0.15295212164384453,-0.3371682228621118,0.0,0.1111111111111111
