panel,cost,n,N,mean,median,sd,win,t,p05,p95,dCAGR,dMaxDD,dOOS,win_OOS,mg_mean,mg_median,mg_win,mg_t,mg_dCAGR,mg_dMaxDD,mg_dOOS,mg_win_OOS
B136,0.0,5,1000,-0.12350593248756715,-0.12903834666583308,0.09636506732932888,0.097,-40.52921478993561,-0.2710886314231876,0.03869063517106712,0.029768459139161374,-0.0367664067699624,-0.18736794185365685,0.057,-0.16164197343321116,-0.15880536458163086,0.037,-57.599489127305056,0.03867288016218384,-0.05480498985012455,-0.23461662580988069,0.013
B136,0.0,20,1000,0.010697282904009623,0.003530080207004349,0.05812750744172605,0.518,5.819581853869058,-0.07131936217651981,0.11656100837537824,-0.0012308020447795442,0.009462574625869413,0.029729748208511042,0.662,-0.027438758041634377,-0.027459983905503638,0.222,-25.710719559954708,0.007041494962833905,-0.009467196099241182,-0.013826191992982406,0.391
SMALL439,0.0,5,1000,0.006356823423855443,0.008994939633017729,0.14334366475851207,0.536,1.4023668738174515,-0.23285965211805787,0.2380648048301259,0.007767316626015375,-0.007845188256394131,0.06567043736518766,0.626,0.03812533606222703,0.03959659047192694,0.617,8.385321958017096,0.02706147616509713,-0.16683623910504458,0.1253709666172676,0.738
SMALL439,0.0,20,1000,-0.03739446087784866,-0.037606763988423386,0.0826172065654333,0.323,-14.313200986093044,-0.1704969451383954,0.10041637396309028,-0.02012692705953778,0.1601330106018029,-0.07323384602275199,0.268,-0.005625948239477068,-0.005632397278902714,0.383,-9.67828842462893,-0.00042704003999549656,-0.0012630255915582755,-0.006452085248965872,0.406
U56,0.0,5,1000,-0.11320355788893878,-0.11486224060127037,0.060076945820259596,0.032,-59.587097392532215,-0.20854032423544602,-0.01383005379995438,0.051409808578680605,-0.03268019724175247,-0.12825043918512458,0.053,-0.1608296965141411,-0.16069275548497625,0.002,-85.96849978983408,0.05786183550631674,-0.04456635149783056,-0.20818581232964173,0.002
U56,0.0,20,1000,0.04900706681183432,0.04776291498916363,0.032079440609084055,0.94,48.30943109573996,-0.0030456554187581414,0.1040721157306203,0.009426691710481716,-0.007839621170571909,0.1035191562400336,0.987,0.0013809281866319458,0.0015894089362417096,0.524,2.0872378954600905,0.016077772381606792,-0.016900308281462828,0.02709429792768203,0.829
B136,10.0,5,1000,-0.14343907903879188,-0.14780581570909185,0.09816137556536476,0.076,-46.20903004129703,-0.2959419064015327,0.020676672853918644,0.021246457937946217,-0.04117746014377022,-0.20600904395214636,0.047,-0.1928272636578945,-0.19075889095404175,0.019,-66.82193252164971,0.028141602245252195,-0.06271250645509041,-0.26271785596804165,0.008
B136,10.0,20,1000,0.017148501857980072,0.010434111395431267,0.0580684328758796,0.589,9.338692581347694,-0.06671191497029064,0.12312578549051387,-0.000211907486389884,0.013942041297677732,0.040196533285422886,0.718,-0.03223968276112255,-0.03191494094769565,0.192,-29.16722682295166,0.005751351922923087,-0.009367977391596172,-0.015369642357029867,0.384
SMALL439,10.0,5,1000,0.007384026455593534,0.011881104509821175,0.1445076263970774,0.54,1.6158553347526288,-0.2386780430998979,0.24042330056721128,0.005446661225260163,-0.012922501650174556,0.06762162096759884,0.628,0.015326035741630576,0.017454545470239023,0.551,3.335673337149906,0.015941964263661568,-0.18284960830017688,0.10555087355699722,0.699
SMALL439,10.0,20,1000,-0.012969430983181979,-0.012384049294231106,0.08272276369715846,0.437,-4.957878585072079,-0.14540696065227723,0.12353652261332311,-0.011601914669067237,0.17065148828202498,-0.04876774941419136,0.328,-0.005027421697144938,-0.005043727628858019,0.395,-8.59932066641163,-0.00041774893322310547,-0.0014329050817564193,-0.005459771281367015,0.418
U56,10.0,5,1000,-0.12752077974399956,-0.1296268610450777,0.0609736540450903,0.015,-66.13612375822062,-0.22425043228649588,-0.02722092752465621,0.04193165302386259,-0.03587806054714027,-0.13644418700897615,0.046,-0.18807297504958842,-0.18862668120136072,0.0,-99.51502762269396,0.04603930939523471,-0.05140826710175184,-0.22971696800641628,0.001
U56,10.0,20,1000,0.05972168064818936,0.0587288187822943,0.03235095493534966,0.972,58.37742252706032,0.007304742370765494,0.11486941739631085,0.010274392222163531,-0.0055352208428832705,0.11764106476842956,0.993,-0.0008305146573995046,-0.0006685611012466897,0.49,-1.2445969186108445,0.01463588217402767,-0.01688654248403315,0.02750174825679652,0.833
B136,25.0,5,1000,-0.1733860242673427,-0.17653330869634648,0.1013436869138528,0.048,-54.10250680855022,-0.33078333521731507,-0.0034670478489052755,0.009177607013875821,-0.050151553188309994,-0.23023502996443218,0.03,-0.2397095367594223,-0.2372159569378634,0.005,-79.4535769398952,0.012777748197739136,-0.0820802194253833,-0.3040752624812202,0.002
B136,25.0,20,1000,0.026920491386406967,0.020610850285954496,0.05826210626299865,0.668,14.61156727285275,-0.05878537940456853,0.12966535228283202,0.0009961408948806483,0.022146932350228354,0.05423037495361577,0.787,-0.03940302110567262,-0.03946742550916521,0.148,-33.66353798916769,0.003882654153474774,-0.009176263110008853,-0.017289223675358456,0.377
SMALL439,25.0,5,1000,0.008832051445015176,0.012276160671624254,0.14643344195711241,0.547,1.9073101475146188,-0.24018933002965456,0.24446810558417995,0.0020534589656907576,-0.020170916023722174,0.07242341370464744,0.637,-0.01888167048098564,-0.017306826591283995,0.456,-4.044447173214587,-0.0007859114930530708,-0.20619076141036324,0.07406667199049316,0.64
SMALL439,25.0,20,1000,0.023582364661842405,0.022961578516851645,0.08307306304156525,0.613,8.976915285617396,-0.11301640914899075,0.1585497406246717,0.0010319425460909026,0.18766889329461767,-0.013702085398863278,0.441,-0.004131357264158413,-0.004147835544297193,0.415,-7.001080864369207,-0.00038710584377410484,-0.0014065589106357357,-0.004478762081076441,0.433
U56,25.0,5,1000,-0.14911316610605727,-0.15124451337378897,0.06265351719139808,0.01,-75.26109549024657,-0.249689178403322,-0.04585536745733862,0.02821816344984096,-0.04313660127890789,-0.14818963796108625,0.039,-0.22912121833872426,-0.22963602685111273,0.0,-118.72096251522427,0.029091905799923712,-0.06544619352243802,-0.2605946620476998,0.0
U56,25.0,20,1000,0.07585778564364128,0.07423697677332874,0.03291557656579704,0.995,72.87837732728462,0.022864621065873676,0.13263452702953282,0.01143074402247446,-0.0001400724837698486,0.13771466857237585,0.999,-0.004150266589025701,-0.004226464122517037,0.432,-6.059957040854299,0.012568661829879035,-0.016840733983964795,0.028474697468609422,0.826
