kind,panel,mech,freq,hold,seed,cost,turn_yr,drag_bp,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_CAGR,IS_Sharpe,IS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,pass4b,nfail
BOOK,U56,CAND20,D,0,-1,10.0,25.815624406091022,258.15624406091024,0.1130695366733796,0.9702146811938596,-0.18337216286830704,0.9514754210217491,0.9911366636697868,0.13092262170858882,1.0620731486953552,-0.18337216286830682,0.09176121876801657,0.8491318420809958,-0.13068395611072392,False,True,True,True,True,False,1
BOOK,U56,CAND20,D,0,-1,0.0,25.815624406091022,0.0,0.14217009453607155,1.1901526518492975,-0.17891200846961797,1.1869688463479025,1.198720064669035,0.16008644183425602,1.2697300857099352,-0.17891200846961797,0.12077803902502415,1.0863503048247611,-0.12152934249282255,True,True,True,True,True,True,0
BOOK,U56,CAND20,D,5,-1,10.0,15.166940097620998,151.66940097620997,0.12894678380602342,1.0667345895665878,-0.17160878235034527,1.0470894122722434,1.0898843355906174,0.14828861620344025,1.1537348264037217,-0.1716087823503455,0.10588904704341773,0.9518273265223677,-0.1272150100056375,True,True,True,True,True,True,0
BOOK,U56,CAND20,D,5,-1,0.0,15.166940097620998,0.0,0.1461937300837195,1.1926915779847727,-0.1705626397141854,1.1808033099074802,1.2099957767446903,0.16592253386047773,1.274309961263198,-0.1705626397141854,0.12267672032616939,1.0856957601964488,-0.12018241817840924,True,True,True,True,True,True,0
BOOK,U56,CAND20,D,21,-1,10.0,8.488302520691708,84.88302520691707,0.14203112004859975,1.1132252374527998,-0.20188696387039184,1.2190286128635215,1.0375140847442708,0.1499886003277906,1.1023924343743483,-0.20188696387039196,0.13243881634262444,1.1365889832626652,-0.12182404763830912,True,True,True,True,True,True,0
BOOK,U56,CAND20,D,21,-1,0.0,8.488302520691708,0.0,0.15176043425921448,1.1802469526998436,-0.20080970202890647,1.2888970846579018,1.1028573664531178,0.16020453029710224,1.1678080397980346,-0.20080970202890658,0.14158561000673187,1.2063875765152168,-0.11990519839132441,True,True,True,True,True,True,0
BOOK,U56,CAND20,D,63,-1,10.0,5.261049777862611,52.610497778626105,0.1518278488560536,1.0910154901363527,-0.26232566577378613,1.2338758113166346,0.998299011879114,0.16362526525584764,1.0804941398765175,-0.26232566577378635,0.13765773396197978,1.1219132140574177,-0.13791320123438422,True,True,True,False,True,False,1
BOOK,U56,CAND20,D,63,-1,0.0,5.261049777862611,0.0,0.15789699127545553,1.128857222275514,-0.26200362929629595,1.2763503197583357,1.0332113934717169,0.16991014847877772,1.1160186698170695,-0.26200362929629606,0.14346984253251738,1.1637983024850977,-0.13707345914449454,True,True,True,False,True,False,1
BOOK,U56,CAND20,D,126,-1,10.0,4.059312071238496,40.59312071238496,0.15418245757639903,1.0977079179818106,-0.2313086085733017,1.204142263015966,1.0323358747653755,0.1719911413770463,1.1219633479868307,-0.2313086085733016,0.13291300627328706,1.0756291568197256,-0.13089814236444142,True,True,True,False,True,False,1
BOOK,U56,CAND20,D,126,-1,0.0,4.059312071238496,0.0,0.1588736573517664,1.126745848345373,-0.23092587141455478,1.2355516350716682,1.0599824810335108,0.17699292113775522,1.149993596890333,-0.23092587141455456,0.13723811798432872,1.1065559961931557,-0.13049892452633693,True,True,True,False,True,False,1
