panel,signal,alpha,look,full_CAGR,full_Sharpe,full_MaxDD,h1_CAGR,h1_Sharpe,h1_MaxDD,h2_CAGR,h2_Sharpe,h2_MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,is__CAGR,is__Sharpe,is__MaxDD,turnover,exposure,w_max,w_max_mean,n_eff,n_held,sum_dev,keep4a,keep4b,fail4a,fail4b
U56,COMPOSITE3,0.0,20,0.1578143852165539,1.152200994598872,-0.19127563591226449,0.14985422354517652,1.2126878654965827,-0.13952247957155728,0.1658260367270643,1.1127597044294906,-0.19127563591226415,0.17284600189211563,1.1831862943616596,-0.19127563591226437,0.1397990134833147,1.1157639886864141,-0.13952247957155728,2.7545467683703984,0.7503304672603365,0.125,0.05085571830881697,19.791757049891537,19.79175704989154,2.220446049250313e-16,False,True,"H1,H2,DD",-
U56,COMPOSITE3,0.0,60,0.1578143852165539,1.152200994598872,-0.19127563591226449,0.14985422354517652,1.2126878654965827,-0.13952247957155728,0.1658260367270643,1.1127597044294906,-0.19127563591226415,0.17284600189211563,1.1831862943616596,-0.19127563591226437,0.1397990134833147,1.1157639886864141,-0.13952247957155728,2.7545467683703984,0.7503304672603365,0.125,0.05085571830881697,19.791757049891537,19.79175704989154,2.220446049250313e-16,False,True,"H1,H2,DD",-
U56,COMPOSITE3,0.0,126,0.1578143852165539,1.152200994598872,-0.19127563591226449,0.14985422354517652,1.2126878654965827,-0.13952247957155728,0.1658260367270643,1.1127597044294906,-0.19127563591226415,0.17284600189211563,1.1831862943616596,-0.19127563591226437,0.1397990134833147,1.1157639886864141,-0.13952247957155728,2.7545467683703984,0.7503304672603365,0.125,0.05085571830881697,19.791757049891537,19.79175704989154,2.220446049250313e-16,False,True,"H1,H2,DD",-
U56,COMPOSITE3,0.25,20,0.14874735613954826,1.14277717402833,-0.1835601667092549,0.13942649706296395,1.1818848169715688,-0.13552435312189004,0.15814022016399387,1.1193429033421862,-0.18356016670925523,0.16550039244161163,1.1950707494648158,-0.1835601667092548,0.1287039463189601,1.0761115043802387,-0.13552435312189004,3.171549203786128,0.7503124322034422,0.15196975437834306,0.062105855587782574,19.515242283545945,19.79175704989154,4.440892098500626e-16,False,True,"H1,H2,DD",-
U56,COMPOSITE3,0.25,60,0.14822947677415232,1.1392351579468252,-0.1841585415067416,0.13831497220917455,1.1751406712997443,-0.13631169682458455,0.15822581846147532,1.118762032656823,-0.18415854150674082,0.16560618981235176,1.194686915536664,-0.18415854150674116,0.12745236325250953,1.068211715915273,-0.13631169682458455,2.8093099531567525,0.7503104753010409,0.16128792980384912,0.062311627193893514,19.528735036657856,19.79175704989154,4.440892098500626e-16,False,True,"H1,H2,DD",-
U56,COMPOSITE3,0.25,126,0.14838867577856396,1.1388124947645812,-0.1838762457648322,0.1392390283665914,1.1823811671764815,-0.1346398274308973,0.15760764367918045,1.1123642412119437,-0.18387624576483197,0.16490863482447038,1.1875724441985598,-0.1838762457648324,0.1286198400383951,1.0771533851961155,-0.1346398274308973,2.76147130494973,0.7503112350317183,0.1635393829374522,0.06266086132005524,19.5284549070962,19.79175704989154,4.440892098500626e-16,False,True,"H1,H2,DD",-
U56,COMPOSITE3,0.5,20,0.13982551040118918,1.1298209628707203,-0.17678878461934022,0.1297603555006328,1.1502280413472912,-0.1313890723921819,0.14997575054552437,1.1204520280150265,-0.17678878461933945,0.15769881279109432,1.2015831635749876,-0.1767887846193401,0.11846738075416496,1.0362944952189002,-0.1313890723921819,3.9305635590295123,0.7502952833876726,0.18065559325402786,0.07501143455803624,18.74875875977793,19.79175704989154,4.440892098500626e-16,False,True,"H1,H2,DD",-
U56,COMPOSITE3,0.5,60,0.13901257312480264,1.1235892071222928,-0.17793671095269192,0.12796932873803057,1.1386104512003787,-0.13285810070073523,0.15015889647588687,1.1192055775480216,-0.17793671095269148,0.15795506254307057,1.2008934516299443,-0.17793671095269126,0.11640020941912366,1.0223439784523636,-0.13285810070073523,2.999530059986574,0.7502913642751629,0.20061632289758882,0.0755688681906963,18.783780444869674,19.79175704989154,4.440892098500626e-16,False,True,"H1,H2,DD",-
U56,COMPOSITE3,0.5,126,0.13918520321711458,1.1219870260322398,-0.17728578522876703,0.12927461143249008,1.149600947527015,-0.1298211447574712,0.1491782560694499,1.1076970501728383,-0.17728578522876692,0.1568071358795755,1.1878374006874943,-0.17728578522876648,0.11812258960006239,1.036438383979807,-0.1298211447574712,2.832908250929764,0.7502924358019659,0.2064197786158583,0.07645585142124674,18.772370002352964,19.79175704989154,4.440892098500626e-16,False,True,"H1,H2,DD",-
U56,COMPOSITE3,0.75,20,0.13148055697137906,1.1155639132552662,-0.17058228156740984,0.12110367719902304,1.1205017928223828,-0.1286970355190411,0.14194875385899342,1.1180119251247644,-0.17058228156740995,0.15003902512115252,1.2046161578153365,-0.1705822815674103,0.10932109476691898,0.9989031502171156,-0.1286970355190411,4.744571354076716,0.7502792442429594,0.24662469502581913,0.08957224969741148,17.628492597879156,19.79175704989154,4.440892098500626e-16,False,True,"H1,H2,DD",-
