panel,dial,leg,n_rungs,shape_class,tent,mono,direction,mono_score,rho,pick,pick_i,endpoint,n_binding_legs,binding_at_pick,binding_first,binding_last,spread,paired_SD,spread_over_SD,flat,need_lo,SD_lo,lo_over_SD,need_hi,SD_hi,hi_over_SD,resolved_lo,resolved_hi,tent_resolved,plateau_rungs,plateau_tilt,ramp_rise
U56,D_GROSS,L_DD,33,TENT,True,False,none,0.53125,0.37165775401069523,0.625,17,False,2,M_CAGR,M_CAGR,M_SWAP,0.7542259652838496,0.20500327450033998,3.679092283389838,False,0.7542259652838496,0.20500327450033998,3.679092283389838,0.4961207344053313,0.17675474174653236,2.806831259535725,True,True,True,15,-0.47304082745851417,0.7542259652838496
U56,D_GROSS,L_VOLTGT,33,TENT,True,False,none,0.71875,0.8138368983957219,0.775,23,False,3,M_S,M_CAGR,M_SWAP,0.8858256839977348,0.13410825541767057,6.6053031652592455,False,0.8858256839977348,0.13410825541767057,6.6053031652592455,0.20250773116226456,0.09424702877077079,2.1486908797391084,True,True,True,9,-0.1933966617296946,0.8858256839977348
U56,D_GROSS,L_TUW,33,TENT,True,False,none,0.46875,0.6962060881213592,0.575,15,False,2,M_SWAP,M_CAGR,M_SWAP,0.6301763352506294,0.08719943981714677,7.226839261491591,False,0.6301763352506294,0.08719943981714677,7.226839261491591,0.004127358490565992,0.06589131773959844,0.06263888221020643,True,False,False,18,-0.004127358490565992,0.6301763352506294
U56,D_GROSS,L_ULCER,33,TENT,True,False,none,0.53125,0.7727272727272728,0.625,17,False,2,M_SWAP,M_CAGR,M_SWAP,0.730350312548905,0.29965649867766747,2.4372917516283317,False,0.730350312548905,0.29965649867766747,2.4372917516283317,0.009558102308616562,0.09250063881796937,0.10333012215651623,True,False,False,16,-0.009558102308616562,0.730350312548905
U56,D_N,L_DD,11,OTHER-NONMONO,False,False,none,0.7,0.9090909090909091,40,9,False,1,M_SWAP,M_SWAP,M_SWAP,1.8152706769803522,0.5928768324116445,3.061800660343528,False,1.8152706769803522,0.5928768324116445,3.061800660343528,0.005175078919564646,0.0516018754578105,0.1002885820263601,True,False,False,11,1.8100955980607876,1.8152706769803522
U56,D_N,L_VOLTGT,11,TENT,True,False,none,0.6,0.5909090909090909,15,5,False,3,M_SWAP,M_SWAP,M_CAGR,0.43138844335046644,0.1624417096419364,2.655650721119337,False,0.43138844335046644,0.1624417096419364,2.655650721119337,0.0646594487954534,0.12322631189616402,0.524721123277132,True,False,False,6,0.43138844335046644,0.43138844335046644
U56,D_N,L_TUW,11,FLAT,False,False,none,0.6,0.8747175313501542,50,10,True,1,M_SWAP,M_SWAP,M_SWAP,0.05188679245283028,0.12377490427755121,0.4192028485554715,True,0.05188679245283028,0.12377490427755121,0.4192028485554715,0.0,0.0,,False,False,False,11,0.05188679245283028,0.05188679245283028
U56,D_N,L_ULCER,11,TENT,True,False,none,0.6,0.7363636363636363,40,9,False,2,M_CAGR,M_SWAP,M_CAGR,0.3437516278221043,0.2917957813063722,1.1780555095180791,False,0.30902751774936915,0.4430966639590605,0.6974268661565041,0.03542802592300762,0.06554010031528623,0.5405549541819143,False,False,False,9,0.06651565817620565,0.30902751774936915
U56,D_HOLD,L_DD,9,TENT,True,False,none,0.625,-0.8666666666666667,10,1,False,2,M_CAGR,M_CAGR,M_SWAP,0.32568585426346414,0.2057038380858998,1.5832755348369392,False,0.06921109785075322,0.06572212271592466,1.0530867688176964,0.32568585426346414,0.2057038380858998,1.5832755348369392,True,True,True,7,-0.32094236456623854,0.06921109785075322
U56,D_HOLD,L_VOLTGT,9,TENT,True,False,none,0.625,0.7999999999999999,189,7,False,3,M_SWAP,M_CAGR,M_S,0.2604898157824959,0.1744720911122902,1.4930171015996176,False,0.2604898157824959,0.1744720911122902,1.4930171015996176,0.04350641844476105,0.07835023184150568,0.5552812981175345,True,False,False,2,0.010434050775617376,0.2604898157824959
U56,D_HOLD,L_TUW,9,FLAT,False,False,none,0.5,0.8666666666666667,189,7,False,1,M_SWAP,M_SWAP,M_SWAP,0.04952830188679242,0.12038051094269583,0.41143123167477785,True,0.04952830188679242,0.12038051094269583,0.41143123167477785,0.009433962264150912,0.0431217678539189,0.218774942068929,False,False,False,9,0.04009433962264151,0.04952830188679242
U56,D_HOLD,L_ULCER,9,OTHER-NONMONO,False,False,none,0.625,0.7333333333333334,189,7,False,1,M_SWAP,M_SWAP,M_SWAP,0.5601151113196174,0.18124450122650998,3.0903840256075665,False,0.5601151113196174,0.18124450122650998,3.0903840256075665,0.19551597793464237,0.1285622471441249,1.520788429557076,True,True,False,9,0.3645991333849751,0.5601151113196174
U56,D_CADENCE,L_DD,6,OTHER-NONMONO,False,False,none,0.8,-0.8285714285714287,D,0,True,1,M_SWAP,M_SWAP,M_SWAP,0.3208528995729151,0.20938821913608985,1.5323350133866884,False,0.0,0.0,,0.3208528995729151,0.20938821913608985,1.5323350133866884,False,True,False,6,-0.3208528995729151,0.0
U56,D_CADENCE,L_VOLTGT,6,FLAT,False,False,none,0.6,-0.2571428571428572,2W,2,False,1,M_S,M_S,M_S,0.10963048519105051,0.11526315102300762,0.9511321200057009,True,0.09117102465721794,0.06743836606071744,1.351916275301407,0.061474990253341716,0.11904488164377293,0.516401792370192,True,False,False,0,,0.09117102465721794
U56,D_CADENCE,L_TUW,6,FLAT,False,False,none,0.6,-0.028988551782622423,2W,2,False,1,M_SWAP,M_SWAP,M_SWAP,0.016509433962264227,0.0780961102924381,0.2113989275578915,True,0.009433962264151042,0.0484468879655919,0.19472793114908143,0.016509433962264227,0.0780961102924381,0.2113989275578915,False,False,False,6,-0.007075471698113185,0.009433962264151042
U56,D_CADENCE,L_ULCER,6,OTHER-NONMONO,False,False,none,0.6,-0.6,2W,2,False,1,M_SWAP,M_SWAP,M_SWAP,0.4202168573165077,0.2383862141188889,1.7627565372003244,False,0.18514295467169095,0.12108790704890653,1.5289962406973725,0.4202168573165077,0.2383862141188889,1.7627565372003244,True,True,False,6,-0.23507390264481676,0.18514295467169095
U56,D_MAXVOL,L_DD,7,OTHER-NONMONO,False,False,none,0.8333333333333334,-0.4642857142857144,0.3,0,True,1,M_SWAP,M_SWAP,M_SWAP,0.2558635415799395,0.1804578837683886,1.4178573761195796,False,0.0,0.0,,0.142704006533449,0.17284758881197718,0.8256060007217212,False,False,False,7,-0.142704006533449,0.0
U56,D_MAXVOL,L_VOLTGT,7,FLAT,False,False,none,0.8333333333333334,-0.14285714285714288,0.3,0,True,3,M_CAGR,M_CAGR,M_SWAP,0.11830986487812448,0.12632130794066787,0.93657884648957,True,0.0,0.0,,0.029870972876311186,0.1236234929445821,0.24162861091218105,False,False,False,2,-0.009153847458216458,0.0
U56,D_MAXVOL,L_TUW,7,FLAT,False,False,none,0.6666666666666666,-0.5225437283634242,0.3,0,True,1,M_SWAP,M_SWAP,M_SWAP,0.03832547169811325,0.061748888376069525,0.6206665853593908,True,0.0,0.0,,0.021816037735849017,0.05920598336165071,0.368476908872353,False,False,False,7,-0.021816037735849017,0.0
U56,D_MAXVOL,L_ULCER,7,OTHER-NONMONO,False,False,none,0.8333333333333334,-0.6071428571428572,0.3,0,True,3,M_CAGR,M_CAGR,M_SWAP,0.3542339584327502,0.24292276379166614,1.4582164013931032,False,0.0,0.0,,0.17200722656343287,0.2537930823747268,0.6777459218114673,False,False,False,5,-0.03356904017867088,0.0
