Date,book,spy,excess
2017,0.013549628083817877,0.041290724032178705,-0.027741095948360828
2018,0.01798584242418455,-0.045714529622673084,0.06370037204685763
2019,0.16324519456303155,0.31225119649326594,-0.1490060019302344
2020,0.12242964214226193,0.18331174585861532,-0.060882103716353386
2021,0.15531844773338643,0.2873026846410891,-0.13198423690770267
2022,-0.10925184141618471,-0.18176325799955306,0.07251141658336835
2023,0.12695940119224458,0.2617660732354312,-0.13480667204318664
2024,0.20592749479770434,0.24887838921519845,-0.04295089441749411
2025,0.19911548995988815,0.17718926798792234,0.02192622197196581
2026,0.15081616809316256,0.1398307583441447,0.01098540974901785
