corpus,arm,rows,CAGR,Sharpe,MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b
A,FULL-MODE,265,0.10598311467153668,1.0195659250396554,-0.17845504820391125,0.10808108977302817,1.0196062459883335,-0.17845504820391125,194,40
A,S-MODE,265,0.10598311467153668,1.0195659250396554,-0.17845504820391125,0.10808108977302817,1.0196062459883335,-0.17845504820391125,194,40
A,SEL-SHARPE,265,0.10802999715437919,1.0188932238650292,-0.18178786652149664,0.10899953955738947,1.0099944548437918,-0.18178786652149662,179,40
A,SINGLE-MODE,265,0.10963290503068533,1.0082734650633416,-0.1842761445867935,0.11151889599349542,1.0046994837126493,-0.18427614458679345,178,38
B,FULL-MODE,575,0.05644871427340133,0.707878592261756,-0.179404405008985,0.060578052363347595,0.7375001187931087,-0.17832188263880108,164,62
B,S-MODE,575,0.05644871427340133,0.707878592261756,-0.179404405008985,0.060578052363347595,0.7375001187931087,-0.17832188263880108,164,62
B,SEL-SHARPE,575,0.05537858753310214,0.7061989474556398,-0.18237065229329152,0.05797761578948626,0.7251141775822859,-0.18137224585863942,179,54
B,SINGLE-MODE,575,0.05644871427340133,0.707878592261756,-0.179404405008985,0.060578052363347595,0.7375001187931087,-0.17832188263880108,164,62
