src,panel,T_trade,chooser,pick,target,R_refresh,in_band,oos_CAGR,oos_Sharpe,oos_MaxDD,turn_py,keep4b_full,keep4b_oos,keep4b,keep4a_oos,bind
full,U56,W,C_ISSHARPE,"t=0.16,R=M",0.16,M,False,0.1629795609133713,1.1815336504062817,-0.2452176352862262,1.6730487084002543,False,False,False,False,L4_DD
full,U56,W,C_ISCALMAR,"t=0.20,R=M",0.2,M,False,0.16572200289794292,1.102576884279414,-0.27704733386702973,1.502080480867304,False,False,False,False,L4_DD
full,U56,W,C_ISDD,"t=0.08,R=M",0.08,M,False,0.11742743809402412,1.2561223062377382,-0.16281316611106156,2.8336184400736166,True,True,True,False,none
full,U56,W,C_ISLEGS,"t=0.12,R=M",0.12,M,True,0.15221849267829013,1.2649923221170265,-0.21272867194044376,2.134724459710851,False,False,False,False,L4_DD
full,U56,W,C_GXS,"t=0.16,R=M",0.16,M,False,0.1629795609133713,1.1815336504062817,-0.2452176352862262,1.6730487084002543,False,False,False,False,L4_DD
full,U56,W,C_GXDD,"t=0.08,R=M",0.08,M,False,0.11742743809402412,1.2561223062377382,-0.16281316611106156,2.8336184400736166,True,True,True,False,none
full,U56,W,C_MEMO,"t=0.16,R=W",0.16,W,False,0.15939920336045454,1.2193264066924652,-0.19861405013202715,1.8332902198544074,True,True,True,False,none
full,U56,W,C_ORACLE_OOS,"t=0.12,R=D",0.12,D,True,0.15130856186503672,1.3344774398616566,-0.15972245935531348,3.7273054111757156,True,True,True,False,none
full,U56,M,C_ISSHARPE,"t=0.16,R=M",0.16,M,False,0.16460058030960023,1.201821197210332,-0.2424267774427421,1.0540969569008192,False,False,False,False,L4_DD
full,U56,M,C_ISCALMAR,"t=0.20,R=M",0.2,M,False,0.16752179271010936,1.1211207760419306,-0.274786116522331,0.8984167546926686,False,False,False,False,L4_DD
full,U56,M,C_ISDD,"t=0.08,R=M",0.08,M,False,0.11870330469245571,1.2779895735466718,-0.16128146474466498,2.190068145517449,True,True,True,False,none
full,U56,M,C_ISLEGS,"t=0.12,R=M",0.12,M,True,0.1536992580236911,1.2865298993454573,-0.2100819118598538,1.4658876121097217,False,False,False,False,L4_DD
full,U56,M,C_GXS,"t=0.16,R=M",0.16,M,False,0.16460058030960023,1.201821197210332,-0.2424267774427421,1.0540969569008192,False,False,False,False,L4_DD
full,U56,M,C_GXDD,"t=0.08,R=M",0.08,M,False,0.11870330469245571,1.2779895735466718,-0.16128146474466498,2.190068145517449,True,True,True,False,none
full,U56,M,C_MEMO,"t=0.16,R=W",0.16,W,False,0.161049734601606,1.2343035427356428,-0.19675607090861813,1.512986516113168,True,True,True,False,none
full,U56,M,C_ORACLE_OOS,"t=0.12,R=D",0.12,D,True,0.15277029508582807,1.348483233161068,-0.15794875063714242,3.4184233005329134,True,True,True,False,none
full,B136,W,C_ISSHARPE,"t=0.20,R=M",0.2,M,False,0.16292924581527823,1.074385116753631,-0.30019189671555113,1.5585055762616997,False,False,False,False,L4_DD
full,B136,W,C_ISCALMAR,"t=0.20,R=M",0.2,M,False,0.16292924581527823,1.074385116753631,-0.30019189671555113,1.5585055762616997,False,False,False,False,L4_DD
full,B136,W,C_ISDD,"t=0.08,R=W",0.08,W,False,0.1096813412205333,1.2444707398266623,-0.10857052373008103,3.6299945183953914,False,True,False,True,L5_CAGR
full,B136,W,C_ISLEGS,"t=0.10,R=M",0.1,M,True,0.13052091034103186,1.1883824024585299,-0.20268617135667255,2.7108640125898167,False,False,False,False,L4_DD
full,B136,W,C_GXS,"t=0.20,R=M",0.2,M,False,0.16292924581527823,1.074385116753631,-0.30019189671555113,1.5585055762616997,False,False,False,False,L4_DD
full,B136,W,C_GXDD,"t=0.10,R=W",0.1,W,True,0.12683314614348595,1.2380130521914539,-0.13457437685108253,3.1033617880416666,True,True,True,False,none
full,B136,W,C_MEMO,"t=0.16,R=W",0.16,W,False,0.15363121068308483,1.1836768379269715,-0.18755462349374052,1.928880928823379,True,True,True,False,none
full,B136,W,C_ORACLE_OOS,"t=0.12,R=D",0.12,D,True,0.14455763849951841,1.2910978936787845,-0.1380367462008234,3.73326867688893,True,True,True,False,none
full,B136,M,C_ISSHARPE,"t=0.20,R=M",0.2,M,False,0.1626749659754536,1.082416560136597,-0.296669409852657,0.9337441661472567,False,False,False,False,L4_DD
full,B136,M,C_ISCALMAR,"t=0.20,R=M",0.2,M,False,0.1626749659754536,1.082416560136597,-0.296669409852657,0.9337441661472567,False,False,False,False,L4_DD
full,B136,M,C_ISDD,"t=0.08,R=W",0.08,W,False,0.10959403102865406,1.2466267519380154,-0.10856630804032974,3.689160794265325,False,True,False,True,L5_CAGR
full,B136,M,C_ISLEGS,"t=0.10,R=M",0.1,M,True,0.13048107802973363,1.2000101248389705,-0.19873936611768628,1.9991079023564786,True,True,True,False,none
full,B136,M,C_GXS,"t=0.20,R=M",0.2,M,False,0.1626749659754536,1.082416560136597,-0.296669409852657,0.9337441661472567,False,False,False,False,L4_DD
full,B136,M,C_GXDD,"t=0.10,R=W",0.1,W,True,0.12686649600621314,1.2417137558222724,-0.13457135059340242,3.0499197874567567,True,True,True,False,none
full,B136,M,C_MEMO,"t=0.16,R=W",0.16,W,False,0.15377974706285213,1.1886340351301932,-0.18739003410590027,1.607827387513665,True,True,True,False,none
full,B136,M,C_ORACLE_OOS,"t=0.12,R=D",0.12,D,True,0.1448255559068723,1.2967912790899943,-0.1383616724068658,3.411973460955561,True,True,True,False,none
full,SMALL665,W,C_ISSHARPE,"t=0.12,R=M",0.12,M,True,0.04195143476124863,0.3706849811501858,-0.37781236237540194,3.0939714816921797,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
full,SMALL665,W,C_ISCALMAR,"t=0.20,R=M",0.2,M,False,0.07645297250615957,0.4759483011752689,-0.4361554874885635,2.55541559518244,False,False,False,False,L2_H2|L3_OOS|L4_DD
full,SMALL665,W,C_ISDD,"t=0.08,R=M",0.08,M,False,0.024496189971137783,0.3025575674857246,-0.3189176567189078,2.891641462362683,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
full,SMALL665,W,C_ISLEGS,"t=0.20,R=M",0.2,M,False,0.07645297250615957,0.4759483011752689,-0.4361554874885635,2.55541559518244,False,False,False,False,L2_H2|L3_OOS|L4_DD
