src,panel,T_trade,chooser,pick,target,R_refresh,in_band,oos_CAGR,oos_Sharpe,oos_MaxDD,turn_py,keep4b_full,keep4b_oos,keep4b,keep4a_oos,bind
full,SMALL665,W,C_GXS,"t=0.12,R=M",0.12,M,True,0.04195143476124863,0.3706849811501858,-0.37781236237540194,3.0939714816921797,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
full,SMALL665,W,C_GXDD,"t=0.12,R=M",0.12,M,True,0.04195143476124863,0.3706849811501858,-0.37781236237540194,3.0939714816921797,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
full,SMALL665,W,C_MEMO,"t=0.16,R=W",0.16,W,False,0.05197039365792211,0.39937133781546075,-0.31479216528653087,3.0629847887181954,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
full,SMALL665,W,C_ORACLE_OOS,"t=0.20,R=D",0.2,D,False,0.07985093593546444,0.521896552234094,-0.3177842120162414,3.423225775438965,False,False,False,False,L2_H2|L3_OOS|L4_DD
full,SMALL665,M,C_ISSHARPE,"t=0.12,R=M",0.12,M,True,0.04049194403550338,0.3641322461027016,-0.36518556928642587,1.9846072702687263,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
full,SMALL665,M,C_ISCALMAR,"t=0.12,R=M",0.12,M,True,0.04049194403550338,0.3641322461027016,-0.36518556928642587,1.9846072702687263,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
full,SMALL665,M,C_ISDD,"t=0.08,R=M",0.08,M,False,0.023592613132337625,0.29698915838161327,-0.3074225162669483,1.9899128859077324,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
full,SMALL665,M,C_ISLEGS,"t=0.20,R=M",0.2,M,False,0.07362222826820575,0.4651495912696215,-0.42748778281968247,1.4383359765016566,False,False,False,False,L2_H2|L3_OOS|L4_DD
full,SMALL665,M,C_GXS,"t=0.12,R=M",0.12,M,True,0.04049194403550338,0.3641322461027016,-0.36518556928642587,1.9846072702687263,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
full,SMALL665,M,C_GXDD,"t=0.12,R=M",0.12,M,True,0.04049194403550338,0.3641322461027016,-0.36518556928642587,1.9846072702687263,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
full,SMALL665,M,C_MEMO,"t=0.16,R=W",0.16,W,False,0.05024262449939321,0.38955983348285045,-0.31437733489026265,2.733962863600981,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
full,SMALL665,M,C_ORACLE_OOS,"t=0.20,R=D",0.2,D,False,0.07827397210939013,0.5145222697751665,-0.316550439420642,2.625395270166995,False,False,False,False,L2_H2|L3_OOS|L4_DD
