panel,char,flavour,level,seed,n_from_B,n_from_S,cvol,breadth,tpers,retsgn,volpers,retac,reach_lo,reach_hi,feasible,bandwidth,n_pool
tpers~POOL~L0.952679~0,tpers,POOL,0.952679,0,6,30,0.46765963929915216,0.5315864766356789,0.9561573057695144,0.48915166845206914,0.9458285714712393,-0.03878482417568488,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.952679~1,tpers,POOL,0.952679,1,8,28,0.4969626455546215,0.5152404458467444,0.9568334523564374,0.4876182233354597,0.9440579929697903,-0.029150833006227377,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.952679~2,tpers,POOL,0.952679,2,4,32,0.5110435931824742,0.5265381938783772,0.9555969186981158,0.4938231971343223,0.947187286034327,-0.030491323197927706,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.952679~3,tpers,POOL,0.952679,3,3,33,0.48743957577784136,0.5363845964945954,0.9567906330148901,0.4908422194530673,0.9472359378877085,-0.030709587125780202,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.952679~4,tpers,POOL,0.952679,4,6,30,0.43212851416053244,0.5461142268612804,0.9560367798078144,0.48931079033477193,0.9447207576675315,-0.031130109682830833,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.952679~5,tpers,POOL,0.952679,5,9,27,0.4395192612908914,0.5443798088072692,0.9546941015841379,0.4890207163820317,0.9488646701041509,-0.04474739393228702,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~0,tpers,POOL,0.960691,0,9,27,0.45376416552583454,0.5314532350685885,0.9620055187754377,0.4935550149815425,0.947543338019149,-0.029228336697468098,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~1,tpers,POOL,0.960691,1,8,28,0.4912664641627167,0.5309255136511221,0.9619377227578584,0.4923098907692061,0.9474660980836553,-0.03300032436919978,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~2,tpers,POOL,0.960691,2,8,28,0.49749736092321367,0.5307947226666253,0.9633552822404527,0.49338243806413234,0.9474848143329052,-0.029071765767408678,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~3,tpers,POOL,0.960691,3,8,28,0.5039320886655128,0.5434737686849358,0.9620648730440201,0.4913784310590661,0.9477535409297472,-0.023672867913341316,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~4,tpers,POOL,0.960691,4,8,28,0.5174333082929791,0.5163658599640091,0.962624138769493,0.4937789086376869,0.9487388474335788,-0.019111931343639924,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~5,tpers,POOL,0.960691,5,9,27,0.4607988779908763,0.5481463097864954,0.9629512885352488,0.4935444202458408,0.9467297114286455,-0.029102391035768765,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.965932~0,tpers,POOL,0.965932,0,13,23,0.43579150418551255,0.5584162913987696,0.9653100602691571,0.49016265715269935,0.9475396855747122,-0.03732003383957599,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.965932~1,tpers,POOL,0.965932,1,9,27,0.42378033419999533,0.5513112754154943,0.9654907974190086,0.4990968462392353,0.9470750608577926,-0.024695314450803797,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.965932~2,tpers,POOL,0.965932,2,10,26,0.5135033197507267,0.5489475715350394,0.9659278998525542,0.49339525404945206,0.9461434433350209,-0.03104243469574149,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
