panel,cadence,chooser,book,estimator,n_phase,IS_Sharpe,IS_CAGR,IS_legs,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turn_per_yr,OOS_4b,OOS_4a,fail4b,null4b_ROTP,null4b_ROT,null4a_ROTP,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD
B136,M,IS_SHARPE,TOP20,CANON,1,1.2342405889547707,0.17034458257656926,5,0.15548074428192016,1.000411926222563,-0.2610525610883291,6.299782732017368,False,False,L4_DD,0.06,0.07,0.0,0.15331427255204866,0.8769078511614361,-0.3371595330739301,0.07884939392053303,1.1061149281164175,-0.12240985403190019
B136,M,IS_CAGR,TOP20,CANON,1,1.2342405889547707,0.17034458257656926,5,0.15548074428192016,1.000411926222563,-0.2610525610883291,6.299782732017368,False,False,L4_DD,0.06,0.07,0.0,0.15331427255204866,0.8769078511614361,-0.3371595330739301,0.07884939392053303,1.1061149281164175,-0.12240985403190019
B136,M,IS_LEGS,TOP20,CANON,1,1.2342405889547707,0.17034458257656926,5,0.15548074428192016,1.000411926222563,-0.2610525610883291,6.299782732017368,False,False,L4_DD,0.06,0.07,0.0,0.15331427255204866,0.8769078511614361,-0.3371595330739301,0.07884939392053303,1.1061149281164175,-0.12240985403190019
B136,Q,IS_SHARPE,TOP20,FPORT,63,1.1993175519136343,0.1624359386701162,4,0.14966674590860896,0.9497779512213415,-0.26026923518537604,3.514036458822125,False,False,L4_DD,0.0,0.0,0.0,0.15331427255204866,0.8769078511614361,-0.3371595330739301,0.07884939392053303,1.1061149281164175,-0.12240985403190019
B136,Q,IS_CAGR,TOP20,FPORT,63,1.1993175519136343,0.1624359386701162,4,0.14966674590860896,0.9497779512213415,-0.26026923518537604,3.514036458822125,False,False,L4_DD,0.0,0.0,0.0,0.15331427255204866,0.8769078511614361,-0.3371595330739301,0.07884939392053303,1.1061149281164175,-0.12240985403190019
B136,Q,IS_LEGS,EWELIG,CANON,1,1.116694192791984,0.11905201774982732,5,0.10969651952700232,0.9694689654665202,-0.24436024823827207,1.9682261170733295,False,False,L4_DD,0.0,0.0,0.0,0.15331427255204866,0.8769078511614361,-0.3371595330739301,0.07884939392053303,1.1061149281164175,-0.12240985403190019
U56,M,IS_SHARPE,BAND03,CANON,1,1.10574295264471,0.08054666238210295,4,0.09550316049849017,1.2236362606421853,-0.14381683197937534,1.2346928785012803,False,False,L5_CAGR,0.0,0.0,0.0,0.15210156343930548,0.8713084695230762,-0.3371725677562022,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,IS_CAGR,TOP20,CANON,1,1.0979344367981414,0.12330867640801269,5,0.16675561404197548,1.2833491709762566,-0.19506866657348376,4.324852201793088,True,False,-,0.815,0.77,0.0,0.15210156343930548,0.8713084695230762,-0.3371725677562022,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,M,IS_LEGS,TOP20,CANON,1,1.0979344367981414,0.12330867640801269,5,0.16675561404197548,1.2833491709762566,-0.19506866657348376,4.324852201793088,True,False,-,0.815,0.77,0.0,0.15210156343930548,0.8713084695230762,-0.3371725677562022,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,Q,IS_SHARPE,EWELIG,CANON,1,1.1346292832837255,0.11596489592698034,5,0.1151706555831351,1.032801696452597,-0.2220595606403195,1.9101787210936687,False,False,L4_DD,0.0,0.0,0.0,0.15210156343930548,0.8713084695230762,-0.3371725677562022,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,Q,IS_CAGR,TOP20,FPORT,63,1.0776005620919509,0.12140501532377113,5,0.15476229709831713,1.1213903153930784,-0.24235541653573867,2.4454019565344978,False,False,L4_DD,0.68,0.68,0.0,0.15210156343930548,0.8713084695230762,-0.3371725677562022,0.09454831802271646,1.2764916149303631,-0.12054949323437081
U56,Q,IS_LEGS,EWELIG,CANON,1,1.1346292832837255,0.11596489592698034,5,0.1151706555831351,1.032801696452597,-0.2220595606403195,1.9101787210936687,False,False,L4_DD,0.0,0.0,0.0,0.15210156343930548,0.8713084695230762,-0.3371725677562022,0.09454831802271646,1.2764916149303631,-0.12054949323437081
