panel,book,k,seed,cost,kind,events,Turn,dTurn,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,dSharpe,dCAGR,dMaxDD,dH1,dH2,p4a_ctl,p4a_live,p4b
U56,v1,1,5,10.00000000,noop,1,23.64807230,0.01697023,0.06411696,0.66047128,-0.13827804,0.64289445,0.67922644,0.55467024,0.04937472,0.07643370,0.73970031,-0.13827804,-0.00062991,-0.00007678,0.00000000,0.00000000,-0.00117784,False,False,False
U56,v1,1,5,25.00000000,noop,1,23.64807230,0.01697023,0.02702173,0.31222243,-0.15629985,0.28691949,0.33556146,0.20680191,0.01526905,0.03681895,0.39014104,-0.14177196,-0.00092719,-0.00010028,0.00000000,0.00000000,-0.00172241,False,False,False
U56,v1,1,6,0.00000000,noop,1,23.64801717,0.01691510,0.08931605,0.88975242,-0.13594402,0.87934859,0.90368570,0.78599305,0.07272783,0.10319270,0.96820103,-0.13594402,-0.00254069,-0.00031242,0.00000000,0.00000000,-0.00475283,False,False,False
U56,v1,1,6,10.00000000,noop,1,23.64801717,0.01691510,0.06387069,0.65831984,-0.13827804,0.64289445,0.67521706,0.55467024,0.04937472,0.07597912,0.73598556,-0.13827804,-0.00278135,-0.00032305,0.00000000,0.00000000,-0.00518722,False,False,False
U56,v1,1,6,25.00000000,noop,1,23.64801717,0.01691510,0.02678425,0.31000571,-0.15629985,0.28691949,0.33144255,0.20680191,0.01526905,0.03638148,0.38632068,-0.14244536,-0.00314390,-0.00033776,0.00000000,0.00000000,-0.00584132,False,False,False
U56,v1,1,7,0.00000000,noop,1,23.64809757,0.01699550,0.08960632,0.89202627,-0.13594402,0.87875447,0.90843853,0.78536960,0.07267959,0.10377017,0.97258816,-0.13594402,-0.00026684,-0.00002215,-0.00000000,-0.00059412,0.00000000,False,False,False
U56,v1,1,7,10.00000000,noop,1,23.64809757,0.01699550,0.06415399,0.66068537,-0.13827804,0.64198009,0.68040428,0.55369720,0.04928801,0.07657544,0.74078214,-0.13827804,-0.00041582,-0.00003975,-0.00000000,-0.00091436,0.00000000,False,False,False
U56,v1,1,7,25.00000000,noop,1,23.64809757,0.01699550,0.02705740,0.31251408,-0.15629985,0.28553377,0.33728387,0.20531397,0.01512777,0.03700370,0.39173440,-0.14177196,-0.00063554,-0.00006461,-0.00000000,-0.00138572,0.00000000,False,False,False
U56,v1,1,8,0.00000000,noop,1,23.64806954,0.01696747,0.08965332,0.89252380,-0.13594402,0.87934859,0.90886636,0.78599305,0.07272783,0.10381611,0.97298858,-0.13594402,0.00023069,0.00002485,-0.00000000,0.00000000,0.00042783,False,False,False
U56,v1,1,8,10.00000000,noop,1,23.64806954,0.01696747,0.06419997,0.66116414,-0.13827804,0.64289445,0.68052069,0.55467024,0.04937472,0.07658695,0.74089199,-0.13827804,0.00006295,0.00000623,-0.00000000,0.00000000,0.00011641,False,False,False
U56,v1,1,8,25.00000000,noop,1,23.64806954,0.01696747,0.02710189,0.31296004,-0.15629985,0.28691949,0.33693172,0.20680191,0.01526905,0.03696663,0.39140684,-0.14177196,-0.00018958,-0.00002012,0.00000000,0.00000000,-0.00035215,False,False,False
U56,v1,1,9,0.00000000,noop,1,23.64774011,0.01663804,0.08943343,0.89073010,-0.13594402,0.87934859,0.90551194,0.78599305,0.07272783,0.10340965,0.96989109,-0.13594402,-0.00156302,-0.00019504,0.00000000,0.00000000,-0.00292659,False,False,False
U56,v1,1,9,10.00000000,noop,1,23.64774011,0.01663804,0.06398564,0.65932416,-0.13827804,0.64289445,0.67708887,0.55467024,0.04937472,0.07619129,0.73771975,-0.13827804,-0.00177703,-0.00020810,0.00000000,0.00000000,-0.00331541,False,False,False
U56,v1,1,9,25.00000000,noop,1,23.64774011,0.01663804,0.02689562,0.31104693,-0.15629985,0.28691949,0.33337740,0.20680191,0.01526905,0.03658663,0.38811588,-0.14177196,-0.00210269,-0.00022638,0.00000000,0.00000000,-0.00390648,False,False,False
U56,v1,1,10,0.00000000,noop,1,23.64812719,0.01702512,0.08961927,0.89223068,-0.13594402,0.87934859,0.90832019,0.78599305,0.07272783,0.10375315,0.97248130,-0.13594402,-0.00006244,-0.00000921,-0.00000000,0.00000000,-0.00011834,False,False,False
U56,v1,1,10,10.00000000,noop,1,23.64812719,0.01702512,0.06416656,0.66086137,-0.13827804,0.64289445,0.67995774,0.55467024,0.04937472,0.07652527,0.74036783,-0.13827804,-0.00023982,-0.00002718,-0.00000000,0.00000000,-0.00044655,False,False,False
U56,v1,1,10,25.00000000,noop,1,23.64812719,0.01702512,0.02706943,0.31265013,-0.15629985,0.28691949,0.33635604,0.20680191,0.01526905,0.03690682,0.39086940,-0.14177196,-0.00049949,-0.00005258,0.00000000,0.00000000,-0.00092783,False,False,False
U56,v1,1,11,0.00000000,noop,1,23.64808417,0.01698210,0.08957646,0.89183126,-0.13594402,0.87834286,0.90843853,0.78489607,0.07261455,0.10377017,0.97258816,-0.13594402,-0.00046185,-0.00005201,0.00000000,-0.00100573,0.00000000,False,False,False
U56,v1,1,11,10.00000000,noop,1,23.64808417,0.01698210,0.06412488,0.66047156,-0.13827804,0.64152228,0.68040428,0.55317442,0.04922452,0.07657544,0.74078214,-0.13827804,-0.00062963,-0.00006886,-0.00000000,-0.00137217,0.00000000,False,False,False
U56,v1,1,11,25.00000000,noop,1,23.64808417,0.01698210,0.02702940,0.31226908,-0.15629985,0.28499924,0.33728387,0.20470968,0.01506655,0.03700370,0.39173440,-0.14177196,-0.00088054,-0.00009261,0.00000000,-0.00192025,0.00000000,False,False,False
U56,v1,1,12,0.00000000,noop,1,23.64811890,0.01701683,0.08958877,0.89193899,-0.13594402,0.87934859,0.90778019,0.78599305,0.07272783,0.10369677,0.97197445,-0.13594402,-0.00035412,-0.00003971,-0.00000000,0.00000000,-0.00065834,False,False,False
U56,v1,1,12,10.00000000,noop,1,23.64811890,0.01701683,0.06413685,0.66057919,-0.13827804,0.64289445,0.67943435,0.55467024,0.04937472,0.07647043,0.73987758,-0.13827804,-0.00052200,-0.00005689,-0.00000000,0.00000000,-0.00096993,False,False,False
U56,v1,1,12,25.00000000,noop,1,23.64811890,0.01701683,0.02704088,0.31237694,-0.15629985,0.28691949,0.33584859,0.20680191,0.01526905,0.03685422,0.39039538,-0.14177196,-0.00077268,-0.00008113,0.00000000,0.00000000,-0.00143528,False,False,False
U56,v1,1,13,0.00000000,noop,1,23.64799059,0.01688852,0.08942788,0.89053224,-0.13594402,0.87934859,0.90516154,0.78599305,0.07272783,0.10339938,0.96953833,-0.13594402,-0.00176088,-0.00020059,0.00000000,0.00000000,-0.00327699,False,False,False
U56,v1,1,13,10.00000000,noop,1,23.64799059,0.01688852,0.06397984,0.65916060,-0.13827804,0.64289445,0.67679614,0.55467024,0.04937472,0.07618058,0.73742218,-0.13827804,-0.00194059,-0.00021390,0.00000000,0.00000000,-0.00360815,False,False,False
U56,v1,1,13,25.00000000,noop,1,23.64799059,0.01688852,0.02688951,0.31094457,-0.15629985,0.28691949,0.33318777,0.20680191,0.01526905,0.03657536,0.38791760,-0.14177196,-0.00220505,-0.00023250,0.00000000,0.00000000,-0.00409610,False,False,False
U56,v1,1,14,0.00000000,noop,1,23.63111797,0.00001590,0.08952587,0.89145238,-0.13594402,0.87753078,0.90843853,0.78398561,0.07250438,0.10377017,0.97258816,-0.13594402,-0.00084073,-0.00010260,-0.00000000,-0.00181781,0.00000000,False,False,False
U56,v1,1,14,10.00000000,noop,1,23.63111797,0.00001590,0.06409349,0.66023489,-0.13827804,0.64101422,0.68040428,0.55259775,0.04915605,0.07657544,0.74078214,-0.13827804,-0.00086630,-0.00010025,-0.00000000,-0.00188023,0.00000000,False,False,False
U56,v1,1,14,25.00000000,noop,1,23.63111797,0.00001590,0.02702521,0.31224838,-0.15629985,0.28495382,0.33728387,0.20464049,0.01505738,0.03700370,0.39173440,-0.14177196,-0.00090124,-0.00009680,0.00000000,-0.00196567,0.00000000,False,False,False
U56,v1,1,15,0.00000000,noop,1,23.63112766,0.00002559,0.08961652,0.89240167,-0.13594402,0.87934859,0.90861564,0.78599305,0.07272783,0.10374808,0.97279108,-0.13594402,0.00010855,-0.00001195,0.00000000,0.00000000,0.00017710,False,False,False
U56,v1,1,15,10.00000000,noop,1,23.63112766,0.00002559,0.06418216,0.66115331,-0.13827804,0.64289445,0.68048577,0.55467024,0.04937472,0.07655406,0.74089332,-0.13827804,0.00005212,-0.00001158,0.00000000,0.00000000,0.00008148,False,False,False
U56,v1,1,15,25.00000000,noop,1,23.63112766,0.00002559,0.02711097,0.31310781,-0.15629985,0.28691949,0.33720628,0.20680191,0.01526905,0.03698336,0.39169256,-0.14177196,-0.00004181,-0.00001104,0.00000000,0.00000000,-0.00007759,False,False,False
U56,v1,1,16,0.00000000,noop,1,23.64811429,0.01701222,0.08952920,0.89141891,-0.13594402,0.87934859,0.90681201,0.78599305,0.07272783,0.10358667,0.97107388,-0.13594402,-0.00087420,-0.00009927,0.00000000,0.00000000,-0.00162652,False,False,False
U56,v1,1,16,10.00000000,noop,1,23.64811429,0.01701222,0.06407873,0.66005696,-0.13827804,0.64289445,0.67846286,0.55467024,0.04937472,0.07636312,0.73897406,-0.13827804,-0.00104423,-0.00011501,0.00000000,0.00000000,-0.00194142,False,False,False
U56,v1,1,16,25.00000000,noop,1,23.64811429,0.01701222,0.02698483,0.31184881,-0.15629985,0.28691949,0.33486752,0.20680191,0.01526905,0.03675096,0.38948286,-0.14177196,-0.00130081,-0.00013718,0.00000000,0.00000000,-0.00241635,False,False,False
U56,v1,1,17,0.00000000,noop,1,23.64817980,0.01707773,0.08963215,0.89233942,-0.13594402,0.87934859,0.90852307,0.78599305,0.07272783,0.10377697,0.97266935,-0.13594402,0.00004631,0.00000367,-0.00000000,0.00000000,0.00008454,False,False,False
U56,v1,1,17,10.00000000,noop,1,23.64817980,0.01707773,0.06417923,0.66098050,-0.13827804,0.64289445,0.68017881,0.55467024,0.04937472,0.07654866,0.74057463,-0.13827804,-0.00012069,-0.00001451,-0.00000000,0.00000000,-0.00022547,False,False,False
U56,v1,1,17,25.00000000,noop,1,23.64817980,0.01707773,0.02708179,0.31277303,-0.15629985,0.28691949,0.33658434,0.20680191,0.01526905,0.03692960,0.39108488,-0.14177196,-0.00037659,-0.00004022,0.00000000,0.00000000,-0.00069954,False,False,False
U56,v1,1,18,0.00000000,noop,1,23.64801743,0.01691536,0.08966240,0.89262180,-0.13594402,0.88006950,0.90843853,0.78676977,0.07280172,0.10377017,0.97258816,-0.13594402,0.00032869,0.00003393,0.00000000,0.00072091,0.00000000,False,False,False
U56,v1,1,18,10.00000000,noop,1,23.64801743,0.01691536,0.06420878,0.66125109,-0.13827804,0.64322311,0.68040428,0.55502289,0.04940752,0.07657544,0.74078214,-0.13827804,0.00014990,0.00001504,0.00000000,0.00032866,0.00000000,False,False,False
U56,v1,1,18,25.00000000,noop,1,23.64801743,0.01691536,0.02711031,0.31303945,-0.15629985,0.28667923,0.33728387,0.20653907,0.01524347,0.03700370,0.39173440,-0.14177196,-0.00011017,-0.00001170,-0.00000000,-0.00024026,0.00000000,False,False,False
U56,v1,1,19,0.00000000,noop,1,23.64815859,0.01705652,0.08928432,0.88940793,-0.13594402,0.87934859,0.90305245,0.78599305,0.07272783,0.10313405,0.96759990,-0.13594402,-0.00288518,-0.00034416,0.00000000,0.00000000,-0.00538608,False,False,False
U56,v1,1,19,10.00000000,noop,1,23.64815859,0.01705652,0.06383949,0.65798796,-0.13827804,0.64289445,0.67460498,0.55467024,0.04937472,0.07592153,0.73540458,-0.13827804,-0.00311323,-0.00035425,0.00000000,0.00000000,-0.00579930,False,False,False
U56,v1,1,19,25.00000000,noop,1,23.64815859,0.01705652,0.02675383,0.30969744,-0.15629985,0.28691949,0.33087015,0.20680191,0.01526905,0.03632545,0.38577764,-0.14177196,-0.00345218,-0.00036818,0.00000000,0.00000000,-0.00641373,False,False,False
U56,v1,1,20,0.00000000,noop,1,23.64807385,0.01697178,0.08956521,0.89174097,-0.13594402,0.87814804,0.90843853,0.78468019,0.07259005,0.10377017,0.97258816,-0.13594402,-0.00055214,-0.00006326,0.00000000,-0.00120055,0.00000000,False,False,False
U56,v1,1,20,10.00000000,noop,1,23.64807385,0.01697178,0.06411391,0.66037823,-0.13827804,0.64131996,0.68040428,0.55295068,0.04920058,0.07657544,0.74078214,-0.13827804,-0.00072296,-0.00007983,-0.00000000,-0.00157449,0.00000000,False,False,False
U56,v1,1,20,25.00000000,noop,1,23.64807385,0.01697178,0.02701881,0.31217067,-0.15779224,0.28478459,0.33728387,0.20447339,0.01504338,0.03700370,0.39173440,-0.14177196,-0.00097895,-0.00010320,-0.00149239,-0.00213489,0.00000000,False,False,False
U56,v1,1,21,0.00000000,noop,1,23.64814965,0.01704758,0.08966206,0.89260070,-0.13594402,0.88002014,0.90843853,0.78672226,0.07280098,0.10377017,0.97258816,-0.13594402,0.00030759,0.00003359,-0.00000000,0.00067155,0.00000000,False,False,False
U56,v1,1,21,10.00000000,noop,1,23.64814965,0.01704758,0.06420845,0.66124255,-0.13827804,0.64320360,0.68040428,0.55500414,0.04940681,0.07657544,0.74078214,-0.13827804,0.00014136,0.00001471,-0.00000000,0.00030915,0.00000000,False,False,False
U56,v1,1,21,25.00000000,noop,1,23.64814965,0.01704758,0.02710998,0.31303793,-0.15629985,0.28667592,0.33728387,0.20653381,0.01524275,0.03700370,0.39173440,-0.14177196,-0.00011169,-0.00001203,0.00000000,-0.00024357,0.00000000,False,False,False
U56,v1,1,22,0.00000000,noop,1,23.64813461,0.01703254,0.08954005,0.89152972,-0.13594402,0.87934859,0.90701639,0.78599305,0.07272783,0.10360672,0.97126687,-0.13594402,-0.00076339,-0.00008842,0.00000000,0.00000000,-0.00142214,False,False,False
U56,v1,1,22,10.00000000,noop,1,23.64813461,0.01703254,0.06408929,0.66016343,-0.13827804,0.64289445,0.67865975,0.55467024,0.04937472,0.07638263,0.73915979,-0.13827804,-0.00093776,-0.00010445,0.00000000,0.00000000,-0.00174453,False,False,False
U56,v1,1,22,25.00000000,noop,1,23.64813461,0.01703254,0.02699499,0.31194892,-0.15629985,0.28691949,0.33505346,0.20680191,0.01526905,0.03676968,0.38965794,-0.14177196,-0.00120070,-0.00012702,0.00000000,0.00000000,-0.00223041,False,False,False
U56,v1,1,23,0.00000000,noop,1,23.64808949,0.01698742,0.08943946,0.89066184,-0.13594402,0.87934859,0.90539939,0.78599305,0.07272783,0.10342080,0.96976469,-0.13594402,-0.00163127,-0.00018901,0.00000000,0.00000000,-0.00303914,False,False,False
U56,v1,1,23,10.00000000,noop,1,23.64808949,0.01698742,0.06399109,0.65928448,-0.13827804,0.64289445,0.67702423,0.55467024,0.04937472,0.07620136,0.73763949,-0.13827804,-0.00181671,-0.00020265,0.00000000,0.00000000,-0.00338005,False,False,False
U56,v1,1,23,25.00000000,noop,1,23.64808949,0.01698742,0.02690027,0.31105580,-0.15629985,0.28691949,0.33339430,0.20680191,0.01526905,0.03659519,0.38811450,-0.14177196,-0.00209382,-0.00022173,0.00000000,0.00000000,-0.00388958,False,False,False
U56,v1,1,24,0.00000000,noop,1,23.64812198,0.01701991,0.08957465,0.89181814,-0.13594402,0.87831485,0.90843853,0.78486449,0.07261061,0.10377017,0.97258816,-0.13594402,-0.00047497,-0.00005382,-0.00000000,-0.00103374,0.00000000,False,False,False
U56,v1,1,24,10.00000000,noop,1,23.64812198,0.01701991,0.06412298,0.66045146,-0.13827804,0.64147806,0.68040428,0.55312744,0.04922037,0.07657544,0.74078214,-0.13827804,-0.00064973,-0.00007076,-0.00000000,-0.00141640,0.00000000,False,False,False
U56,v1,1,24,25.00000000,noop,1,23.64812198,0.01701991,0.02702735,0.31224547,-0.15629985,0.28494781,0.33728387,0.20465789,0.01506205,0.03700370,0.39173440,-0.14177196,-0.00090415,-0.00009466,-0.00000000,-0.00197167,0.00000000,False,False,False
U56,v1,1,25,0.00000000,noop,1,23.64806751,0.01696544,0.08957961,0.89184968,-0.13594402,0.87838119,0.90843853,0.78494124,0.07262142,0.10377017,0.97258816,-0.13594402,-0.00044344,-0.00004886,-0.00000000,-0.00096740,0.00000000,False,False,False
U56,v1,1,25,10.00000000,noop,1,23.64806751,0.01696544,0.06412796,0.66049184,-0.13827804,0.64156526,0.68040428,0.55322484,0.04923123,0.07657544,0.74078214,-0.13827804,-0.00060935,-0.00006578,-0.00000000,-0.00132919,0.00000000,False,False,False
U56,v1,1,25,25.00000000,noop,1,23.64806751,0.01696544,0.02703237,0.31229375,-0.15629985,0.28505309,0.33728387,0.20477201,0.01507303,0.03700370,0.39173440,-0.14177196,-0.00085587,-0.00008964,0.00000000,-0.00186640,0.00000000,False,False,False
U56,v1,1,26,0.00000000,noop,1,23.64811631,0.01701424,0.08964062,0.89241315,-0.13594402,0.87934859,0.90866035,0.78599305,0.07272783,0.10379263,0.97279700,-0.13594402,0.00012004,0.00001215,-0.00000000,0.00000000,0.00022182,False,False,False
U56,v1,1,26,10.00000000,noop,1,23.64811631,0.01701424,0.06418758,0.66105585,-0.13827804,0.64289445,0.68031894,0.55467024,0.04937472,0.07656407,0.74070504,-0.13827804,-0.00004534,-0.00000616,0.00000000,0.00000000,-0.00008534,False,False,False
U56,v1,1,26,25.00000000,noop,1,23.64811631,0.01701424,0.02708995,0.31285034,-0.15629985,0.28691949,0.33672795,0.20680191,0.01526905,0.03694463,0.39121866,-0.14177196,-0.00029928,-0.00003206,0.00000000,0.00000000,-0.00055592,False,False,False
U56,v1,1,27,0.00000000,noop,1,23.64812596,0.01702389,0.08966418,0.89262196,-0.13594402,0.87934859,0.90904869,0.78599305,0.07272783,0.10383618,0.97315878,-0.13594402,0.00032885,0.00003571,0.00000000,0.00000000,0.00061016,False,False,False
U56,v1,1,27,10.00000000,noop,1,23.64812596,0.01702389,0.06421035,0.66125212,-0.13827804,0.64289445,0.68068488,0.55467024,0.04937472,0.07660611,0.74104349,-0.13827804,0.00015093,0.00001661,0.00000000,0.00000000,0.00028059,False,False,False
U56,v1,1,27,25.00000000,noop,1,23.64812596,0.01702389,0.02711159,0.31304511,-0.15629985,0.28691949,0.33708974,0.20680191,0.01526905,0.03698450,0.39155071,-0.14177196,-0.00010451,-0.00001042,0.00000000,0.00000000,-0.00019413,False,False,False
U56,v1,1,28,0.00000000,noop,1,23.64811440,0.01701233,0.08959836,0.89202285,-0.13594402,0.87875954,0.90843853,0.78599305,0.07272783,0.10371451,0.97211967,-0.13594402,-0.00027026,-0.00003011,-0.00000000,-0.00058905,0.00000000,False,False,False
U56,v1,1,28,10.00000000,noop,1,23.64811440,0.01701233,0.06414627,0.66066616,-0.13827804,0.64194623,0.68040428,0.55467024,0.04937472,0.07648781,0.74002837,-0.13827804,-0.00043503,-0.00004747,-0.00000000,-0.00094822,0.00000000,False,False,False
U56,v1,1,28,25.00000000,noop,1,23.64811440,0.01701233,0.02705003,0.31246534,-0.15629985,0.28542724,0.33728387,0.20680191,0.01526905,0.03687107,0.39054917,-0.14177196,-0.00068428,-0.00007198,0.00000000,-0.00149225,0.00000000,False,False,False
U56,v1,1,29,0.00000000,noop,1,23.63111884,0.00001677,0.08972212,0.89314638,-0.13594402,0.87934859,0.91002276,0.78599305,0.07272783,0.10394329,0.97406817,-0.13594402,0.00085327,0.00009365,0.00000000,0.00000000,0.00158423,False,False,False
U56,v1,1,29,10.00000000,noop,1,23.63111884,0.00001677,0.06428512,0.66194717,-0.13827804,0.64289445,0.68197549,0.55467024,0.04937472,0.07674415,0.74224913,-0.13827804,0.00084598,0.00009138,0.00000000,0.00000000,0.00157120,False,False,False
U56,v1,1,29,25.00000000,noop,1,23.63111884,0.00001677,0.02721010,0.31398892,-0.15629985,0.28691949,0.33884290,0.20680191,0.01526905,0.03716600,0.39318908,-0.14177196,0.00083930,0.00008809,0.00000000,0.00000000,0.00155903,False,False,False
U56,v1,1,30,0.00000000,noop,1,23.64814016,0.01703809,0.08958266,0.89189383,-0.13594402,0.87934859,0.90769515,0.78599305,0.07272783,0.10368548,0.97189682,-0.13594402,-0.00039928,-0.00004582,-0.00000000,0.00000000,-0.00074338,False,False,False
U56,v1,1,30,10.00000000,noop,1,23.64814016,0.01703809,0.06413088,0.66053189,-0.13827804,0.64289445,0.67934572,0.55467024,0.04937472,0.07645940,0.73979659,-0.13827804,-0.00056930,-0.00006286,-0.00000000,0.00000000,-0.00105857,False,False,False
U56,v1,1,30,25.00000000,noop,1,23.64814016,0.01703809,0.02703511,0.31232553,-0.15629985,0.28691949,0.33575309,0.20680191,0.01526905,0.03684359,0.39030798,-0.14177196,-0.00082408,-0.00008690,0.00000000,0.00000000,-0.00153078,False,False,False
U56,v1,1,31,0.00000000,noop,1,23.64809062,0.01698855,0.08945489,0.89078195,-0.13594402,0.87606333,0.90843853,0.78239904,0.07234982,0.10377017,0.97258816,-0.13594402,-0.00151116,-0.00017358,0.00000000,-0.00328526,0.00000000,False,False,False
U56,v1,1,31,10.00000000,noop,1,23.64809062,0.01698855,0.06400623,0.65941440,-0.13827804,0.63922246,0.68040428,0.55065467,0.04896573,0.07657544,0.74078214,-0.13827804,-0.00168679,-0.00018751,-0.00000000,-0.00367199,0.00000000,False,False,False
U56,v1,1,31,25.00000000,noop,1,23.64809062,0.01698855,0.02691500,0.31119482,-0.15629985,0.28265605,0.33728387,0.20214250,0.01481642,0.03700370,0.39173440,-0.14177196,-0.00195480,-0.00020701,-0.00000000,-0.00426343,0.00000000,False,False,False
U56,v1,1,32,0.00000000,noop,1,23.64800047,0.01689840,0.08960010,0.89203765,-0.13594402,0.87879165,0.90843853,0.78538680,0.07266603,0.10377017,0.97258816,-0.13594402,-0.00025546,-0.00002838,-0.00000000,-0.00055695,0.00000000,False,False,False
U56,v1,1,32,10.00000000,noop,1,23.64800047,0.01689840,0.06414812,0.66068434,-0.13827804,0.64198604,0.68040428,0.55367984,0.04927521,0.07657544,0.74078214,-0.13827804,-0.00041685,-0.00004562,-0.00000000,-0.00090841,0.00000000,False,False,False
U56,v1,1,32,25.00000000,noop,1,23.64800047,0.01689840,0.02705204,0.31248589,-0.15629985,0.28547203,0.33728387,0.20522321,0.01511604,0.03700370,0.39173440,-0.14177196,-0.00066373,-0.00006997,0.00000000,-0.00144746,0.00000000,False,False,False
