badness,eq_split,panel,rung,pick_live,pick_eq,pick_changed,OOS_S_live,OOS_S_eq,dS,n4b_live,n4b_eq,dn4b,n4a_live,n4a_eq,spyS_live,spyS_eq
dd<=-10,2017-12-31,B136,10,TOP40 g1.00 gate M,TOP40 g1.00 gate M,False,0.9619989343971885,0.8515316644534054,-0.11046726994378309,0,0,0,0,0,0.877916988939186,0.8134169391349132
dd<=-10,2017-12-31,B136,25,TOP40 g1.00 gate M,TOP40 g1.00 gate M,False,0.8823414821722319,0.7746924516938902,-0.10764903047834162,0,0,0,0,0,0.877916988939186,0.8134169391349132
dd<=-10,2017-12-31,SMALL439,10,TOP10 g1.00 gate M,TOP10 g1.00 gate M,False,0.4502158397160815,0.35353928105363114,-0.09667655866245034,0,0,0,0,0,0.8778964464702383,0.8133883165663374
dd<=-10,2017-12-31,SMALL439,25,TOP10 g1.00 gate M,TOP10 g1.00 gate M,False,0.3143825052624717,0.22119037483494855,-0.09319213042752314,0,0,0,0,0,0.8778964464702383,0.8133883165663374
dd<=-10,2017-12-31,U56,10,TOP20 g1.00 raw M,TOP20 g1.00 raw M,False,1.0743463471413535,0.9956524495612231,-0.07869389758013035,16,15,-1,0,0,0.8778964464702383,0.8133883165663374
dd<=-10,2017-12-31,U56,25,TOP20 g1.00 raw M,TOP20 g1.00 raw M,False,1.002367885816583,0.9242241288530193,-0.07814375696356368,8,8,0,0,0,0.8778964464702383,0.8133883165663374
dd<=-15,2019-12-31,B136,10,TOP40 g1.00 gate M,TOP40 g1.00 gate M,False,0.9619989343971885,0.8590477637394346,-0.10295117065775394,0,0,0,0,0,0.877916988939186,0.8214723895327649
dd<=-15,2019-12-31,B136,25,TOP40 g1.00 gate M,TOP40 g1.00 gate M,False,0.8823414821722319,0.7826548488204087,-0.09968663335182315,0,0,0,0,0,0.877916988939186,0.8214723895327649
dd<=-15,2019-12-31,SMALL439,10,TOP10 g1.00 gate M,TOP10 g1.00 raw M,True,0.4502158397160815,0.4358337136761091,-0.014382126039972354,0,0,0,0,0,0.8778964464702383,0.8214553572115338
dd<=-15,2019-12-31,SMALL439,25,TOP10 g1.00 gate M,TOP10 g1.00 gate M,False,0.3143825052624717,0.2914209417809671,-0.022961563481504577,0,0,0,0,0,0.8778964464702383,0.8214553572115338
dd<=-15,2019-12-31,U56,10,TOP20 g1.00 raw M,TOP40 g1.00 raw M,True,1.0743463471413535,1.2003787634528147,0.12603241631146123,16,12,-4,0,0,0.8778964464702383,0.8214553572115338
dd<=-15,2019-12-31,U56,25,TOP20 g1.00 raw M,TOP40 g1.00 raw M,True,1.002367885816583,1.14650530741218,0.14413742159559706,8,6,-2,0,0,0.8778964464702383,0.8214553572115338
dd<=-20,2021-12-31,B136,10,TOP40 g1.00 gate M,EWALL g0.50 gate W,True,0.9619989343971885,0.8525091294182138,-0.10948980497897476,0,2,2,0,1,0.877916988939186,0.7585770831067823
dd<=-20,2021-12-31,B136,25,TOP40 g1.00 gate M,EWALL g1.00 raw M,True,0.8823414821722319,0.9545151866960772,0.0721737045238453,0,2,2,0,1,0.877916988939186,0.7585770831067823
dd<=-20,2021-12-31,SMALL439,10,TOP10 g1.00 gate M,TOP5 g0.50 raw W,True,0.4502158397160815,0.006848509947262374,-0.4433673297688191,0,0,0,0,0,0.8778964464702383,0.7585835518695294
dd<=-20,2021-12-31,SMALL439,25,TOP10 g1.00 gate M,TOP40 g1.00 gate M,True,0.3143825052624717,0.22024850827095216,-0.09413399699151953,0,0,0,0,0,0.8778964464702383,0.7585835518695294
dd<=-20,2021-12-31,U56,10,TOP20 g1.00 raw M,EWALL g1.00 raw M,True,1.0743463471413535,1.1210375932620633,0.04669124612070985,16,9,-7,0,0,0.8778964464702383,0.7585835518695294
dd<=-20,2021-12-31,U56,25,TOP20 g1.00 raw M,EWALL g1.00 raw M,True,1.002367885816583,1.0575282662771368,0.055160380460553826,8,4,-4,0,0,0.8778964464702383,0.7585835518695294
ret<0,2013-12-31,B136,10,TOP40 g1.00 gate M,TOP5 g1.00 raw M,True,0.9619989343971885,0.5831833710266158,-0.37881556337057276,0,2,2,0,0,0.877916988939186,0.8414432038477079
ret<0,2013-12-31,B136,25,TOP40 g1.00 gate M,TOP5 g1.00 raw M,True,0.8823414821722319,0.40730321366176686,-0.475038268510465,0,0,0,0,0,0.877916988939186,0.8414432038477079
ret<0,2013-12-31,SMALL439,10,TOP10 g1.00 gate M,TOP5 g1.00 raw M,True,0.4502158397160815,0.194295008611251,-0.25592083110483044,0,0,0,0,0,0.8778964464702383,0.8414212222850321
ret<0,2013-12-31,SMALL439,25,TOP10 g1.00 gate M,TOP5 g1.00 raw M,True,0.3143825052624717,0.05429498646023725,-0.26008751880223446,0,0,0,0,0,0.8778964464702383,0.8414212222850321
ret<0,2013-12-31,U56,10,TOP20 g1.00 raw M,EWALL g1.00 raw M,True,1.0743463471413535,1.1270376444837416,0.05269129734238809,16,16,0,0,0,0.8778964464702383,0.8414212222850321
ret<0,2013-12-31,U56,25,TOP20 g1.00 raw M,EWALL g1.00 raw M,True,1.002367885816583,1.0723941626148608,0.07002627679827778,8,9,1,0,0,0.8778964464702383,0.8414212222850321
