panel,channel,days_dropped,dCAGR,dSharpe,dMaxDD,dH1,dH2,half_boundary,hb_shift_days
U56,END-only,3,0.00046853034350347045,0.005821334616982199,0.0,-0.008926514672421781,0.01901602735080865,2017-11-03,4
U56,START-only,505,-0.004866877451904061,-0.039297618719465355,-0.00019507902815840694,-0.17925878568244413,0.08477242856574163,2018-11-07,365
U56,BOTH,508,-0.00434426201746585,-0.03261045838815724,-0.00019507902815840694,-0.180788212027859,0.09858100188509411,2018-11-06,364
B136,END-only,0,0.0,0.0,0.0,0.0,0.0,2017-11-03,0
B136,START-only,505,-0.0041744689686284975,-0.024425296644082994,-8.00204105476654e-05,-0.10346926773137799,0.054840285231046226,2018-11-06,368
B136,BOTH,505,-0.0041744689686284975,-0.024425296644082994,-8.00204105476654e-05,-0.10346926773137799,0.054840285231046226,2018-11-06,368
SMALL,END-only,0,0.0,0.0,0.0,0.0,0.0,2018-11-06,0
SMALL,START-only,0,0.0,0.0,0.0,0.0,0.0,2018-11-06,0
SMALL,BOTH,0,0.0,0.0,0.0,0.0,0.0,2018-11-06,0
