panel,fold,wider,narrower,k_wider,k_narrower,MULTIPLE,INFLATION,V,null_median,L95,U95,L90,U90,SE_logM,SURVIVES,BAR_BELOW_ONE,in_NG,B_RAW,B_POINT,B_MED,B_IID90,B_IID95,B_BOOT95
U56,2013,N,H,6,4,1.9613907614191823,1.2310439679203555,1.5932743366856559,1.3161713601861529,0.8323714368484606,4.4028814734013935,0.8524631309773952,3.4408823126913575,0.6274170199312009,True,False,True,W,W,W,TIE,TIE,TIE
U56,2013,N,GROSS,6,10,308.9292503500752,0.8235284751771321,375.1288020534176,1.5114953990009496,1.225642503477488,2.7340514903233877,1.237334379838464,2.443126287020432,1.066825113921789,True,True,False,W,W,W,W,W,W
U56,2013,N,CADENCE,6,2,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,0.47845813638593043,29.109959192906462,0.5116406044377851,14.495702671606923,1.2236570629170473,True,False,True,W,W,W,TIE,TIE,TIE
U56,2013,H,GROSS,4,10,157.50520315826645,0.6689675565108749,235.44520451748696,1.827275157204402,1.5074713529232366,3.2688624358637406,1.5202135118361115,2.922201937234603,1.0711619431162647,True,True,False,W,W,W,W,W,W
U56,2013,H,CADENCE,4,2,1.7732555541812567,1.8245208391861245,0.9719020556499995,1.508861785346586,0.5794834092566273,32.57213922885693,0.6114280369342575,16.208481983546587,1.2402549880424374,False,False,True,W,N,N,TIE,TIE,TIE
U56,2013,CADENCE,GROSS,2,10,88.82261938324473,0.36665383159409975,242.2519873774969,3.2684910664882887,2.747042664347225,5.731096362582734,2.7667497083275174,5.1412534498144,1.4802477996039176,True,True,False,W,W,W,W,W,W
U56,2014,N,H,6,4,2.268957904774471,1.2310439679203555,1.843116869828377,1.3161713601861529,0.8323714368484606,4.4028814734013935,0.8524631309773952,3.4408823126913575,0.6474553040988127,True,False,True,W,W,W,TIE,TIE,TIE
U56,2014,N,GROSS,6,10,911.5159293513528,0.8235284751771321,1106.8420301499539,1.5114953990009496,1.225642503477488,2.7340514903233877,1.237334379838464,2.443126287020432,1.03703587795668,True,True,False,W,W,W,W,W,W
U56,2014,N,CADENCE,6,2,3.4793359086595093,2.2460653734250635,1.5490804274115184,1.34305897535513,0.47845813638593043,29.109959192906462,0.5116406044377851,14.495702671606923,1.1689101699808278,True,False,True,W,W,W,TIE,TIE,TIE
U56,2014,H,GROSS,4,10,401.7332923776545,0.6689675565108749,600.5273177565881,1.827275157204402,1.5074713529232366,3.2688624358637406,1.5202135118361115,2.922201937234603,1.0485771884776085,True,True,False,W,W,W,W,W,W
