universe,grid,book,cost_bps,n_points,pick,IS_best,IS_runnerup,M,IS_sd,M_norm,pick_ex2009,pick_ex2010,pick_ex2011,pick_ex2012,pick_ex2013,pick_ex2014,pick_ex2015,pick_ex2016,n_changed,S,C,absC,OOS_Sharpe_pick,OOS_Sharpe_best,R,pick_is_OOS_best
u56,stop,top20,10,5,0.25,1.0143726358928085,1.012133870078495,0.0022387658143134814,0.013463633983923693,0.16628243288451608,0.25,0.25,none,0.25,0.25,0.25,0.15,0.25,2,0.25,-0.01399631974204718,0.01399631974204718,1.1870313936971242,1.1870313936971242,0.0,True
u56,stop,top20,25,5,0.25,0.8679793143286273,0.8660156230558835,0.0019636912727437617,0.026112480694997664,0.07520125321222138,0.25,0.25,none,0.25,0.25,0.25,0.25,0.25,1,0.125,-0.0037505324454313593,0.0037505324454313593,1.052518111445374,1.052518111445374,0.0,True
u56,stop,ewall,10,5,none,0.9879243221479639,0.9842429612450334,0.003681360902930475,0.01908795675520075,0.19286301567753933,none,none,none,none,none,none,none,none,0,0.0,0.0,0.0,1.1452568624405868,1.162081060166691,0.01682419772610433,False
u56,stop,ewall,25,5,none,0.8618166873740131,0.857499670132321,0.004317017241692089,0.034439520632022526,0.1253506774330083,none,none,none,none,none,none,none,none,0,0.0,0.0,0.0,1.0197458799568269,1.0362613290673406,0.016515449110513725,False
u56,crypto,top20,10,4,0.1,1.0911658786244065,1.0569905925598237,0.034175286064582755,0.03423724267907684,0.9981903737086881,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.0,0.0,0.0,1.3322033687986474,1.3322033687986474,0.0,True
u56,crypto,top20,25,4,0.1,0.9487878045622096,0.9117263560098433,0.03706144855236626,0.03587639432056423,1.0330315867646367,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.0,0.0,0.0,1.2207086595994279,1.2207086595994279,0.0,True
u56,crypto,ewall,10,4,0.1,1.0771114741565075,1.0399506368519245,0.03716083730458308,0.03863041062548494,0.9619581232219064,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,1,0.125,-0.007306067921465292,0.007306067921465292,1.341165694854018,1.341165694854018,0.0,True
u56,crypto,ewall,25,4,0.1,0.9546627252996844,0.9145085869621068,0.04015413833757764,0.04022477336197346,0.99824399198573,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,1,0.125,-0.009166136193454855,0.009166136193454855,1.2416871047491622,1.2416871047491622,0.0,True
u56,gross,top20,10,4,0.75,1.012133870078495,1.012119105004837,1.4765073657940775e-05,0.0003339820360972244,0.04420918511210754,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.25,8,1.0,-0.00024270510646223764,0.00024270510646223764,1.155519781653023,1.1562016050902102,0.0006818234371872567,False
u56,gross,top20,25,4,1.0,0.8661099806427884,0.8660156230558835,9.435758690490292e-05,0.00036474067669912263,0.2586977349464623,1.0,1.0,1.0,0.75,1.0,0.75,0.75,1.25,4,0.5,-0.0002773484473440613,0.0002773484473440613,1.023328198593395,1.0235524511490581,0.00022425255566305147,False
u56,gross,ewall,10,4,1.25,0.988163773969977,0.9880778830777084,8.589089226862523e-05,0.00019945707245100721,0.4306234480089578,1.25,1.25,1.25,0.5,1.0,0.5,0.5,1.25,4,0.5,2.3401666125660858e-05,2.3401666125660858e-05,1.145152900816765,1.1452568624405868,0.0001039616238218688,False
u56,gross,ewall,25,4,1.25,0.8639917689569531,0.8629802278984333,0.0010115410585197493,0.001499028570338053,0.6747977180259026,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0,0.0,0.0,0.0,1.0218652562618944,1.0218652562618944,0.0,True
broad,sleeve,top20,10,5,0.5,1.1204077113719133,1.0790727179975526,0.04133499337436075,0.354398330803149,0.11663427782147294,0.5,0.5,0.25,0.5,0.75,0.5,0.5,0.5,2,0.25,-0.0009194957144271904,0.0009194957144271904,1.0059580479122343,1.0675346350668922,0.06157658715465786,False
broad,sleeve,top20,25,5,0.5,0.9075941542782596,0.9033130494785256,0.004281104799733981,0.3674618617730376,0.011650473818091634,0.5,0.25,0.0,0.5,0.5,0.25,0.5,0.25,4,0.5,-0.02597232548131527,0.02597232548131527,0.8110158207416338,0.8346729180427316,0.023657097301097774,False
broad,sleeve,ewall,10,5,0.5,1.166789980541546,1.1146251650941712,0.052164815447374835,0.3658313849278894,0.14259251009220344,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,1,0.125,-0.012163811798728136,0.012163811798728136,1.2000486330951212,1.2065579978319243,0.0065093647368030805,False
broad,sleeve,ewall,25,5,0.5,0.9818816061804194,0.9759835097051636,0.005898096475255854,0.39474463557293554,0.014941549406226405,0.5,0.25,0.25,0.5,0.5,0.25,0.5,0.25,4,0.5,-0.031118243026752535,0.031118243026752535,1.0246048330591213,1.0246048330591213,0.0,True
broad,band,top20,10,5,0.0,1.0226042049000195,1.005796182746247,0.01680802215377253,0.020361400190450123,0.8254845932283088,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.125,0.0031427953913389373,0.0031427953913389373,0.8836022780725372,0.9087446412032487,0.025142363130711498,False
broad,band,top20,25,5,0.0,0.869086472042202,0.8522105169470966,0.01687595509510542,0.019703422743894052,0.8564986558152775,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.125,0.0033374174250709737,0.0033374174250709737,0.7295843836804319,0.7562837230809997,0.02669933940056779,False
broad,band,ewall,10,5,0.08,1.099671096321905,1.054447295103263,0.04522380121864189,0.0316312090832306,1.4297209158096156,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0,0.0,0.0,0.0,1.0595957571361019,1.0715222034132175,0.011926446277115588,False
broad,band,ewall,25,5,0.08,1.0580729395672048,0.9768196336550546,0.08125330591215019,0.051020072606092315,1.5925752701192297,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0,0.0,0.0,0.0,1.0115235145547992,1.0115235145547992,0.0,True
broad,breadth,top20,10,5,0.0,1.0226042049000195,1.0127230367404496,0.009881168159569853,0.030326193307464402,0.325829491996865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.8836022780725372,0.8836022780725372,0.0,True
broad,breadth,top20,25,5,0.0,0.869086472042202,0.8563300167331905,0.012756455309011483,0.03361637761490383,0.37947144261480165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.7295843836804319,0.7295843836804319,0.0,True
broad,breadth,ewall,10,5,0.0,1.0324870696635413,1.0297479566895855,0.002739112973955793,0.03111568951043399,0.0880299622811601,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25,4,0.5,0.0067343151284218195,0.0067343151284218195,1.0190032951881365,1.0371770162445249,0.01817372105638837,False
broad,breadth,ewall,25,5,0.25,0.9196426492059896,0.9179428113916178,0.001699837814371774,0.03317058603129034,0.05124533563465807,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.25,2,0.25,-0.004356085134467641,0.004356085134467641,0.9132380402101328,0.9184370924818522,0.005199052271719462,False
broad,stop,top20,10,5,none,1.0226042049000195,1.0180890331097716,0.004515171790247852,0.03640315975005076,0.1240324142533137,none,none,none,none,none,none,none,none,0,0.0,0.0,0.0,0.8836022780725372,0.9056748106278577,0.02207253255532049,False
broad,stop,top20,25,5,none,0.869086472042202,0.8646249305882048,0.004461541453997242,0.050522681588398975,0.08830769297530125,none,none,none,none,none,none,none,none,0,0.0,0.0,0.0,0.7295843836804319,0.7505847981110657,0.02100041443063383,False
broad,stop,ewall,10,5,none,1.0324870696635413,1.0263925862753862,0.006094483388155103,0.01711132153164081,0.35616672720956705,none,none,none,none,none,none,none,none,0,0.0,0.0,0.0,1.0190032951881365,1.0200789797089587,0.0010756845208221844,False
broad,stop,ewall,25,5,none,0.9179428113916178,0.91143889488956,0.006503916502057838,0.02485845503270374,0.26163800177852153,none,none,none,none,none,none,none,none,0,0.0,0.0,0.0,0.8958136996722622,0.8967875873405565,0.0009738876682943154,False
broad,gross,top20,10,4,1.25,1.02626027454669,1.024556769637889,0.0017035049088010012,0.0025222206945292045,0.6753988310761109,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0,0.0,0.0,0.0,0.8869028481299036,0.8869028481299036,0.0,True
broad,gross,top20,25,4,1.25,0.8729051025005258,0.871300415106353,0.0016046873941727435,0.002872274693803666,0.5586817297226209,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0,0.0,0.0,0.0,0.7333674332120496,0.7333674332120496,0.0,True
broad,gross,ewall,10,4,1.25,1.0348887224659156,1.0337109839956158,0.0011777384702997828,0.0015790934901714821,0.7458320090800235,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0,0.0,0.0,0.0,1.0167595758438155,1.0199838470842335,0.0032242712404180196,False
broad,gross,ewall,25,4,1.25,0.9228586532940883,0.9204559166710148,0.0024027366230735536,0.0032422804218344057,0.7410637916735598,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0,0.0,0.0,0.0,0.8963678062197022,0.8963678062197022,0.0,True
