universe,grid,book,cost_bps,n_points,pick,IS_best,IS_runnerup,M,IS_sd,M_norm,pick_ex2009,pick_ex2010,pick_ex2011,pick_ex2012,pick_ex2013,pick_ex2014,pick_ex2015,pick_ex2016,n_changed,S,C,absC,OOS_Sharpe_pick,OOS_Sharpe_best,R,pick_is_OOS_best
u56,sleeve,top20,10,5,0.5,1.077223929634472,1.0596281222337116,0.0175958074007605,0.3401950039457066,0.05172270961265704,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,2,0.25,-0.013314290201376366,0.013314290201376366,1.260970230116197,1.260970230116197,0.0,True
u56,sleeve,top20,25,5,0.25,0.8917057610372429,0.8733653010617526,0.018340459975490275,0.36052496177588844,0.05087153989323817,0.5,0.25,0.0,0.25,0.5,0.25,0.25,0.25,3,0.375,0.001967753928019317,0.001967753928019317,1.059692574452488,1.0857457780941118,0.026053203641623668,False
u56,sleeve,ewall,10,5,0.5,1.077018098392506,1.0533856832646482,0.023632415127857742,0.3357829352759542,0.07038003616364863,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,2,0.25,-0.016017291621614194,0.016017291621614194,1.2777955332188586,1.2777955332188586,0.0,True
u56,sleeve,ewall,25,5,0.25,0.9058343518093516,0.8896782427856278,0.016156109023723775,0.3645264221832917,0.044320817478630224,0.5,0.25,0.0,0.5,0.5,0.25,0.25,0.25,4,0.5,0.005699187372751741,0.005699187372751741,1.0731263291302477,1.105740494336701,0.03261416520645333,False
u56,band,top20,10,5,0.08,1.0468832570068256,1.0204559172886813,0.02642733971814426,0.02395229859166905,1.1033320921999554,0.05,0.08,0.0,0.08,0.08,0.08,0.08,0.08,2,0.25,-0.0032261304068360586,0.0032261304068360586,1.1997240976744032,1.2225579766158492,0.02283387894144595,False
u56,band,top20,25,5,0.08,0.9292513561830271,0.8952892314598764,0.033962124723150744,0.03301400711792463,1.0287186466592642,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0,0.0,0.0,0.0,1.0865172606192686,1.100645616821755,0.014128356202486536,False
u56,band,ewall,10,5,0.08,1.1249849328626325,1.0377371058319371,0.08724782703069534,0.05105149682231264,1.7090160418678002,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0,0.0,0.0,0.0,1.2038344012039162,1.2756410808357277,0.07180667963181153,False
u56,band,ewall,25,5,0.08,1.0802190270158525,0.9606787427271283,0.11954028428872421,0.0782025686518808,1.528597926506206,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0,0.0,0.0,0.0,1.1531076708691597,1.2011689566945112,0.04806128582535152,False
u56,breadth,top20,10,5,0.25,1.0223005683285944,1.0222892858308836,1.128249771076284e-05,0.009079175723251901,0.0012426786367696573,0.0,0.5,0.5,0.5,0.25,0.5,0.75,0.25,6,0.75,0.013136857353077458,0.013136857353077458,1.1878985267789675,1.2377240285143565,0.04982550173538902,False
u56,breadth,top20,25,5,0.25,0.8786661585533905,0.8759759530789997,0.0026902054743908055,0.011449431089636548,0.23496411772160844,0.0,0.5,0.5,0.25,0.25,0.25,0.5,0.25,4,0.5,0.004805242595395914,0.004805242595395914,1.0583823415098852,1.110548578325787,0.05216623681590171,False
u56,breadth,ewall,10,5,0.5,1.0079695077858306,1.003788205001484,0.0041813027843466966,0.010456066167303086,0.3998925329510584,0.0,0.5,0.75,0.5,0.25,0.5,0.75,0.25,5,0.625,-0.014085321640993104,0.014085321640993104,1.2337271418228417,1.2736258018133157,0.03989865999047404,False
u56,breadth,ewall,25,5,0.5,0.8837115203446742,0.8810108039173892,0.002700716427284977,0.012975857836952464,0.20813394083232903,0.25,0.5,0.5,0.5,0.25,0.5,0.75,0.25,4,0.5,-0.011407393769375385,0.011407393769375385,1.112622113036783,1.153847302502101,0.041225189465317946,False
