panel,ladder,k,stat,M_NONE,M_NONE_bootSD,M_NONE_t,M_SUBSAMPLE,M_SUBSAMPLE_bootSD,M_SUBSAMPLE_t,M_PAIRWISE,M_PAIRWISE_bootSD,M_PAIRWISE_t,M_D2,M_D2_bootSD,M_D2_t,INFLATION_vs_matched,INFLATION_vs_d2
U56,N,6,CAGR,0.0598571464689821,0.02778261487410327,2.154482101134985,0.02907142952732187,0.012909109354331344,2.252008928684739,0.02907142952732187,0.012909109354331344,2.252008928684739,0.02361775546013302,0.010962149765686678,2.154482101134985,2.0589681155076067,2.534413
U56,N,6,Sharpe,0.1025300262905029,0.08853133757907375,1.1581212833131083,0.04674094822708881,0.037951678903734215,1.2315910541309356,0.04674094822708881,0.037951678903734215,1.2315910541309356,0.04045513745806343,0.03493169328719264,1.1581212833131083,2.1935803653867985,2.534413
U56,N,6,MaxDD,0.0669236029421435,0.0470539126079363,1.4222749869870737,0.030434237998805232,0.02024981350052627,1.5029391751195278,0.030434237998805232,0.02024981350052627,1.5029391751195278,0.026405957885373657,0.01856600033535825,1.4222749869870734,2.198957731248955,2.534413
U56,N,6,Vol,0.062992777148511,0.009465862616735139,6.654731818856439,0.026806912650566932,0.0046031818258912265,5.8235615416683695,0.026806912650566932,0.0046031818258912265,5.8235615416683695,0.024854977128238767,0.003734932947682615,6.654731818856439,2.3498706460394563,2.534413
U56,N,6,Calmar,0.29056615747576864,0.15256659417264876,1.9045201805249423,0.12663614685759436,0.0703027438840486,1.801297358556265,0.12663614685759436,0.0703027438840486,1.801297358556265,0.11464830612681069,0.060198000157294325,1.9045201805249423,2.2944961978550866,2.534413
U56,N,6,Ulcer,0.017123600782004304,0.017827197459582694,0.9605324011711003,0.006982096732017442,0.007439675448492421,0.9384948013333426,0.006982096732017442,0.007439675448492421,0.9384948013333426,0.0067564366115563275,0.007034053826105964,0.9605324011711004,2.452501224092398,2.534413
U56,H,4,CAGR,0.015820421168133647,0.008758338873913966,1.8063266785958174,0.008813191364811143,0.004611907583394555,1.9109644340106808,0.008813191364811143,0.004611907583394555,1.9109644340106808,0.007684475280465509,0.004254200179581681,1.8063266785958179,1.7950842678057135,2.058751
U56,H,4,Sharpe,0.07434037947928052,0.05273297651804162,1.4097512484213046,0.037717078149860174,0.028610167576323765,1.3183102842456889,0.037717078149860174,0.028610167576323765,1.3183102842456889,0.036109456403071824,0.025614062369874558,1.4097512484213048,1.9710004890597845,2.058751
U56,H,4,MaxDD,0.05534762797956805,0.023115437177570447,2.39440109024948,0.029549038128723837,0.012576852990081124,2.349477898169599,0.029549038128723837,0.012576852990081124,2.349477898169599,0.02688408067783236,0.011227893600328765,2.3944010902494806,1.8730771451327237,2.058751
U56,H,4,Vol,0.009979191873837612,0.0030681499634635104,3.2525111199494647,0.005078522050579695,0.0016014471773053002,3.17120796898537,0.005078522050579695,0.0016014471773053002,3.17120796898537,0.0048472068131782875,0.001490296768994167,3.252511119949465,1.9649795303534268,2.058751
