panel,book,rule,base,base_off,k,T,d_CAGR,d_Sharpe,d_MaxDD,d_H1,d_H2,d_IS,d_OOS,d_OOS_CAGR,d_OOS_DD,d_m4b
U56,RULESv2,LIVE,2020-09-01,1512,1,2930,0.0004483087647151329,0.005885493268147357,0.0,0.0,0.012102157620136778,0.0,0.01767823395706203,0.0014252393239646555,0.0,0.0005082858709881677
U56,RULESv2,LIVE,2020-09-01,1512,2,2930,0.0015141936800397993,0.02392162778428153,0.0,0.005213716678055924,0.054485575723036916,0.0,0.07211826313100755,0.004865929359756382,0.0,8.009887527832271e-06
U56,RULESv2,LIVE,2020-09-01,1512,3,2930,0.0019400925085599763,0.029550505184356757,0.0,0.005213716678055924,0.06596282786869834,0.0,0.08901216925990374,0.006232550818530802,0.0,0.00017024402332729838
U56,RULESv2,LIVE,2020-09-01,1512,5,2930,0.002413855217015426,0.03963004165806705,0.0,0.0038516204033007817,0.08481710311466828,0.0,0.11858408315985147,0.0077545860451442294,0.0,0.00033378726949841175
U56,RULESv2,LIVE,2020-09-01,1512,8,2930,0.002477844389161321,0.04162228450948624,0.0,0.008311603694526548,0.09336314493242637,0.0,0.12430859321903887,0.007976407396732332,0.0,0.0006521028295620318
U56,RULESv2,LIVE,2020-09-01,1512,13,2930,0.003816915221215522,0.05945164066334674,0.0,0.00878947024782617,0.12991108019490838,0.0,0.17683663399974137,0.012233459100490673,0.0,0.0015945167736831634
U56,RULESv2,LIVE,2020-09-01,1512,21,2930,0.002535553193620421,0.045135971222480364,0.0,0.0069175013729936286,0.09851499280383891,0.0,0.13413120508154708,0.008235951396492913,0.0,0.0010913087176649405
U56,RULESv2,LIVE,2020-09-01,1512,34,2930,0.002305927253150708,0.04430023224810342,0.0,0.01131106028442952,0.10090469294305904,0.0,0.131269180522682,0.007595447236749431,0.0,0.0005281193935422202
U56,RULESv2,LIVE,2020-09-01,1512,55,2930,0.0012670852168583657,0.03753949093740827,0.0,0.016717993001918785,0.058244558497308585,0.0,0.11081698818023211,0.004531178472112485,0.0,0.00016079749851426184
U56,RULESv2,PIN_BOUNDARY,2020-09-01,1512,1,2930,0.0004483087647151329,0.005885493268147357,0.0,0.0,0.012102157620136778,0.0,0.01767823395706203,0.0014252393239646555,0.0,0.0005082858709881677
U56,RULESv2,PIN_BOUNDARY,2020-09-01,1512,2,2930,0.0015141936800397993,0.02392162778428153,0.0,0.0,0.04898289171150516,0.0,0.07211826313100755,0.004865929359756382,0.0,8.009887527832271e-06
U56,RULESv2,PIN_BOUNDARY,2020-09-01,1512,3,2930,0.0019400925085599763,0.029550505184356757,0.0,0.0,0.06045955956844429,0.0,0.08901216925990374,0.006232550818530802,0.0,0.00017024402332729838
U56,RULESv2,PIN_BOUNDARY,2020-09-01,1512,5,2930,0.002413855217015426,0.03963004165806705,0.0,0.0,0.08070892061487434,0.0,0.11858408315985147,0.0077545860451442294,0.0,0.00033378726949841175
