axis,pool,N,panel,ladder,cost,kind,npoints,n_used,slope,slope_p95,slope_noise,lo,hi
TAPE,SHELF,20,B136,SCALED,10.0,NULL_0R,4,4,-0.09003479841127085,-0.24789758373393503,-0.43661420571939846,0.27466508976525195,0.3271887545611426
TAPE,SHELF,20,B136,SCALED,25.0,NULL_0,4,1,,-0.5956783716749758,-0.6165162533927552,0.0,0.032027779805388304
TAPE,SHELF,20,B136,SCALED,25.0,NULL_0R,4,4,-0.07064767450044615,-0.2601284028738883,-0.4465835779805969,0.24571417782962648,0.2885579331622718
TAPE,WIDE,48,U56,NATIVE,10.0,NULL_0,4,3,-0.13528533775224233,-0.32060226902561995,-0.30468205571842283,0.0,0.029385355544206827
TAPE,WIDE,48,U56,NATIVE,10.0,NULL_0R,4,4,-0.031530643771184565,-0.056295294857060606,-0.23743708004486755,0.49523662729113493,0.5516442943256464
TAPE,WIDE,48,U56,NATIVE,25.0,NULL_0,4,3,-0.044722680806835245,-0.3206284770316891,-0.304825387056594,0.0,0.029182671818371093
TAPE,WIDE,48,U56,NATIVE,25.0,NULL_0R,4,4,-0.029786908727367993,-0.0535726928412166,-0.24020551306083707,0.4819560468230152,0.5364803685112116
TAPE,WIDE,48,U56,SCALED,10.0,NULL_0,4,2,1.7379182586850521,-0.5006505685691701,-0.6000987789227654,0.0,0.022472625440633595
TAPE,WIDE,48,U56,SCALED,10.0,NULL_0R,4,4,-0.042826197870885235,-0.10666797221979371,-0.4350521815134452,0.4932039016638413,0.5599036259478435
TAPE,WIDE,48,U56,SCALED,25.0,NULL_0,4,2,1.6666859123921842,-0.499964175207458,-0.6001695959209686,0.0,0.02306339480961582
TAPE,WIDE,48,U56,SCALED,25.0,NULL_0R,4,4,-0.04050117542682346,-0.10708149287010149,-0.44135935444609703,0.47940567675131607,0.5441794155266588
TAPE,WIDE,48,B136,NATIVE,10.0,NULL_0,4,3,-0.9290659733247892,-0.33843824477279166,-0.3234727967253719,0.0,0.03068711858360133
TAPE,WIDE,48,B136,NATIVE,10.0,NULL_0R,4,4,0.0013015292776390026,-0.03370635227972892,-0.2375017292234233,0.440168280326073,0.4862449174694251
TAPE,WIDE,48,B136,NATIVE,25.0,NULL_0,4,3,-0.8945936439273341,-0.3392202347721051,-0.3235158050964794,0.0,0.030443889891892565
TAPE,WIDE,48,B136,NATIVE,25.0,NULL_0R,4,4,0.007150464933336835,-0.028929461012813528,-0.24158319769569447,0.4244442936755063,0.4715322465158498
TAPE,WIDE,48,B136,SCALED,10.0,NULL_0,4,1,,-0.5454768484520308,-0.6297541411916079,0.0,0.008465741387434006
TAPE,WIDE,48,B136,SCALED,10.0,NULL_0R,4,4,0.0085863580750994,-0.07810632964208293,-0.44057617214642664,0.4379146076060609,0.48947118965886666
TAPE,WIDE,48,B136,SCALED,25.0,NULL_0,4,1,,-0.5472844975769465,-0.6298081124422115,0.0,0.008809702118890813
TAPE,WIDE,48,B136,SCALED,25.0,NULL_0R,4,4,0.014191485338085851,-0.0763664413414196,-0.4476631806134554,0.42229724230860044,0.4741566574449214
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,10.0,NULL_0,3,2,0.11640876594667315,-0.0503924156720972,-0.034643668934198735,0.0,0.01609512545957211
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,10.0,NULL_0R,3,3,0.595966734184262,0.27945575773732806,-0.18893700625425036,0.28693853531115804,0.5516442943256464
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,25.0,NULL_0,3,2,-0.39722044473869916,-0.04892594689761394,-0.03302114157306723,0.0,0.015936077911020634
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,25.0,NULL_0R,3,3,0.6760949604463747,0.32850704983837253,-0.16406545448904714,0.26297396338631823,0.5364803685112116
POOL,GRID|SHELF|WIDE,18,U56,SCALED,10.0,NULL_0,3,0,,-0.08396636566557963,0.026772525507957796,0.0,0.0
POOL,GRID|SHELF|WIDE,18,U56,SCALED,10.0,NULL_0R,3,3,0.6105270678087982,0.29863324964259963,-0.08278333285831155,0.2838858706769326,0.5599036259478435
POOL,GRID|SHELF|WIDE,18,U56,SCALED,25.0,NULL_0,3,0,,-0.08061257715719483,0.02838216721541036,0.0,0.0
POOL,GRID|SHELF|WIDE,18,U56,SCALED,25.0,NULL_0R,3,3,0.6797918287269826,0.3268541934503168,-0.06567778137229392,0.25880001620612014,0.5441794155266588
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,10.0,NULL_0,3,1,,0.04109745523105572,-0.05338135526720976,0.0,0.025298618471794626
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,10.0,NULL_0R,3,3,0.5088959191431787,0.31233920505409984,-0.15046647004183447,0.2904062914837381,0.49523662729113493
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,25.0,NULL_0,3,1,,0.04041925182646723,-0.054947731049099134,0.0,0.024365578303186766
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,25.0,NULL_0R,3,3,0.5733845275267809,0.35647829869814707,-0.13471167724635216,0.2645266549366493,0.4819560468230152
POOL,GRID|SHELF|WIDE,18,U56,SCALED,10.0,NULL_0,3,1,,-0.04289510559133722,-0.021564485922055347,0.0,0.0088371936525804
POOL,GRID|SHELF|WIDE,18,U56,SCALED,10.0,NULL_0R,3,3,0.4932553480046551,0.2883295763420999,-0.06586843418461125,0.28952273010882834,0.4932039016638413
POOL,GRID|SHELF|WIDE,18,U56,SCALED,25.0,NULL_0,3,1,,-0.044250999153938715,-0.02284667158252746,0.0,0.011733532628776504
POOL,GRID|SHELF|WIDE,18,U56,SCALED,25.0,NULL_0R,3,3,0.553881779619035,0.325276413794221,-0.05339722956912618,0.26640219593982234,0.47940567675131607
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,10.0,NULL_0,3,2,3.580896661432752,0.007775275058006448,-0.039201809751388234,0.0,0.029385355544206827
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,10.0,NULL_0R,3,3,0.5745051463666507,0.4062055535711776,-0.10428774238596265,0.3023386067269089,0.5432352981920898
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,25.0,NULL_0,3,2,2.5162188317663543,0.0031768271552664535,-0.04066800506828515,0.0,0.029182671818371093
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,25.0,NULL_0R,3,3,0.6401763968750337,0.45504140463606074,-0.08736458956391602,0.27734430983306313,0.5299157864057188
POOL,GRID|SHELF|WIDE,18,U56,SCALED,10.0,NULL_0,3,1,,-0.011003382406341166,-0.03792458439217465,0.0,0.013632550029664715
POOL,GRID|SHELF|WIDE,18,U56,SCALED,10.0,NULL_0R,3,3,0.5676090781186142,0.37868617962202744,-0.0958937328127462,0.3061168440543234,0.5417022875970197
POOL,GRID|SHELF|WIDE,18,U56,SCALED,25.0,NULL_0,3,1,,-0.010035768149436767,-0.038988971998653144,0.0,0.014280515334520853
POOL,GRID|SHELF|WIDE,18,U56,SCALED,25.0,NULL_0R,3,3,0.6307181251070065,0.41479072782155757,-0.08044361697045727,0.2818986322139367,0.5284602323282543
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,10.0,NULL_0,3,1,,0.006504700305090153,-0.040247964686600066,0.0,0.022472625440633595
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,10.0,NULL_0R,3,3,0.5977841260373828,0.4264578742271315,-0.05674163288155623,0.27322578908096784,0.5151819002558595
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,25.0,NULL_0,3,1,,0.007028305531242196,-0.042076202219483924,0.0,0.02306339480961582
POOL,GRID|SHELF|WIDE,18,U56,NATIVE,25.0,NULL_0R,3,3,0.6646894117956792,0.47438905782694113,-0.03475164367240121,0.25066441914392834,0.5018960980995313
POOL,GRID|SHELF|WIDE,18,U56,SCALED,10.0,NULL_0,3,1,,0.006504700305090153,-0.040247964686600066,0.0,0.022472625440633595
POOL,GRID|SHELF|WIDE,18,U56,SCALED,10.0,NULL_0R,3,3,0.5977841260373828,0.4264578742271315,-0.05674163288155623,0.27322578908096784,0.5151819002558595
POOL,GRID|SHELF|WIDE,18,U56,SCALED,25.0,NULL_0,3,1,,0.007028305531242196,-0.042076202219483924,0.0,0.02306339480961582
POOL,GRID|SHELF|WIDE,18,U56,SCALED,25.0,NULL_0R,3,3,0.6646894117956792,0.47438905782694113,-0.03475164367240121,0.25066441914392834,0.5018960980995313
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,10.0,NULL_0,3,2,-0.24367508741829222,-0.12346567181906609,-0.11236761321944973,0.0,0.03931650953307717
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,10.0,NULL_0R,3,3,0.3589220893772051,0.1272508562518582,-0.21263865342216498,0.3387937582159266,0.48274190046990423
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,25.0,NULL_0,3,2,-0.18790902181825295,-0.11935787712676073,-0.11234778755722392,0.0,0.036854452361769874
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,25.0,NULL_0R,3,3,0.4547497383319654,0.18198271192210078,-0.17908038019752964,0.2976442965593332,0.4649862662492862
POOL,GRID|SHELF|WIDE,18,B136,SCALED,10.0,NULL_0,3,0,,-0.10814448162935615,-0.0674644556868195,0.0,0.0
POOL,GRID|SHELF|WIDE,18,B136,SCALED,10.0,NULL_0R,3,3,0.3498596584710371,0.0749722418446168,-0.14665766492127144,0.3271887545611426,0.47949236060200917
POOL,GRID|SHELF|WIDE,18,B136,SCALED,25.0,NULL_0,3,1,,-0.10624961204437901,-0.06688489366585289,0.0,0.007148099332045143
POOL,GRID|SHELF|WIDE,18,B136,SCALED,25.0,NULL_0R,3,3,0.440378652405475,0.11734592230947116,-0.1242681350813373,0.2885579331622718,0.4618184147544381
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,10.0,NULL_0,3,2,1.3499458415449264,0.009652499890744869,-0.06096086853775327,0.0,0.029529226849474198
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,10.0,NULL_0R,3,3,0.4809485657114881,0.3014314476850075,-0.04967943360931087,0.26515613385774506,0.440168280326073
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,25.0,NULL_0,3,2,1.1823041162728125,0.005836176158805116,-0.062227842794364475,0.0,0.0292758209953871
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,25.0,NULL_0R,3,3,0.5605760796945388,0.3522051717933379,-0.031165421846813115,0.2368523028925322,0.4244442936755063
POOL,GRID|SHELF|WIDE,18,B136,SCALED,10.0,NULL_0,3,2,-1.6736476767252728,-0.04689305723107461,-0.019395454772412297,0.0,0.03567249621392686
POOL,GRID|SHELF|WIDE,18,B136,SCALED,10.0,NULL_0R,3,3,0.43759106874541104,0.23785966412429924,-0.05325526742167476,0.27466508976525195,0.4379146076060609
POOL,GRID|SHELF|WIDE,18,B136,SCALED,25.0,NULL_0,3,2,-0.8914666796838864,-0.04990306413174882,-0.020197418764246595,0.0,0.03536623646195051
POOL,GRID|SHELF|WIDE,18,B136,SCALED,25.0,NULL_0R,3,3,0.51818670146547,0.27226108596702464,-0.03982384524048523,0.24571417782962648,0.42229724230860044
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,10.0,NULL_0,3,2,-1.8790916966049558,-0.036662492011433886,-0.0047402054829746975,0.0,0.033090714805101826
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,10.0,NULL_0R,3,3,0.5311037589611225,0.41626455878368335,0.008573042610376664,0.28035956787763394,0.4862449174694251
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,25.0,NULL_0,3,2,-1.9905089524768722,-0.03505697969069264,-0.005344954534045063,0.0,0.03337448279724317
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,25.0,NULL_0R,3,3,0.604374818399944,0.46874787527749434,0.03111435847454113,0.2534310153911633,0.4715322465158498
POOL,GRID|SHELF|WIDE,18,B136,SCALED,10.0,NULL_0,3,1,,-0.024701340788682052,-0.014827699737997033,0.0,0.033874860091337056
POOL,GRID|SHELF|WIDE,18,B136,SCALED,10.0,NULL_0R,3,3,0.5301619295859853,0.36986795135912937,-0.019459693533007208,0.2849413375045592,0.48947118965886666
POOL,GRID|SHELF|WIDE,18,B136,SCALED,25.0,NULL_0,3,1,,-0.028770768563203576,-0.01579435189911467,0.0,0.034864362712017066
POOL,GRID|SHELF|WIDE,18,B136,SCALED,25.0,NULL_0R,3,3,0.6006604897966341,0.41649397215803086,-0.004921792111204043,0.25786087678547803,0.4741566574449214
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,10.0,NULL_0,3,1,,-0.04294767233668369,-0.09860413081161291,0.0,0.008465741387434006
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,10.0,NULL_0R,3,3,0.5047192837381542,0.32681205568817057,-0.12825541002729662,0.28907989677935597,0.47454465223662656
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,25.0,NULL_0,3,1,,-0.04479503602370207,-0.09945225867741268,0.0,0.008809702118890813
POOL,GRID|SHELF|WIDE,18,B136,NATIVE,25.0,NULL_0R,3,3,0.5767402874152153,0.38084809579735507,-0.1036854506710533,0.2613263569116364,0.46050123905384244
POOL,GRID|SHELF|WIDE,18,B136,SCALED,10.0,NULL_0,3,1,,-0.04294767233668369,-0.09860413081161291,0.0,0.008465741387434006
POOL,GRID|SHELF|WIDE,18,B136,SCALED,10.0,NULL_0R,3,3,0.5047192837381542,0.32681205568817057,-0.12825541002729662,0.28907989677935597,0.47454465223662656
POOL,GRID|SHELF|WIDE,18,B136,SCALED,25.0,NULL_0,3,1,,-0.04479503602370207,-0.09945225867741268,0.0,0.008809702118890813
POOL,GRID|SHELF|WIDE,18,B136,SCALED,25.0,NULL_0R,3,3,0.5767402874152153,0.38084809579735507,-0.1036854506710533,0.2613263569116364,0.46050123905384244
