panel,family,level,con,pick_cad,pick_gross,pick_IS_Sharpe,pick_OOS_CAGR,pick_OOS_Sharpe,pick_OOS_MaxDD,pick_keep4a,pick_pass4b_oos,dn_OOS_CAGR,dn_OOS_Sharpe,dn_OOS_MaxDD,d21_OOS_Sharpe,base_OOS_Sharpe,base_OOS_CAGR,base_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
B136,MA-THRESH,-0.4,DEGROSS,Q,1.0,1.1761298803078393,0.1822309899439762,1.104973585047532,-0.3176661350507451,False,False,0.1336233509170121,1.0818668983592783,-0.2466722697788983,1.09205357555127,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
B136,MA-THRESH,-0.4,RESPREAD,10d,1.0,1.1661185539811574,0.1803575569068791,1.0829065849143211,-0.3234303395118704,False,False,0.1355100038262429,1.0832644861095002,-0.2508165273473384,1.0878793436216945,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
B136,MA-THRESH,-0.25,DEGROSS,Q,0.75,1.2156825556872592,0.1338326840399859,1.125061735208628,-0.2416374844966416,False,False,0.1242315972500121,1.0686862672512558,-0.2329430148848358,1.111795790722845,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
B136,MA-THRESH,-0.25,RESPREAD,Q,0.5,1.1800295245884704,0.0918369318358729,1.1349172825043372,-0.1646174220615853,False,False,0.1312869292759291,1.0707880323478445,-0.2480868978189153,1.0943026974706105,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
B136,MA-THRESH,-0.12,DEGROSS,21d@ph7,1.0,1.215343519311881,0.1375392339420591,0.9886329031539892,-0.2879941202061131,False,False,0.1047514934808928,1.066736937885478,-0.1821025523436765,1.107885676961989,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
B136,MA-THRESH,-0.12,RESPREAD,Q,0.5,1.1659919370022598,0.086783897959233,1.109346842635381,-0.1653436361990128,False,False,0.1170676569996131,1.0148336725308582,-0.2292712288426884,1.0562803388862163,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
B136,MA-THRESH,-0.06,DEGROSS,21d@ph7,1.0,1.2011409398457678,0.1266222742968945,0.9909941582335936,-0.2744056422861729,False,False,0.0940150032847004,1.1076056285227784,-0.1467052832654779,1.13017998383089,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
B136,MA-THRESH,-0.06,RESPREAD,Q,0.5,1.1552325951754931,0.0869693925873129,1.1209609408018657,-0.1639125397911234,False,False,0.1134146541877303,1.020698894193442,-0.2156255904797339,1.0492377484946462,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
B136,MA-THRESH,0.0,DEGROSS,M,1.0,1.1162397745496766,0.1095744221730776,1.139764990183925,-0.1610787647681846,False,True,0.0773801836407972,1.109991364685276,-0.1264166891609005,1.10820162800432,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
B136,MA-THRESH,0.0,RESPREAD,63d,0.5,1.1999155414489897,0.0795139439893228,1.0042789830211534,-0.1642722666461515,False,False,0.117835529742974,1.0520556057393042,-0.2011751689397334,1.043873411482849,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
B136,MA-THRESH,0.06,DEGROSS,42d,1.0,1.0223478585290404,0.0803095464236702,1.0500274289150908,-0.1430769768189914,False,False,0.053221742639927,1.0127561859008385,-0.0915787272794242,0.998996505479693,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
B136,MA-THRESH,0.06,RESPREAD,Q,0.5,1.098191724374301,0.0899554991177855,1.0126130100027693,-0.1761696631595737,False,False,0.1250260881610383,1.0207735660097788,-0.2163218211586566,1.096072109725698,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
B136,MA-THRESH,0.12,DEGROSS,42d,1.0,0.9961638555800324,0.0507304885708133,0.9543773512682892,-0.078269784515296,False,False,0.0293178117468062,0.8216374465089836,-0.0486258652851193,0.885316726197731,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
B136,MA-THRESH,0.12,RESPREAD,42d,1.0,1.272030167022851,0.1974112537563968,1.043129762460992,-0.3042713915561486,False,False,0.133049432108727,0.96225259679554,-0.2320431469780105,1.0627716237111584,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
B136,MA-THRESH,0.2,DEGROSS,Q,1.0,1.05324944661293,0.0287426653950868,0.8935935981475988,-0.0400121867310598,False,False,0.0156820354786224,0.7365735294305721,-0.0226463103491055,0.8455031780203105,1.276620821629499,0.0945517936976276,-0.1205495691484088,0.8736721309012504,0.1525718138394871,-0.3371595330739301
