panel,book,gross,age,d_turn_pct,d_CAGR_pp,d_risk_gross,clears_bar
B136,CAND,0.75,5,-1.1184397061944185,0.06111478478725285,-0.0004810869307756427,False
B136,CAND,0.75,10,-4.169322640904705,0.14878414900600934,-0.0010352698824634965,False
B136,CAND,0.75,21,-11.090955494244813,0.10690692245070021,-0.002249229339745029,False
B136,CAND,0.75,42,-13.775973703019172,0.0319350742121971,-0.004547174598301451,False
B136,CAND,1.0,5,-0.6844124281890851,0.08089541478013551,-0.0006525208250699466,False
B136,CAND,1.0,10,-3.9291636172570588,0.20255801687820707,-0.0013976581208042793,False
B136,CAND,1.0,21,-10.938619982151465,0.15186077077118387,-0.00302177565631756,False
B136,CAND,1.0,42,-13.691582536277092,0.04988550331579411,-0.006093934377037757,False
B136,CAP2,0.75,5,-1.7445270968399207,-0.16787452618047816,-0.00394347244772375,False
B136,CAP2,0.75,10,-5.334304818259417,-0.22129882743919804,-0.008516495239509925,False
B136,CAP2,0.75,21,-12.75125970776816,-0.3959460785478708,-0.019062855500082132,False
B136,CAP2,0.75,42,-18.700999573718825,-0.6758510683602781,-0.03930286013629192,False
B136,CAP2,1.0,5,-1.579262706786566,-0.3138528941473817,-0.007234393179750609,False
B136,CAP2,1.0,10,-5.554069297418119,-0.44313014286965213,-0.015675239009086073,False
B136,CAP2,1.0,21,-13.427149161623431,-0.8511208231345213,-0.034197285584903536,False
B136,CAP2,1.0,42,-20.38313315305387,-1.2978817551720478,-0.0695153050227384,False
U56,CAND,0.75,5,-0.2450130267606654,0.15902483959471247,-0.0007746741174847749,False
U56,CAND,0.75,10,-3.6654688497932186,0.3679185257140949,-0.001740820095013862,False
U56,CAND,0.75,21,-9.51426194826639,-0.01923074445351336,-0.003898549739070889,False
U56,CAND,0.75,42,-12.064235759807662,-0.34124765677905344,-0.007522055824544571,False
U56,CAND,1.0,5,-0.0010239795928623785,0.21860350263942507,-0.0010387564938982852,False
U56,CAND,1.0,10,-3.5614425933245264,0.5046378041482669,-0.0023296666774105246,False
U56,CAND,1.0,21,-9.489868205233343,-0.024996333217552902,-0.005202739011132773,False
U56,CAND,1.0,42,-12.079993606340722,-0.4687885768332123,-0.010043768843471801,False
U56,CAP2,0.75,5,-2.141870693506953,-0.035013890652990654,-0.007974083752145478,False
U56,CAP2,0.75,10,-6.244157054123267,-0.1650514372643519,-0.01740356944038257,False
U56,CAP2,0.75,21,-14.011590335171032,-0.6445628146743987,-0.03784594553852849,False
U56,CAP2,0.75,42,-21.15618238187549,-1.7150795246544392,-0.07505356698964505,False
U56,CAP2,1.0,5,-2.2767542267719265,-0.14585757990628334,-0.015601344067549316,False
U56,CAP2,1.0,10,-7.5373275795320716,-0.45079372507703663,-0.03345681256799682,False
U56,CAP2,1.0,21,-16.38452684235785,-1.1143089993235655,-0.06964116485098026,False
U56,CAP2,1.0,42,-25.554168253947186,-2.439861073196492,-0.12994343783082052,False
