panel,window,book,gross,cost_bps,k,dTurn,dCAGR,dSharpe,dMaxDD,dOOS_Sharpe,inf4b,k4b
U56,252,CAP2,0.75,0.0,6,-0.04122398638553293,-0.00454762648897189,-0.022694186655872972,0.003560491358802542,-0.025260027438698263,True,True
U56,252,CAP2,0.75,0.0,4,-0.11754089144392821,-0.013923799012615534,-0.045585885898386636,0.011799384546650193,-0.023199252638605783,True,False
U56,252,CAP2,0.75,0.0,3,-0.18914092675219174,-0.029788917391187386,-0.12165831150186324,0.022173293238425318,-0.015456267382848665,True,False
U56,252,CAP2,0.75,0.0,2,-0.4322538228866992,-0.058863530562747624,-0.24368939910881826,0.04395851538838491,-0.20007908375010097,True,False
U56,252,CAP2,0.75,10.0,6,-0.04122398638553293,-0.004370946927737318,-0.021783653059962882,0.003551857801322389,-0.024158897126685952,True,True
U56,252,CAP2,0.75,10.0,4,-0.11754089144392821,-0.013420748450212017,-0.04396591403244221,0.011821360651554702,-0.02123971091181942,True,False
U56,252,CAP2,0.75,10.0,3,-0.18914092675219174,-0.02896395622921477,-0.12034667176556857,0.022142717181035443,-0.013426905925729482,True,False
U56,252,CAP2,0.75,10.0,2,-0.4322538228866992,-0.05705351216743759,-0.23921813001834513,0.04398964551966944,-0.19616395341288229,True,False
U56,252,CAP2,0.75,25.0,6,-0.04122398638553293,-0.004108032484157587,-0.020416313205306125,0.003538910775165549,-0.022505222494815014,True,False
U56,252,CAP2,0.75,25.0,4,-0.11754089144392821,-0.012671904273287904,-0.04153156906631228,0.011854305496530104,-0.018291958952032283,True,False
U56,252,CAP2,0.75,25.0,3,-0.18914092675219174,-0.027735407794239775,-0.11836926495649491,0.02209688995331327,-0.010380266210235689,True,False
U56,252,CAP2,0.75,25.0,2,-0.4322538228866992,-0.054355736090070605,-0.23252126090706116,0.04403627690181833,-0.1903247591081927,True,False
U56,252,CAP2,0.75,50.0,6,-0.04122398638553293,-0.003675410868483331,-0.018135577401229508,0.003517341224149817,-0.019746335966255524,False,False
U56,252,CAP2,0.75,50.0,4,-0.11754089144392821,-0.011439000475794492,-0.03746574158101135,0.011909162073735713,-0.013362815410183915,False,False
U56,252,CAP2,0.75,50.0,3,-0.18914092675219174,-0.025711372488103734,-0.11504890213040797,0.022020609521224643,-0.005301539872245353,False,False
U56,252,CAP2,0.75,50.0,2,-0.4322538228866992,-0.049905152925910246,-0.2213815482698589,0.044113825710983434,-0.18067221613217388,False,False
U56,252,CAP2,1.0,0.0,6,-0.05533477646819884,-0.007425317758575023,-0.024939498969440033,0.005634534475450814,-0.024436479321888305,True,True
U56,252,CAP2,1.0,0.0,4,-0.17657518055694132,-0.021682759705024424,-0.02643936684081294,0.02895053639051892,-0.006488879541841186,True,True
U56,252,CAP2,1.0,0.0,3,-0.26776448577881795,-0.039258852049282034,-0.08161008392948443,0.046718518918791974,0.007621408026472487,True,False
U56,252,CAP2,1.0,0.0,2,-0.5001343825437845,-0.06974724958176837,-0.19346259924166742,0.06850374106875168,-0.16351022227740808,True,False
U56,252,CAP2,1.0,10.0,6,-0.05533477646819884,-0.007148424394207709,-0.02408911874003805,0.005633064627618034,-0.02333377017926841,True,True
U56,252,CAP2,1.0,10.0,4,-0.17657518055694132,-0.02081764383352036,-0.024943377182822024,0.029052957029269577,-0.004700521999368101,True,False
U56,252,CAP2,1.0,10.0,3,-0.26776448577881795,-0.037940147863723794,-0.0803850542174378,0.04681792416715691,0.009802733443275313,True,False
U56,252,CAP2,1.0,10.0,2,-0.5001343825437845,-0.06735745480258615,-0.18903275422330212,0.06866485250579091,-0.15932239105994417,True,False
U56,252,CAP2,1.0,25.0,6,-0.05533477646819884,-0.0067367875476807,-0.022814082097800448,0.005630859158237578,-0.021679559544918625,True,True
U56,252,CAP2,1.0,25.0,4,-0.17657518055694132,-0.019530860969829034,-0.02270014373409146,0.02920652456075412,-0.002012805980515342,True,False
U56,252,CAP2,1.0,25.0,3,-0.26776448577881795,-0.03597772192924342,-0.07854069823578835,0.04696700207110549,0.013078027020862137,True,False
U56,252,CAP2,1.0,25.0,2,-0.5001343825437845,-0.06379765073370858,-0.18240414548363537,0.06890638901961055,-0.15307775521430766,True,False
U56,252,CAP2,1.0,50.0,6,-0.05533477646819884,-0.00606051388886919,-0.02069171511492751,0.005627181515707069,-0.01892404320976393,True,False
U56,252,CAP2,1.0,50.0,4,-0.17657518055694132,-0.017415023851452327,-0.018963609628171563,0.029462301323862294,0.002477038624340233,True,False
U56,252,CAP2,1.0,50.0,3,-0.26776448577881795,-0.03274836362139166,-0.07544727227680026,0.04721538533884495,0.0185420175029527,True,False
U56,252,CAP2,1.0,50.0,2,-0.5001343825437845,-0.05793054310133661,-0.17139013192440833,0.06930860152860463,-0.14275575881212998,True,False
U56,252,CAND,0.75,0.0,6,-0.022208186102705474,-0.004000943019647707,-0.016727310818765773,0.001512220619087623,-0.014336263969744412,True,True
U56,252,CAND,0.75,0.0,4,-0.052471204825880524,-0.005360978360347435,-0.010715709786267125,0.005815769251034553,0.02520858960244632,True,True
U56,252,CAND,0.75,0.0,3,-0.07254898128819054,-0.011539384762262905,-0.03374353344376413,0.01924811621743061,0.08092160452872044,True,True
U56,252,CAND,0.75,0.0,2,-0.14254503416828146,-0.015208559338229621,-0.08327808911964918,0.0050625330551206105,-0.003188132106011654,True,True
U56,252,CAND,0.75,10.0,6,-0.022208186102705474,-0.0038738770662205546,-0.016438860924237186,0.001518107162055582,-0.014144192984402393,True,True
U56,252,CAND,0.75,10.0,4,-0.052471204825880524,-0.005079252904936382,-0.009817372244800726,0.005884947279423014,0.026564833184608005,True,True
U56,252,CAND,0.75,10.0,3,-0.07254898128819054,-0.011133022583921237,-0.033114245168252676,0.019190692183543856,0.0821293003910406,True,True
U56,252,CAND,0.75,10.0,2,-0.14254503416828146,-0.014444112484954585,-0.07875677488526156,0.0050161315234009685,0.0012604618042810767,True,True
U56,252,CAND,0.75,25.0,6,-0.022208186102705474,-0.0036851761727909604,-0.016008070759211845,0.0015269391072861849,-0.013861657583735587,True,True
U56,252,CAND,0.75,25.0,4,-0.052471204825880524,-0.004660913481362883,-0.00847110025583464,0.00598852353560142,0.028596115843742664,True,True
U56,252,CAND,0.75,25.0,3,-0.07254898128819054,-0.010529378225326624,-0.0321776408533192,0.019104744891904613,0.08391419161988778,True,True
U56,252,CAND,0.75,25.0,2,-0.14254503416828146,-0.013308629991912957,-0.07201303383519098,0.0049465332351709135,0.007855608350560317,True,False
U56,252,CAND,0.75,50.0,6,-0.022208186102705474,-0.0033756859917979387,-0.015293535277727477,0.0015416646640844522,-0.013402863181910307,False,False
U56,252,CAND,0.75,50.0,4,-0.052471204825880524,-0.00397490003662071,-0.0062293780327251635,0.006160642185532583,0.03197087854836189,False,False
U56,252,CAND,0.75,50.0,3,-0.07254898128819054,-0.009538884148231563,-0.030632241055480458,0.018962001989782595,0.08681727474794032,False,False
U56,252,CAND,0.75,50.0,2,-0.14254503416828146,-0.011445711353659682,-0.060874138990043014,0.001578076861033062,0.01864373770163885,False,False
U56,252,CAND,1.0,0.0,6,-0.022415032488552367,-0.0054388810075662875,-0.01712991756011739,0.0018807382560389607,-0.015042393133068765,False,False
U56,252,CAND,1.0,0.0,4,-0.051492083464230065,-0.0072358896506119486,-0.011536499999891703,0.007315559011767392,0.024202960996959177,False,False
U56,252,CAND,1.0,0.0,3,-0.07036444801171915,-0.015568457539207659,-0.03506268294462034,0.024351156878955837,0.07937399118711208,False,False
U56,252,CAND,1.0,0.0,2,-0.13952634526311603,-0.020728856396184936,-0.08366946637844164,0.006407528806994134,-0.003566055388644518,False,False
U56,252,CAND,1.0,10.0,6,-0.022415032488552367,-0.005260562540358338,-0.01684694827481148,0.001887707311656106,-0.014861819223480177,False,False
U56,252,CAND,1.0,10.0,4,-0.051492083464230065,-0.006857018468086951,-0.010722653501823443,0.007405522911552276,0.025494142802718,False,False
U56,252,CAND,1.0,10.0,3,-0.07036444801171915,-0.015020498199884047,-0.03457291453128186,0.024270371005677305,0.08047174390120837,False,False
U56,252,CAND,1.0,10.0,2,-0.13952634526311603,-0.019701862391555247,-0.0794641495813937,0.006344840656386852,0.0005844931492815508,False,False
U56,252,CAND,1.0,25.0,6,-0.022415032488552367,-0.004996460178646522,-0.016424296329038635,0.0018981692995510002,-0.01459640589172806,False,False
U56,252,CAND,1.0,25.0,4,-0.051492083464230065,-0.006296002914974785,-0.009503133640730299,0.007540128270886459,0.02742761545658179,False,False
U56,252,CAND,1.0,25.0,3,-0.07036444801171915,-0.014208638667480455,-0.03384507913619128,0.024149521021199716,0.0820927612282083,False,False
U56,252,CAND,1.0,25.0,2,-0.13952634526311603,-0.018180577431596845,-0.07319540656858115,0.005230722074052063,0.006731482090438501,False,False
U56,252,CAND,1.0,50.0,6,-0.022415032488552367,-0.004565176445105346,-0.015723087672593783,0.001915628280055759,-0.014165807747277048,False,False
U56,252,CAND,1.0,50.0,4,-0.051492083464230065,-0.005380175573672208,-0.007472313841229816,0.007763563369460269,0.030639190959851126,False,False
U56,252,CAND,1.0,50.0,3,-0.07036444801171915,-0.012882088837667727,-0.03264579996026917,0.023948979559622496,0.08472589992260393,False,False
U56,252,CAND,1.0,50.0,2,-0.13952634526311603,-0.015695696643802215,-0.06284944272841175,-0.0121534040568414,0.016771114938898712,False,False
U56,504,CAP2,0.75,0.0,6,-0.1375057101467818,-0.030615933479514634,-0.17893716373467372,0.02360623559502628,-0.1875429341167354,True,False
U56,504,CAP2,0.75,0.0,4,-0.36317694846872084,-0.06093069535827644,-0.3349804790503207,0.07087928457565706,-0.3963230932570081,True,False
U56,504,CAP2,0.75,0.0,3,-0.4758767989177566,-0.07801439083715644,-0.4465342448652625,0.07401238274169586,-0.5083404338895232,True,False
U56,504,CAP2,0.75,0.0,2,-0.728409450778294,-0.09322677241026645,-0.5634028370596933,0.07961798044148216,-0.6674315217717401,True,False
U56,504,CAP2,0.75,10.0,6,-0.1375057101467818,-0.02998529923766924,-0.17829217206428538,0.023647248450507363,-0.1875006118661049,True,False
U56,504,CAP2,0.75,10.0,4,-0.36317694846872084,-0.0593725004768384,-0.33240320409244095,0.07111285154041103,-0.39548397096786325,True,False
U56,504,CAP2,0.75,10.0,3,-0.4758767989177566,-0.07600713907565981,-0.44459985017486625,0.07204152276687792,-0.5092612038601817,True,False
