chooser,moved,oos
C_ANCHOR,0,0.9193593851738369
C_CALMAR,60,0.8493462127632969
C_NAIVE,66,0.8578366828087458
SE_BLOCK,13,0.8804144539643843
SE_FOLD,6,0.9063747640168142
SE_IID,12,0.8805868776115652
