ladder,control,n,span,slow,fast
CORE4,DRIFT,2700,0.36031746031746037,0.926984126984127,0.5666666666666667
CORE4,NODRIFT_G,2700,0.36931216931216937,0.935978835978836,0.5666666666666667
CORE4,NODRIFT_W,2700,0.36931216931216937,0.935978835978836,0.5666666666666667
COARSE3,DRIFT,2670,0.2803174603174604,0.926984126984127,0.6466666666666666
COARSE3,NODRIFT_G,2670,0.2893121693121694,0.935978835978836,0.6466666666666666
COARSE3,NODRIFT_W,2670,0.295978835978836,0.935978835978836,0.64
FINE2,DRIFT,180,0.07999999999999996,0.6466666666666666,0.5666666666666667
FINE2,NODRIFT_G,180,0.07999999999999996,0.6466666666666666,0.5666666666666667
FINE2,NODRIFT_W,180,0.07333333333333336,0.64,0.5666666666666667
