panel,conv,band,gate_eval,rebal,flips,CAGR,Sharpe,MaxDD,H1,H2,Turnover,Gross
U56,rw,0.00,W,W,3.6190403481314655,0.11616152764881837,1.0966487188945881,-0.18623026847371627,1.1735569504420336,1.0415753441992581,7.603863725083241,0.7502405986873925
U56,rw,0.00,W,M,3.6190403481314655,0.12778347345724672,1.1759143393870188,-0.18207811479908087,1.2184930074560751,1.1475024924147463,3.4131515393982084,0.7513387372724718
U56,dg,0.00,W,W,3.6190403481314655,0.08219770789780578,1.1764410016610078,-0.12062092525474677,1.1879125574437814,1.1688297482033332,3.148911584806322,0.5306849334994476
U56,dg,0.00,W,M,3.6190403481314655,0.08829497245366347,1.2022459777072187,-0.11871482153159407,1.2441130928179513,1.1638870368049326,1.5561116572598943,0.5314032229327462
U56,rw,0.00,M,W,1.7539412909875176,0.12375667980554494,1.128026608961749,-0.18339114340140994,1.184759331491691,1.088783950376698,3.8365068764022574,0.75026438214731
U56,rw,0.00,M,M,1.7539412909875176,0.1266301001625032,1.164257588802671,-0.18207811479908076,1.213926292672723,1.1298447589637042,3.258886467577801,0.7513065060438806
U56,dg,0.00,M,W,1.7539412909875176,0.08642849003000608,1.162886358076276,-0.118330518496635,1.1947638278065071,1.1348624485435586,1.8276402222430839,0.53164709238323
U56,dg,0.00,M,M,1.7539412909875176,0.08941936652132476,1.217228656540814,-0.11871482153159418,1.250734477235564,1.1870654498019606,1.4932557295655569,0.532449939498283
U56,rw,0.03,W,W,1.743253044241707,0.12323879251251468,1.1681011593718076,-0.17635069739490172,1.2166150864253822,1.1364935286304911,4.320391346566975,0.7502493777015536
U56,rw,0.03,W,M,1.743253044241707,0.12816493409837437,1.1847436389658443,-0.18954786603196316,1.24323805276968,1.1458781943760408,2.7565821460228546,0.7513393886516588
U56,dg,0.03,W,W,1.743253044241707,0.08680871586108085,1.212667958982562,-0.11896565752845978,1.2309983597844687,1.199577267535934,1.7875647105105263,0.5312987745016132
U56,dg,0.03,W,M,1.743253044241707,0.09099151866531652,1.2059630089014228,-0.14189116800755552,1.258343579648761,1.1626631163250627,1.231128560185025,0.5312189325089083
U56,rw,0.03,M,W,1.3937473756537007,0.12253018794938808,1.1237474871812239,-0.18776633580655955,1.1354362163306988,1.1241363918898022,3.3543026898959165,0.7502647822688445
U56,rw,0.03,M,M,1.3937473756537007,0.12532691202827562,1.1596411756426672,-0.18954786603196327,1.182759405474868,1.1499124271755534,2.7891806269337005,0.7513094398691964
U56,dg,0.03,M,W,1.3937473756537007,0.08644822862570178,1.1304736639274062,-0.14024197581792264,1.1533014843217209,1.1145924970295273,1.563676146174561,0.5310132574045513
U56,dg,0.03,M,M,1.3937473756537007,0.08944638474898459,1.1845993213552302,-0.1418911680075552,1.2182908178283745,1.1581687694524454,1.2415682865316164,0.5321441313518981
B136,rw,0.00,W,W,3.837572293289144,0.11659263483239424,1.0584987574446802,-0.20116704846935773,1.1603438392888512,0.9706241244948078,7.840203859290729,0.7502136922438878
B136,rw,0.00,W,M,3.837572293289144,0.12543587528892153,1.107014583504092,-0.2178458216508241,1.2175248821424305,1.0148884720251472,3.511767924377035,0.7513439450496934
B136,dg,0.00,W,W,3.837572293289144,0.07783377984291584,1.0952045306735803,-0.1264131055960045,1.201432962517043,0.9902842880067054,3.3294966990743924,0.5313250965126013
B136,dg,0.00,W,M,3.837572293289144,0.08449547999343876,1.136547117830861,-0.12294302459481998,1.2564008503426456,1.0146973794039607,1.623278326842309,0.5304780347583923
B136,rw,0.00,M,W,1.8850391986439015,0.12020914691228812,1.0500360114748721,-0.22056106753732685,1.1551435059367066,0.9640958861271303,4.083857849099009,0.7502292826397926
B136,rw,0.00,M,M,1.8850391986439015,0.12452107215452846,1.0965065982009379,-0.21784582165082422,1.1981615187456383,1.0122230895745763,3.4673957128836794,0.751309019366926
B136,dg,0.00,M,W,1.8850391986439015,0.08182247402552512,1.0880913711881546,-0.12368138342088131,1.2005085346479683,0.9755644414828692,1.948818819372342,0.5295347777411886
B136,dg,0.00,M,M,1.8850391986439015,0.08435860243311133,1.1352522471401512,-0.12294302459481987,1.2454987316977864,1.0236027362294806,1.5933522245083391,0.5305403749679942
B136,rw,0.03,W,W,2.0243814355498957,0.11758378875261188,1.0712284076952403,-0.18494986152901216,1.174428079975505,0.9813177100092048,4.808998511124372,0.7502129749202391
B136,rw,0.03,W,M,2.0243814355498957,0.12519728125366414,1.1034747306705928,-0.22430787168985733,1.2086252863322944,1.0190333969361873,3.0436587347315607,0.7513232002549786
B136,dg,0.03,W,W,2.0243814355498957,0.08034199584015167,1.1078049683658702,-0.12178128651163933,1.23124936086813,0.986083419602645,2.0182347355390844,0.5315137550133928
B136,dg,0.03,W,M,2.0243814355498957,0.08513331173789673,1.1100365670611783,-0.15609170618497126,1.245755942926616,0.9793095570660434,1.3897527490235342,0.5308689761305317
B136,rw,0.03,M,W,1.5989521684962824,0.12033317122010878,1.0552906070265324,-0.2256875535051821,1.140215455467724,0.9899331728056393,3.6563249018327437,0.7502329993163862
B136,rw,0.03,M,M,1.5989521684962824,0.12319739612445568,1.0892750326059213,-0.22430787168985733,1.1825047396297366,1.0152864089710143,3.064237629500205,0.7512986106263134
B136,dg,0.03,M,W,1.5989521684962824,0.08166325953119902,1.050217892701844,-0.15719059770496369,1.1639236959787953,0.9432483847858294,1.7421358742881154,0.5303735819680391
B136,dg,0.03,M,M,1.5989521684962824,0.0840297241868837,1.0949523584077339,-0.1560917061849716,1.2171552857310461,0.9775529971201067,1.395883919296701,0.5316521635533059
