panel,cadence,kind,draw,CAGR,Sharpe,MaxDD,OOS_Sharpe,turn,L_H1,L_H2,L_OOS,L_DD,L_CAGR,pass4b,pass_no_OOS
U56,W,RANDROT,0,0.06714714391008614,0.6863972608314522,-0.162358420407529,0.8031982854967358,38.62692180096707,False,False,False,True,False,False,False
U56,W,RANDROT,1,0.07155287801541288,0.7313203287191788,-0.15934830971873182,0.7774921931284755,38.80691198220137,False,False,False,True,False,False,False
U56,W,RANDROT,2,0.07058770903642508,0.7226802298330456,-0.15737847797551596,0.8366184582846096,39.02762828048607,False,False,False,True,False,False,False
U56,W,RANDROT,3,0.07425528233778911,0.7606876248563129,-0.1554694093735175,0.8613830320665156,38.962651293630195,False,False,False,True,False,False,False
U56,W,RANDROT,4,0.07312054154662184,0.7479765782902607,-0.15705321548071627,0.7980965345773491,38.4607756880869,False,False,False,True,False,False,False
U56,W,RANDROT,5,0.07037707480351663,0.7255332037302061,-0.1539456909172866,0.8350507757402778,39.026109047009164,False,False,False,True,False,False,False
U56,W,RANDROT,6,0.06975424156136922,0.7122662087350126,-0.16303715451277534,0.7456917773980792,38.44310391371093,False,False,False,True,False,False,False
U56,W,RANDROT,7,0.06694301168633543,0.6859526542321387,-0.15822293324949466,0.7568071395989842,38.61818028356111,False,False,False,True,False,False,False
U56,W,RANDROT,8,0.07842101997162221,0.7934753747236165,-0.16279588231521946,0.8499595354181599,38.56305377514882,False,False,False,True,False,False,False
U56,W,RANDROT,9,0.06665126628849438,0.6827488575609969,-0.16605223901503396,0.7742736022798876,38.461897329876685,False,False,False,True,False,False,False
U56,W,RANDROT,10,0.06248963942105612,0.6482194607755806,-0.16949484066634246,0.6802573640527203,38.90181544098274,False,False,False,True,False,False,False
U56,W,RANDROT,11,0.07478242732216733,0.7648661259855419,-0.16777863580914476,0.8469037778589082,38.72806597752711,False,False,False,True,False,False,False
U56,W,RANDROT,12,0.0652943411313589,0.6700715802398343,-0.16660979746645044,0.7590138569923649,38.897451348226824,False,False,False,True,False,False,False
U56,W,RANDROT,13,0.07245221203933849,0.7449901157361802,-0.15773709837444683,0.8579393675205117,38.56355779115471,False,False,False,True,False,False,False
U56,W,RANDROT,14,0.0691593740297225,0.7116645275767638,-0.15374730071870046,0.7607668579185426,38.57930206048825,False,False,False,True,False,False,False
U56,W,RANDROT,15,0.07663789231719065,0.7765633335594061,-0.1608536249387047,0.7899901059437711,38.551934041994066,False,False,False,True,False,False,False
U56,W,RANDROT,16,0.07406629548698396,0.7610104602243374,-0.1511198392187918,0.7812913083744852,38.69380012272856,False,False,False,True,False,False,False
U56,W,RANDROT,17,0.0742704063585804,0.756745211859968,-0.15324871052838418,0.8028730446588437,38.61328367112131,False,False,False,True,False,False,False
U56,W,RANDROT,18,0.06704292386722477,0.6904057846036052,-0.16571557341480037,0.7432902150016572,38.77853286336258,False,False,False,True,False,False,False
U56,W,RANDROT,19,0.06950430267847207,0.7149644015593931,-0.17649910428013127,0.7448176345391564,38.79340853065697,False,False,False,True,False,False,False
U56,W,RANDROT,20,0.07237986334287028,0.7417507986558805,-0.17280785361636064,0.8519653645450279,38.403884002409605,False,False,False,True,False,False,False
U56,W,RANDROT,21,0.0708062984662512,0.7279126508630085,-0.1582762244081175,0.7873351655989709,38.95666708226364,False,False,False,True,False,False,False
U56,W,RANDROT,22,0.061053544043617736,0.6334066696217903,-0.17034052454785786,0.5994375607683795,38.70073832181436,False,False,False,True,False,False,False
U56,W,RANDROT,23,0.07373241104594519,0.7527989889722109,-0.15797750710819058,0.7264326481916306,38.66620787118518,False,False,False,True,False,False,False
U56,W,RANDROT,24,0.07184575691621697,0.7340267798091192,-0.1628188361959969,0.7431050323374054,38.24878949392374,False,False,False,True,False,False,False
U56,W,RANDROT,25,0.06588565762545984,0.6805095736247825,-0.15111983921879046,0.748943085134029,38.75698443678972,False,False,False,True,False,False,False
U56,W,RANDROT,26,0.0816659327727709,0.8298798521912993,-0.15533050303497076,0.921360145081969,38.66509553956266,False,True,True,True,False,False,False
U56,W,RANDROT,27,0.06222504119907524,0.6493370944552106,-0.16623915592943073,0.7230688862953623,38.74095755228564,False,False,False,True,False,False,False
U56,W,RANDROT,28,0.06428458585977737,0.6632838007433707,-0.16405523438778036,0.7237341709540014,38.66171024137889,False,False,False,True,False,False,False
U56,W,RANDROT,29,0.06336395388618454,0.6528046136274147,-0.16754406430986868,0.7024964471266129,38.51004967243484,False,False,False,True,False,False,False
U56,W,RANDROT,30,0.07410974185460972,0.7556175035577527,-0.15468244945269904,0.840752477436442,38.50618747583101,False,False,False,True,False,False,False
U56,W,RANDROT,31,0.06886142662381012,0.7086221842517799,-0.16527446145247604,0.743630085038899,38.37143481757715,False,False,False,True,False,False,False
U56,W,RANDROT,32,0.07046966039113212,0.7178290130826023,-0.16440520178010254,0.7711417703912269,38.38167290605082,False,False,False,True,False,False,False
U56,W,RANDROT,33,0.07032480922377671,0.7214715511949713,-0.15871000167108396,0.861438164044516,39.033359008865624,False,False,False,True,False,False,False
U56,W,RANDROT,34,0.07250852740127312,0.7410302578065275,-0.17427133008486917,0.7529418956918917,38.88197067453352,False,False,False,True,False,False,False
U56,W,RANDROT,35,0.07248035966399202,0.7474320589369364,-0.1560159625697689,0.744106325252526,38.582635565951634,False,False,False,True,False,False,False
U56,W,RANDROT,36,0.07176191024891643,0.7389282390568492,-0.15374730071870002,0.8410166364651214,38.70841149703703,False,False,False,True,False,False,False
U56,W,RANDROT,37,0.06804602415054273,0.6960663042895215,-0.17094295148400485,0.8367670733658593,38.749132798105705,False,False,False,True,False,False,False
U56,W,RANDROT,38,0.0708883913703322,0.7293037773226574,-0.16020205771669016,0.7692595766528707,38.441434831318844,False,False,False,True,False,False,False
U56,W,RANDROT,39,0.06959809753133528,0.7109192941248172,-0.16665937861244517,0.7102301041689802,38.73258801491082,False,False,False,True,False,False,False
