corpus,panel,family,arm,cost,dSharpe,absd,band,clears,IS_dSharpe,IS_band,IS_clears,Sharpe,MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,oosH1,oosH2,H1,H2,CAGR,pass4a,pass4b,neg,one,logband,isO,dterc
T,u56,VOL,VOL/POS/0.2,10.0,0.0004095895816293,0.0004095895816293,0.0512105313595496,False,-0.0524753512874195,0.0631812246834855,False,1.0925454950129525,-0.182978276118929,0.1525059132643902,1.207672414009772,-0.1829782761189287,1.2555637907424169,1.1577090181965688,1.0335064785174757,1.1489174489159113,0.129896607681607,0.0,1.0,0.0,1.0,-2.9718100774718863,0.0,low|d|
T,u56,VOL,VOL/POS/0.2,25.0,0.0044072196358622,0.0044072196358622,0.0541942311194793,False,-0.0494860238354099,0.073228684098929,False,0.9712369567397148,-0.1842152602839251,0.1364199299193214,1.094081182352625,-0.1842152602839256,1.1467877575431176,1.0390581164115664,0.9019683146802276,1.0357634128685462,0.1138241941306759,0.0,0.0,0.0,1.0,-2.9151808131113226,0.0,low|d|
T,u56,VOL,VOL/POS/0.5,10.0,0.0046388432882507,0.0046388432882507,0.0844458631681142,False,-0.0502919841797655,0.0902544237590445,False,1.0967747487195738,-0.1886207340942584,0.1566559659421276,1.214037108187543,-0.1886207340942585,1.327404629131749,1.0951239139809807,1.0261807766125202,1.1630106872737418,0.1336808995356826,0.0,1.0,0.0,1.0,-2.4716446225040727,0.0,low|d|
T,u56,VOL,VOL/POS/0.5,25.0,0.0079551110286809,0.0079551110286809,0.098134594586244,False,-0.0508606382081028,0.1044615658849145,False,0.9747848481325336,-0.1898536022562087,0.1404154489284672,1.102050923617692,-0.1898536022562087,1.22528386369838,0.9727110584764744,0.8918833169238293,1.0511001316321755,0.1170811079226563,0.0,0.0,0.0,1.0,-2.3214153284367725,0.0,low|d|
T,u56,VOL,VOL/POS/1,10.0,0.0079520475774881,0.0079520475774881,0.1215611669132453,False,-0.0624751397191514,0.1036037259960859,False,1.1000879530088112,-0.1890123848215242,0.1599091447391998,1.2298550306458684,-0.1890123848215243,1.35881329060887,1.0945631650112748,1.0103117072653285,1.1830387757006948,0.135534144570665,0.0,1.0,0.0,1.0,-2.1073377114958642,0.0,low|d|
T,u56,VOL,VOL/POS/1,25.0,0.0021331680166519,0.0021331680166519,0.1550647706102506,False,-0.0761418977159079,0.1317224239713587,False,0.9689629051205046,-0.1901545278679328,0.1426524944256266,1.1119144462548358,-0.1901545278679329,1.2491351511632796,0.9678613854240816,0.8630445198365637,1.0654877129324578,0.1174917035404845,0.0,0.0,0.0,1.0,-1.8639123744434505,0.0,low|d|
T,u56,VOL,VOL/NEG/0.2,10.0,-0.0600147807681514,0.0600147807681514,0.064793170705603,False,-0.0211911447886413,0.1126101376294069,False,1.0321211246631716,-0.1799304972544657,0.1263651201966682,1.0793391920908495,-0.1799304972544658,1.1715630004777269,0.9823290030372716,1.0679082045716033,1.007476740420484,0.1142161245576975,0.0,1.0,1.0,1.0,-2.7365550715234934,0.0,mid|d|
T,u56,VOL,VOL/NEG/0.2,25.0,-0.0700903614113855,0.0700903614113855,0.0705088395353187,False,-0.0289296695193165,0.1213637299027473,False,0.8967393756924671,-0.1813458138541313,0.1093673684654166,0.949067587717028,-0.1813458138541316,1.0467755752640795,0.846219434982298,0.9231278409794712,0.8793157476347048,0.0976258539095864,0.0,0.0,1.0,1.0,-2.6520171935440677,0.0,mid|d|
T,u56,VOL,VOL/NEG/0.5,10.0,-0.1114670293036991,0.1114670293036991,0.0913117348660212,True,-0.0154492532827867,0.1273486493975286,False,0.980668876127624,-0.1692337482277351,0.1050118657072636,0.9856559266831018,-0.1692337482277349,1.019876158536151,0.9499437230548616,1.0481126122075557,0.9284154795919612,0.0994557007067071,0.0,0.0,1.0,1.0,-2.3934759687969898,0.0,high|d|
T,u56,VOL,VOL/NEG/0.5,25.0,-0.1435786711734981,0.1435786711734981,0.1092432997731934,True,-0.0416020647905275,0.1424976800642682,False,0.8232510659303546,-0.1707516645680356,0.0868082801779903,0.8306817399056833,-0.1707516645680352,0.8683695380063458,0.7913097992660604,0.8831108847184208,0.7765900781160655,0.0819467330734082,0.0,0.0,1.0,1.0,-2.2141777761943104,0.0,high|d|
T,u56,VOL,VOL/NEG/1,10.0,-0.1560495987841637,0.1560495987841637,0.1093594209282853,True,0.0126069097490982,0.1743229676748775,False,0.9360863066471594,-0.1426353720643964,0.0719811146231834,0.8822023674062973,-0.142635372064396,1.0363851964797752,0.7087296740901138,1.0925925531006988,0.7987743465779038,0.0749929174148396,0.0,0.0,1.0,1.0,-2.2131153816766096,0.0,high|d|
T,u56,VOL,VOL/NEG/1,25.0,-0.2297326104467209,0.2297326104467209,0.1478373648056882,True,-0.0408835992805914,0.1990973987225986,False,0.7370971266571318,-0.1444937529185255,0.0538239016159449,0.6750845283968984,-0.1444937529185259,0.8386129693349331,0.4895787547275395,0.8951926624206764,0.5978918750347192,0.0578977410646002,1.0,0.0,1.0,1.0,-1.9116424958844729,0.0,high|d|
T,u56,MOM,MOM/POS/0.2,10.0,-0.0309581769619744,0.0309581769619744,0.0512105313595496,False,-0.0141353087061518,0.0631812246834855,False,1.0611777284693489,-0.188076144227093,0.1387496931030685,1.1245266431950436,-0.1880761442270926,1.2011963377211374,1.0433894803558228,1.0705547752290503,1.0604096607859217,0.1227949661299758,0.0,1.0,1.0,1.0,-2.9718100774718863,0.0,low|d|
T,u56,MOM,MOM/POS/0.2,25.0,-0.0268383484754187,0.0268383484754187,0.0541942311194793,False,-0.0109297376426698,0.073228684098929,False,0.939991388628434,-0.1894803050008453,0.1230162630568634,1.0106598391983084,-0.1894803050008454,1.095511010563862,0.9206484518007826,0.9381059161586288,0.9478696681494556,0.1072025860310277,0.0,0.0,1.0,1.0,-2.9151808131113226,0.0,low|d|
T,u56,MOM,MOM/POS/0.5,10.0,-0.0429555403594534,0.0429555403594534,0.0844458631681142,False,0.0373356649817918,0.0902544237590445,False,1.0491803650718696,-0.1884092966857961,0.1313708987338711,1.067039795043713,-0.1884092966857961,1.0793120525194773,1.054769926162109,1.115641385684906,1.001137534764796,0.1214536287716263,0.0,1.0,1.0,1.0,-2.4716446225040727,0.0,mid|d|
T,u56,MOM,MOM/POS/0.5,25.0,-0.0355707879402764,0.0355707879402764,0.098134594586244,False,0.0432916984056495,0.1044615658849145,False,0.9312589491635762,-0.1898993632932416,0.1161622425306858,0.9567138146146889,-0.1898993632932419,0.9794868489109242,0.933105330271348,0.9875921957629032,0.8908213466354241,0.1062811433710133,0.0,0.0,1.0,1.0,-2.3214153284367725,0.0,low|d|
T,u56,MOM,MOM/POS/1,10.0,-0.0312684159369973,0.0312684159369973,0.1215611669132453,False,0.0655787653073668,0.1036037259960859,False,1.0608674894943255,-0.1887282862975291,0.1316149573633025,1.067066706876131,-0.1887282862975291,1.089769433905596,1.0437283161132715,1.1438600531386225,0.9994131276658234,0.1230819057879188,0.0,1.0,1.0,1.0,-2.1073377114958642,0.0,low|d|
T,u56,MOM,MOM/POS/1,25.0,-0.0216877842604192,0.0216877842604192,0.1550647706102506,False,0.0720970097034864,0.1317224239713587,False,0.9451419528434334,-0.1903085994232228,0.1168346715462318,0.9600721347699912,-0.1903085994232228,0.993774569035438,0.9247568182902852,1.0160961076568809,0.8928583352623596,0.1081604537401164,0.0,1.0,1.0,1.0,-1.8639123744434505,0.0,low|d|
T,u56,MOM,MOM/NEG/0.2,10.0,-0.0236577508173758,0.0236577508173758,0.064793170705603,False,-0.0557715287128181,0.1126101376294069,False,1.0684781546139472,-0.1795001683349595,0.1410295967494821,1.1686589418205748,-0.1795001683349595,1.293419152961555,1.0379564118417126,1.0290830548251364,1.1075146943480885,0.1221055760870872,0.0,1.0,1.0,1.0,-2.7365550715234934,0.0,low|d|
