panel,cap,conv,gross,cost_bps,chooser,pick_f,pick_is_cap2,full4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,inc_OOS_CAGR,inc_OOS_Sharpe,inc_OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD
U56,CAP2,R,0.75,0.0,C_ISSHARPE,0.0,True,True,0.13168913356431755,1.3693466954314062,-0.14765004422980454,0.13168913356431755,1.3693466954314062,-0.14765004422980454,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,CAP2,R,0.75,0.0,C_ISCALMAR,0.0,True,True,0.13168913356431755,1.3693466954314062,-0.14765004422980454,0.13168913356431755,1.3693466954314062,-0.14765004422980454,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,CAP2,R,0.75,10.0,C_ISSHARPE,0.0,True,True,0.12773946456006335,1.3318413815124672,-0.14809080759214632,0.12773946456006335,1.3318413815124672,-0.14809080759214632,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,CAP2,R,0.75,10.0,C_ISCALMAR,0.0,True,True,0.12773946456006335,1.3318413815124672,-0.14809080759214632,0.12773946456006335,1.3318413815124672,-0.14809080759214632,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,CAP2,R,0.75,25.0,C_ISSHARPE,0.0,True,True,0.12183969460699817,1.2754689637891052,-0.14875179387181792,0.12183969460699817,1.2754689637891052,-0.14875179387181792,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,CAP2,R,0.75,25.0,C_ISCALMAR,0.0,True,True,0.12183969460699817,1.2754689637891052,-0.14875179387181792,0.12183969460699817,1.2754689637891052,-0.14875179387181792,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,CAP2,R,0.75,50.0,C_ISSHARPE,0.0,True,False,0.1120723488705766,1.181260845927782,-0.14985301432639253,0.1120723488705766,1.181260845927782,-0.14985301432639253,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,CAP2,R,0.75,50.0,C_ISCALMAR,0.0,True,False,0.1120723488705766,1.181260845927782,-0.14985301432639253,0.1120723488705766,1.181260845927782,-0.14985301432639253,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,CAP2,R,1.0,0.0,C_ISSHARPE,0.0,True,True,0.14757573417524883,1.333105459265909,-0.17219526991017198,0.14757573417524883,1.333105459265909,-0.17219526991017198,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,CAP2,R,1.0,0.0,C_ISCALMAR,0.0,True,True,0.14757573417524883,1.333105459265909,-0.17219526991017198,0.14757573417524883,1.333105459265909,-0.17219526991017198,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
