construction,partition,panel,stat,frac_ladder,repair,R_SPREAD_within,R_SPREAD_between,R_SPREAD_ratio,R_SD_within,R_SD_between,R_SD_ratio,R_MATCHED_within,R_MATCHED_between,R_MATCHED_ratio
C_POOLED,ALIGNED,U56,CAGR,L2,R_ASIS,1.2220472103399551,0.0944130563574781,12.94362514558254,0.8641178693614855,0.0944130563574781,9.152525113578129,1.2220472103399551,0.0944130563574781,12.94362514558254
C_POOLED,ALIGNED,U56,CAGR,L2,R_FROZEN,1.9290519456904072,0.47810522399844757,4.034785333566385,1.169233875182789,0.47810522399844757,2.445557623077939,1.5320105767728798,0.47810522399844757,3.2043376643336035
C_POOLED,ALIGNED,U56,CAGR,L2,R_COUNT,1.2220472103399551,0.0944130563574781,12.94362514558254,0.8641178693614855,0.0944130563574781,9.152525113578129,1.2220472103399551,0.0944130563574781,12.94362514558254
C_POOLED,ALIGNED,U56,CAGR,L3,R_ASIS,1.9290519456904072,0.47810522399844757,4.034785333566385,1.169233875182789,0.47810522399844757,2.445557623077939,1.5320105767728798,0.47810522399844757,3.2043376643336035
C_POOLED,ALIGNED,U56,CAGR,L3,R_FROZEN,1.9290519456904072,0.47810522399844757,4.034785333566385,1.169233875182789,0.47810522399844757,2.445557623077939,1.5320105767728798,0.47810522399844757,3.2043376643336035
C_POOLED,ALIGNED,U56,CAGR,L3,R_COUNT,1.9290519456904072,0.31873681599896503,6.052178000349577,1.169233875182789,0.31873681599896503,3.6683364346169087,1.5320105767728798,0.31873681599896503,4.806506496500406
C_POOLED,ALIGNED,U56,CAGR,L4,R_ASIS,2.6895262430016276,0.7079710720086947,3.798921099093435,1.3740609024826522,0.7079710720086947,1.940843286977942,1.7039731580743407,0.7079710720086947,2.4068400891575044
C_POOLED,ALIGNED,U56,CAGR,L4,R_FROZEN,1.9290519456904072,0.47810522399844757,4.034785333566385,1.169233875182789,0.47810522399844757,2.445557623077939,1.5320105767728798,0.47810522399844757,3.2043376643336035
C_POOLED,ALIGNED,U56,CAGR,L4,R_COUNT,2.6895262430016276,0.4179342306111756,6.435285856027007,1.3740609024826522,0.4179342306111756,3.28774434310696,1.7039731580743407,0.4179342306111756,4.077132317165065
C_POOLED,ALIGNED,U56,CAGR,L6,R_ASIS,3.3925587223809215,2.037105128586024,1.6653822499262627,1.5811452585520442,2.037105128586024,0.776172636534244,1.9240231769061666,2.037105128586024,0.9444888974589403
