SET,DELTA,pairs,decisive,decisive_rate,D_pairs,D_decisive,D_decisive_rate,med_spread_ratio_D_over_N,rate_B_RAW,rate_B_POINT,rate_B_MED,rate_B_IID95,rate_B_BOOT95,head_H_RUNNERUP_decisive,head_H_RUNNERUP_rate,head_H_RUNNERUP_names_D,head_H_NARROWEST_decisive,head_H_NARROWEST_rate,head_H_NARROWEST_names_D,head_H_ANY_decisive,head_H_ANY_rate,head_H_ANY_names_D
NG,0.0,126,5,0.03968253968253968,0,0,,,1.0,1.0,1.0,0.03968253968253968,0.023809523809523808,2,0.047619047619047616,0,2,0.047619047619047616,0,5,0.11904761904761904,0
NG,0.01,126,5,0.03968253968253968,0,0,,,1.0,1.0,1.0,0.03968253968253968,0.023809523809523808,2,0.047619047619047616,0,2,0.047619047619047616,0,5,0.11904761904761904,0
NG,0.03,126,5,0.03968253968253968,0,0,,,1.0,1.0,1.0,0.03968253968253968,0.023809523809523808,2,0.047619047619047616,0,2,0.047619047619047616,0,5,0.11904761904761904,0
NG,0.1,126,5,0.03968253968253968,0,0,,,1.0,1.0,1.0,0.03968253968253968,0.023809523809523808,2,0.047619047619047616,0,2,0.047619047619047616,0,5,0.11904761904761904,0
NG,0.3,126,5,0.03968253968253968,0,0,,,1.0,1.0,1.0,0.03968253968253968,0.023809523809523808,2,0.047619047619047616,0,2,0.047619047619047616,0,5,0.11904761904761904,0
NG,1.0,126,5,0.03968253968253968,0,0,,,1.0,1.0,1.0,0.03968253968253968,0.023809523809523808,2,0.047619047619047616,0,2,0.047619047619047616,0,5,0.11904761904761904,0
NG_D,0.0,252,131,0.5198412698412699,126,126,1.0,0.0,1.0,1.0,1.0,0.5198412698412699,0.5119047619047619,2,0.047619047619047616,0,42,1.0,0,42,1.0,0
NG_D,0.01,252,130,0.5158730158730159,126,125,0.9920634920634921,0.010092827697041727,1.0,1.0,1.0,0.5158730158730159,0.4603174603174603,2,0.047619047619047616,0,42,1.0,0,42,1.0,0
NG_D,0.03,252,123,0.4880952380952381,126,118,0.9365079365079365,0.030402627559347927,1.0,1.0,1.0,0.4880952380952381,0.36507936507936506,2,0.047619047619047616,0,42,1.0,0,42,1.0,0
NG_D,0.1,252,90,0.35714285714285715,126,85,0.6746031746031746,0.10050689024623582,1.0,1.0,1.0,0.35714285714285715,0.25396825396825395,2,0.047619047619047616,0,34,0.8095238095238095,0,40,0.9523809523809523,0
NG_D,0.3,252,38,0.15079365079365079,126,33,0.2619047619047619,0.30614855217326326,1.0,1.0,1.0,0.15079365079365079,0.15079365079365079,2,0.047619047619047616,0,15,0.35714285714285715,0,25,0.5952380952380952,0
NG_D,1.0,252,50,0.1984126984126984,126,45,0.35714285714285715,1.0,1.0,1.0,1.0,0.1984126984126984,0.01984126984126984,25,0.5952380952380952,23,2,0.047619047619047616,0,42,1.0,0
ALL4,0.0,252,131,0.5198412698412699,0,0,,,1.0,1.0,1.0,0.5198412698412699,0.42857142857142855,2,0.047619047619047616,0,42,1.0,0,42,1.0,0
ALL4,0.01,252,131,0.5198412698412699,0,0,,,1.0,1.0,1.0,0.5198412698412699,0.42857142857142855,2,0.047619047619047616,0,42,1.0,0,42,1.0,0
ALL4,0.03,252,131,0.5198412698412699,0,0,,,1.0,1.0,1.0,0.5198412698412699,0.42857142857142855,2,0.047619047619047616,0,42,1.0,0,42,1.0,0
ALL4,0.1,252,131,0.5198412698412699,0,0,,,1.0,1.0,1.0,0.5198412698412699,0.42857142857142855,2,0.047619047619047616,0,42,1.0,0,42,1.0,0
ALL4,0.3,252,131,0.5198412698412699,0,0,,,1.0,1.0,1.0,0.5198412698412699,0.42857142857142855,2,0.047619047619047616,0,42,1.0,0,42,1.0,0
ALL4,1.0,252,131,0.5198412698412699,0,0,,,1.0,1.0,1.0,0.5198412698412699,0.42857142857142855,2,0.047619047619047616,0,42,1.0,0,42,1.0,0
ALL4_D,0.0,420,299,0.7119047619047619,168,168,1.0,0.0,1.0,1.0,1.0,0.7119047619047619,0.6571428571428571,2,0.047619047619047616,0,42,1.0,0,42,1.0,0
ALL4_D,0.01,420,265,0.6309523809523809,168,134,0.7976190476190477,0.010092827697041727,1.0,1.0,1.0,0.6309523809523809,0.5333333333333333,2,0.047619047619047616,0,42,1.0,0,42,1.0,0
ALL4_D,0.03,420,282,0.6714285714285714,168,151,0.8988095238095238,0.030402627559347927,1.0,1.0,1.0,0.6714285714285714,0.48095238095238096,2,0.047619047619047616,0,42,1.0,0,42,1.0,0
ALL4_D,0.1,420,258,0.6142857142857143,168,127,0.7559523809523809,0.10050689024623582,1.0,1.0,1.0,0.6142857142857143,0.45476190476190476,2,0.047619047619047616,0,42,1.0,0,42,1.0,0
ALL4_D,0.3,420,206,0.49047619047619045,168,75,0.44642857142857145,0.30614855217326326,1.0,1.0,1.0,0.49047619047619045,0.430952380952381,2,0.047619047619047616,0,42,1.0,0,42,1.0,0
ALL4_D,1.0,420,218,0.5190476190476191,168,87,0.5178571428571429,1.0,1.0,1.0,1.0,0.5190476190476191,0.3619047619047619,25,0.5952380952380952,23,42,1.0,0,42,1.0,0
