panel,draw,CAGR,Sharpe,MaxDD,H1,H2,pass4a,pass4b
U56,0,0.18382729512642326,1.0844513568245862,-0.27782840979836465,1.1948277373112126,0.9969231946469325,False,False
U56,1,0.16572798051720317,1.138578621326768,-0.2657376283802463,1.156416270182922,1.1243775564721978,False,False
U56,2,0.14243972658062587,0.9837819749152102,-0.2649347460227769,1.0229933633916903,0.9515419034705727,False,False
U56,3,0.20125758986143438,1.074441551516098,-0.32480570025311317,1.0336383226855494,1.1154101250600492,False,False
U56,4,0.17408644312098498,1.1177813068345976,-0.29978933271353325,1.1941804180412092,1.0634005895144638,False,False
U56,5,0.19364076639231143,1.1618576359797315,-0.3023064718853107,1.260261155662333,1.0763057479002094,False,False
U56,6,0.14447451786452525,1.029348403202771,-0.24627654132865573,1.2172513585533178,0.8809716881460653,False,False
U56,7,0.20868130057606749,1.1540341136623928,-0.3214328560332613,1.3294277081506352,1.0104826778759801,False,False
U56,8,0.16468721240565176,1.1149256986736307,-0.2850951606648051,1.091212969691353,1.1417918513845051,False,False
U56,9,0.1628616756659258,0.9952900466816682,-0.27726100183569147,1.0696967860827762,0.9348254427586133,False,False
U56,10,0.17325510754862927,1.0449802564634967,-0.29300763670034646,1.088226499240485,1.0212854592934804,False,False
U56,11,0.17020230787866875,1.0634107797464056,-0.2771435121571699,1.1556565206921439,0.9878599420136508,False,False
U56,12,0.1359255682534264,0.8890677430600967,-0.30734770020021074,0.8889559125337313,0.8922630605842127,False,False
U56,13,0.1523329757696914,1.0691586460138995,-0.2558207008154404,1.142764796635543,1.01864754060653,False,False
U56,14,0.16541896008087242,1.102937923994888,-0.26575571061235403,1.2788581671062298,0.9592977744402705,False,False
U56,15,0.18927528256657022,1.0187756594672834,-0.32843821225843695,1.0860791203641853,0.9636190867580408,False,False
U56,16,0.1969890308596507,1.1489715319674731,-0.29570105599780894,1.2010351681234201,1.1083295915999716,False,False
U56,17,0.18740678668169264,1.123103742649756,-0.2702907573755112,1.1970505455993818,1.056789184012827,False,False
U56,18,0.17506330698561046,1.0383581272979983,-0.28585317153049117,1.106671069907449,0.9949544843782763,False,False
U56,19,0.13664679773770372,0.9508167847301312,-0.28022169718992984,0.9033353536140368,0.9981810686927256,False,False
U56,20,0.18463113135943865,1.0455351770633727,-0.2948564936466824,1.136557010373826,0.9691663836446506,False,False
