panel,family,state,side,q,w,depth,cadence,gross,kind,nswitch_real,sw_ratio,nruns,max_runlen_real,sd_runlen_ratio,max_run_ratio,pvol_10bps,km_exact,excess_0bps,excess_10bps,excess_25bps,seedsd_0bps,seedsd_10bps,seedsd_25bps,excess_IS,excess_OOS
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,D,0.75,RAND,116,7.584913793103448,58,49,0.03731433364833369,0.06938775510204082,0.09658478462194267,0.0,0.08183400197760937,0.16463133216964554,0.2886756050790395,0.015944282941632356,0.01626082755178641,0.017060743788325738,0.12435994545676182,0.20829183223411818
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,D,0.75,BLOCK,116,1.0,58,49,0.9994055366981358,1.0,0.09673490014649548,0.9,0.0930491279651704,0.09224122891243913,0.09101437430262149,0.02339094769028169,0.023407307590377985,0.023433724998612137,0.04083919672147329,0.13506902122203157
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,D,0.75,BLOCK2,116,0.9995689655172413,58,49,0.9989963321770684,1.0,0.09636409248995005,0.9,0.08545108441520255,0.08531760819567347,0.08467614681116259,0.039902556390028855,0.03956506281544812,0.03904567607558204,0.03625385979533935,0.1250118281030308
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,D,0.75,SM_DOM,116,1.0,58,49,5.833611093605369,8.897959183673468,0.09652433073140572,1.0,0.08102232483426597,0.07975246012532777,0.07799146231793275,0.019554381247551114,0.019865892862308773,0.020349960849623382,0.03009925697875554,0.135490441235398
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,D,0.75,SM_UNIF,116,0.9995689655172413,58,49,0.05151204434675938,0.1836734693877551,0.09657754971886853,1.0,0.08940518305829082,0.08850254513790812,0.08711860809801608,0.016853474209076343,0.016629883336692023,0.01628919604099265,0.0344070658217428,0.1362088586623731
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,D,1.0,RAND,116,7.559482758620689,58,49,0.0382239777975973,0.07244897959183674,0.12883941969224727,0.0,0.08202617532655376,0.16480626483543281,0.28897043746145706,0.01290770684191363,0.012819431367162562,0.012954053577203495,0.11908762210466273,0.20519099922744355
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,D,1.0,BLOCK,116,0.9995689655172413,58,49,0.9976488862678206,1.0,0.12872037476377615,0.85,0.08426165037817701,0.08346968159166579,0.082250191576145,0.02123161149990378,0.021199346459037906,0.021152074679249705,0.03222550732417767,0.12933197087331383
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,D,1.0,BLOCK2,116,1.0,58,49,0.9998611338087674,1.0,0.12872767618129682,0.95,0.08640974438420934,0.08583912958106743,0.08495392147992431,0.020976789504068314,0.02099916704801468,0.021075157475209973,0.045969194238907496,0.12611230414111485
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,D,1.0,SM_DOM,116,1.0,58,49,5.833611093605369,8.897959183673468,0.12895742811768,1.0,0.09942651571704963,0.09905962741896734,0.09773175591522237,0.01491336916217014,0.014894535694786229,0.014911299671525987,0.03324529895721562,0.13998399224426583
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,D,1.0,SM_UNIF,116,0.9995689655172413,58,49,0.05151204434675938,0.1836734693877551,0.1288017783601337,1.0,0.08896377569968184,0.08833118563816744,0.08735580640593132,0.01671495266669056,0.01654609227868242,0.016294464132075786,0.03653094801631218,0.12840186639436835
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,0.75,RAND,56,16.239285714285717,28,57,0.029037012005426834,0.0631578947368421,0.09638784530804821,0.0,0.058763674551055245,0.1514329005640026,0.2935802778508438,0.018632042360762897,0.0186226847838848,0.0188911871880148,0.10496985571785322,0.20712401287927684
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,0.75,BLOCK,56,1.0,28,57,0.9867666555210202,0.9842105263157894,0.09650160987194409,0.85,0.06288478664806119,0.06288116548486022,0.06277407736942653,0.017629346533352637,0.017854969150115536,0.018221519333875863,-0.005392421447316165,0.11912662420925468
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,0.75,BLOCK2,56,0.9991071428571429,28,57,0.9938388904958714,1.0,0.09635240659690646,0.9,0.058237533878507386,0.05775304624373334,0.05721153068573015,0.014442129433432179,0.01445193463161576,0.01448636072726614,-0.0060788114116717695,0.11799165647061083
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,0.75,SM_DOM,56,0.9982142857142857,28,57,6.9788197757245225,8.543859649122805,0.0964209461089336,1.0,0.056302197897379,0.05576253304557355,0.054877031180749825,0.01919581789773422,0.019371655324395387,0.019634564129117026,-0.010555895120338943,0.11525038595815373
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,0.75,SM_UNIF,56,1.0,28,57,0.03707661559336635,0.33333333333333326,0.09620617001237454,1.0,0.05540612725174476,0.05534378593257849,0.05517125996493455,0.024159122076563823,0.023844702751978072,0.023375810528460765,-0.012949340666900011,0.10796860013253151
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,1.0,RAND,56,16.19910714285714,28,57,0.029662729244137053,0.06578947368421052,0.1285845514365878,0.0,0.053279036228429,0.14823831822537237,0.2902551182662932,0.019116785647917856,0.019167737254699644,0.019434128261162063,0.0818249760353853,0.20615201449107512
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,1.0,BLOCK,56,0.9982142857142857,28,57,1.0,1.0,0.12851013650009935,1.0,0.05528516607040734,0.055497036004501954,0.05582185222833003,0.016484195759659967,0.016512463512309238,0.01658815179177973,-0.010214929065577583,0.10682696244334333
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,1.0,BLOCK2,56,1.0,28,57,1.0009793305699337,1.0,0.12878823188427574,0.8,0.06132363329053614,0.06090307208752643,0.06030755015335437,0.020587303065892338,0.020534381479969513,0.020459164790597097,-0.013644892138461817,0.1256950589921899
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,1.0,SM_DOM,56,1.0,28,57,6.9788197757245225,8.543859649122805,0.12891467134457263,1.0,0.06665755641873417,0.06584487205710843,0.06548739971415923,0.015351704734565968,0.01536791836352412,0.015423527338551993,-0.01550125765779059,0.12505550399067478
