panel,win,excision,spy_CAGR,spy_Sharpe,spy_MaxDD,cap,floor,dd_trough,dd_len,sessions
U56,FULL,NONE,0.15138775414341277,0.8851350676423309,-0.33717256724185307,-0.20230354034511183,0.10597142790038894,2020-03-23,23,4448
U56,FULL,COVID,0.16006704707955488,0.9946334402355754,-0.24496390282198133,-0.1469783416931888,0.1120469329556884,2022-10-12,195,4355
U56,FULL,CY2020,0.14953605419255256,0.9372213118532974,-0.24496390282198155,-0.14697834169318894,0.10467523793478678,2022-10-12,195,4195
U56,FULL,GFC+COVID,0.16008499345345628,1.036668442637126,-0.2449639028219811,-0.14697834169318866,0.11205949541741939,2022-10-12,195,4238
U56,IS,NONE,0.14958796071721925,0.8986378759173647,-0.22062001264433273,-0.13237200758659964,0.10471157250205347,2009-03-09,27,2007
U56,IS,COVID,0.14958796071721925,0.8986378759173647,-0.22062001264433273,-0.13237200758659964,0.10471157250205347,2009-03-09,27,2007
U56,IS,CY2020,0.14958796071721925,0.8986378759173647,-0.22062001264433273,-0.13237200758659964,0.10471157250205347,2009-03-09,27,2007
U56,IS,GFC+COVID,0.14898223164455526,0.9727818540652782,-0.18605494108236087,-0.11163296464941652,0.10428756215118867,2011-10-03,108,1890
U56,OOS,NONE,0.15286966214114894,0.8750760816641813,-0.33717256724185307,-0.20230354034511183,0.10700876349880425,2020-03-23,23,2441
U56,OOS,COVID,0.16909994316969112,1.088085370719154,-0.24496390282198155,-0.14697834169318894,0.11836996021878378,2022-10-12,195,2348
U56,OOS,CY2020,0.14948844364147518,0.9788555911669679,-0.24496390282198122,-0.1469783416931887,0.10464191054903262,2022-10-12,195,2188
U56,OOS,GFC+COVID,0.16909994316969112,1.088085370719154,-0.24496390282198155,-0.14697834169318894,0.11836996021878378,2022-10-12,195,2348
B136,FULL,NONE,0.15122886437149563,0.8843572985123862,-0.3371595330739302,-0.20229571984435812,0.10586020506004694,2020-03-23,23,4448
B136,FULL,COVID,0.15990517507585578,0.9937642007558116,-0.2449665176088448,-0.14697991056530688,0.11193362255309904,2022-10-12,195,4355
B136,FULL,CY2020,0.14936811648390158,0.9363155382617414,-0.2449665176088448,-0.14697991056530688,0.1045576815387311,2022-10-12,195,4195
B136,FULL,GFC+COVID,0.15991709590200842,1.0357344336053265,-0.24496651760884458,-0.14697991056530674,0.11194196713140589,2022-10-12,195,4238
B136,IS,NONE,0.1495976200199005,0.8986624857599308,-0.22058362096015105,-0.13235017257609064,0.10471833401393035,2009-03-09,27,2007
B136,IS,COVID,0.1495976200199005,0.8986624857599308,-0.22058362096015105,-0.13235017257609064,0.10471833401393035,2009-03-09,27,2007
B136,IS,CY2020,0.1495976200199005,0.8986624857599308,-0.22058362096015105,-0.13235017257609064,0.10471833401393035,2009-03-09,27,2007
B136,IS,GFC+COVID,0.14898903078298908,0.9728133307249286,-0.18605543301045324,-0.11163325980627194,0.10429232154809236,2011-10-03,108,1890
B136,OOS,NONE,0.15257181383948715,0.8736721309012504,-0.3371595330739301,-0.20229571984435804,0.106800269687641,2020-03-23,23,2441
B136,OOS,COVID,0.16878899370232747,1.086371906591205,-0.24496651760884391,-0.14697991056530635,0.11815229559162922,2022-10-12,195,2348
B136,OOS,CY2020,0.14915763867599274,0.9770045882390378,-0.24496651760884514,-0.14697991056530707,0.10441034707319491,2022-10-12,195,2188
B136,OOS,GFC+COVID,0.16878899370232747,1.086371906591205,-0.24496651760884391,-0.14697991056530635,0.11815229559162922,2022-10-12,195,2348
SMALL,FULL,NONE,0.14032612842505277,0.8570358515115033,-0.3371725672418532,-0.20230354034511192,0.09822828989753693,2020-03-23,23,3943
SMALL,FULL,COVID,0.1497861970298786,0.9897767338909472,-0.24496390282198166,-0.146978341693189,0.10485033792091503,2022-10-12,195,3850
SMALL,FULL,CY2020,0.13748832356017382,0.9199424739105354,-0.24496390282198122,-0.1469783416931887,0.09624182649212167,2022-10-12,195,3690
SMALL,FULL,GFC+COVID,0.1497861970298786,0.9897767338909472,-0.24496390282198166,-0.146978341693189,0.10485033792091503,2022-10-12,195,3850
SMALL,IS,NONE,0.12023126578175214,0.8315585793659415,-0.1860549410823611,-0.11163296464941665,0.08416188604722649,2011-10-03,108,1502
SMALL,IS,COVID,0.12023126578175214,0.8315585793659415,-0.1860549410823611,-0.11163296464941665,0.08416188604722649,2011-10-03,108,1502
SMALL,IS,CY2020,0.12023126578175214,0.8315585793659415,-0.1860549410823611,-0.11163296464941665,0.08416188604722649,2011-10-03,108,1502
SMALL,IS,GFC+COVID,0.12023126578175214,0.8315585793659415,-0.1860549410823611,-0.11163296464941665,0.08416188604722649,2011-10-03,108,1502
SMALL,OOS,NONE,0.15286966214114894,0.8750760816641813,-0.33717256724185307,-0.20230354034511183,0.10700876349880425,2020-03-23,23,2441
SMALL,OOS,COVID,0.16909994316969112,1.088085370719154,-0.24496390282198155,-0.14697834169318894,0.11836996021878378,2022-10-12,195,2348
SMALL,OOS,CY2020,0.14948844364147518,0.9788555911669679,-0.24496390282198122,-0.1469783416931887,0.10464191054903262,2022-10-12,195,2188
SMALL,OOS,GFC+COVID,0.16909994316969112,1.088085370719154,-0.24496390282198155,-0.14697834169318894,0.11836996021878378,2022-10-12,195,2348
