panel,g_lo,g_hi,a,g_equiv,Sharpe_blend,Sharpe_rung,dSharpe,CAGR_blend,CAGR_rung,dCAGR,xtra_turn
U56,0.6,0.7,0.25,0.625,1.1532903363140035,1.1532841607366173,6.175577386136055e-06,0.13139646663395466,0.13139419526238427,2.2713715703837067e-06,0.07699970779496611
U56,0.6,0.7,0.5,0.65,1.1533733542751177,1.153365698813105,7.655462012756686e-06,0.1367183121177622,0.1367152922101149,3.0199076472836595e-06,0.10266746668634051
U56,0.6,0.7,0.75,0.6749999999999999,1.153449789955284,1.1534444976625553,5.292292728720227e-06,0.1420417067361619,0.142039455455357,2.2512808048880117e-06,0.07700153292489603
U56,0.7,0.75,0.25,0.7124999999999999,1.1535580524185156,1.1535571886625933,8.637559223423352e-07,0.15003141283538213,0.1500308929816947,5.198536874306825e-07,0.03850375019136803
U56,0.7,0.75,0.5,0.7249999999999999,1.1535942916455493,1.1535931896927631,1.1019527861311218e-06,0.15269664587129506,0.1526959547050386,6.911662564501597e-07,0.05133867095604721
U56,0.7,0.75,0.75,0.7375,1.153629189370775,1.1536283874408075,8.019299675421365e-07,0.15536210504344905,0.15536158615488027,5.18888568779019e-07,0.038504261365547104
U56,0.75,0.8,0.25,0.7625000000000001,1.1536968010921493,1.1536962969256035,5.041665458449529e-07,0.16069491171202865,0.16069442332628214,4.883857465109998e-07,0.0385065118241805
U56,0.75,0.8,0.5,0.775,1.153729565704379,1.1537288883749284,6.773294505268979e-07,0.16336220450988925,0.1633615474701604,6.570397288463425e-07,0.051342377721366024
U56,0.75,0.8,0.75,0.7875,1.1537611758326658,1.1537606081672842,5.676653815900323e-07,0.16602961326125576,0.1660291072619755,5.059992802536328e-07,0.03850705990649737
B136,0.6,0.7,0.25,0.625,1.0643565001637567,1.0643347749956427,2.1725168114050675e-05,0.13374090709578956,0.13373635347511792,4.5536206716434435e-06,0.08612253904728913
B136,0.6,0.7,0.5,0.6499999999999999,1.0645759065819111,1.0645481938911,2.7712690811254603e-05,0.1391167966403939,0.13911070900289335,6.0876375005403105e-06,0.11483162737652655
B136,0.6,0.7,0.75,0.6749999999999998,1.0647785680160424,1.0647586979254489,1.9870090593565592e-05,0.1444890178013345,0.1444844460018444,4.5717994900940084e-06,0.08612495681857303
B136,0.7,0.75,0.25,0.7124999999999999,1.0650732921932482,1.0650689472913237,4.3449019244690135e-06,0.15254433636017062,0.1525432297243674,1.1066358032163492e-06,0.043066954632436136
B136,0.7,0.75,0.5,0.725,1.0651764280727287,1.0651706929222267,5.73515050206197e-06,0.15523030777201474,0.15522882059101084,1.4871810039007727e-06,0.05742305255635074
B136,0.7,0.75,0.75,0.7375,1.0652759385816366,1.0652717283235953,4.210258041315029e-06,0.1579151490368247,0.15791403308477903,1.1159520456605065e-06,0.043067631102815154
B136,0.75,0.8,0.25,0.7625,1.0654754266671589,1.0654715402256616,3.8864414972916705e-06,0.16328424520844687,0.16328314813083655,1.0970776103125246e-06,0.043071003475857544
B136,0.75,0.8,0.5,0.775,1.0655753660981853,1.0655703605166833,5.005581501960066e-06,0.16596843115206528,0.1659669815984972,1.4495535680669747e-06,0.05742848327020413
B136,0.75,0.8,0.75,0.7875000000000001,1.0656720017085481,1.0656682881105783,3.7135979698010857e-06,0.1686513421125495,0.1686502488130477,1.0932995018198e-06,0.04307172836642577
SMALL,0.6,0.7,0.25,0.625,0.5085383733792579,0.5085233744749093,1.4998904348639819e-05,0.06689330018042061,0.06688974354020205,3.556640218560503e-06,0.10420872531144736
SMALL,0.6,0.7,0.5,0.6499999999999999,0.5086746339108847,0.5086554686806298,1.91652302549139e-05,0.06919102432457547,0.06918629564030465,4.728684270816075e-06,0.13895168810375536
SMALL,0.6,0.7,0.75,0.6749999999999999,0.5088003983125405,0.5087864708019986,1.3927510541966726e-05,0.07145454260488648,0.07145098320847154,3.5593964149427393e-06,0.10421890970691355
SMALL,0.7,0.75,0.25,0.7124999999999999,0.5089845687986155,0.5089815214193871,3.0473792284047008e-06,0.07478858637900254,0.07478773198894251,8.543900600344045e-07,0.05213412277075313
SMALL,0.7,0.75,0.5,0.725,0.5090498551613076,0.5090458112830245,4.0438782831220266e-06,0.07588484932292494,0.07588370197399774,1.1473489271995874e-06,0.06951396084096235
SMALL,0.7,0.75,0.75,0.7375,0.5091128221867905,0.5091098846635769,2.9375232136752416e-06,0.07697234790920371,0.07697149564425598,8.522649477260558e-07,0.05213683158629123
SMALL,0.75,0.8,0.25,0.7625000000000001,0.5092398658915593,0.5092371069496593,2.7589419000495496e-06,0.07912320017158625,0.07912236024452213,8.399270641223922e-07,0.05215433926460351
SMALL,0.75,0.8,0.5,0.7749999999999999,0.5093038873551023,0.5093003071412345,3.580213867815374e-06,0.08018647725506378,0.0801853672499726,1.1100050911760917e-06,0.06954098982137244
SMALL,0.75,0.8,0.75,0.7875,0.5093657681948481,0.509363101215045,2.666979803112035e-06,0.08124084937735598,0.08124001311112483,8.362662311522939e-07,0.052157158732688384
