panel,bps,pick_n,IS_Sharpe,IS_elig,IS_ewall,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,oracle_n,oracle_OOS,OOS_elig,OOS_elig_CAGR,OOS_ewall,OOS_ewall_CAGR,v2_OOS,spy_OOS,beats_elig,beats_ewall,beats_v2,beats_spy,IS_pick_beats_IS_elig,fail4a,fail4b
B136,0,10,1.1680141419913217,1.1086731511675438,1.152481658708275,0.8877013793890177,0.14882339136905265,-0.21371618190846187,75,1.1154902909241657,1.1009907296471892,0.11532660012902696,1.1094375225693065,0.1403681035306461,1.1185082795688426,0.8820239235972316,False,False,False,True,True,"H1,H2,DD","H2,DD"
B136,10,10,1.0558595059015363,1.032487069663541,1.145853501085796,0.780593339534181,0.12766905137397444,-0.21444792932259604,75,1.0338753595581114,1.0190519497098376,0.10588426010291863,1.1022031339130582,0.13933574083806333,1.1185082795688426,0.8820239235972316,False,False,False,False,True,"H1,H2,DD","H2,OOS,DD"
B136,25,90,0.9186968491353291,0.9179428113916178,1.1359109440642106,0.8953452905172351,0.09468834278911875,-0.1893811889008895,75,0.9112699327305548,0.8958630391723803,0.09186507164492186,1.0913501695849346,0.13778891144087613,1.1185082795688426,0.8820239235972316,False,False,False,True,True,"H1,H2,DD","H2,CAGR"
BSTK100,0,10,1.1594627180406405,1.102875370783471,1.2361468425144533,0.8498084142141707,0.1436680847097478,-0.28920135961123417,75,1.0950829440281593,1.0824373748443392,0.13136915688320538,1.1558639676151516,0.16008774120893876,1.137658176959041,0.8820239235972316,False,False,False,False,True,"H1,H2,DD","H2,OOS,DD"
BSTK100,10,10,1.0537769115337703,1.035827820251079,1.2296217593314147,0.7452075211895574,0.1227543666166826,-0.29130802180516824,75,1.0223264033016877,1.010024960824609,0.12160209854744775,1.1486517948765105,0.15894860199323202,1.137658176959041,0.8820239235972316,False,False,False,False,True,"H1,H2,DD","H2,OOS,DD"
BSTK100,25,75,0.9449765633008355,0.9351080606903303,1.2198337318951313,0.9131190399912262,0.10955318879818754,-0.2664540462406323,60,0.9143578742968298,0.9013209689494557,0.1071035209182325,1.1378320652146146,0.15724194558912652,1.137658176959041,0.8820239235972316,True,False,False,True,True,"H1,H2,DD","H2,DD"
SMALL439,0,20,0.5399400431739471,0.5144539264351089,0.7848132709855516,0.6024687392303567,0.09598401129837475,-0.311970904988525,10,0.6736592471350419,0.3922131108133285,0.046183393325265776,0.6473182186991797,0.10295173945013114,0.5680478275902296,0.8820109845896832,True,False,True,False,True,"H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,10,180,0.4268247638235252,0.42099831183753034,0.7737298887497329,0.2908529276373891,0.03155214479617463,-0.4012207997536865,10,0.5507369020764515,0.28838720570009674,0.031061337634294084,0.6366624355474835,0.10089643214031607,0.5680478275902296,0.8820109845896832,True,False,False,False,True,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,25,180,0.28710221262009966,0.280968557609851,0.7571055453583595,0.13670138566164025,0.009323070625312457,-0.42106975232524047,10,0.3662898425873601,0.13282758014824433,0.008777132265783472,0.6206770724346841,0.09782050310343715,0.5680478275902296,0.8820109845896832,True,False,False,False,True,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439+SPY,0,20,0.5382250903698916,0.5144094729406938,0.7852187124975847,0.5889205753173833,0.09331664899323333,-0.3136917510583279,10,0.6736592471350419,0.3941705767859702,0.046410645957306595,0.6480074134664747,0.10300099765789139,0.5680478275902296,0.8820109845896832,True,False,True,False,True,"H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439+SPY,10,180,0.42618792009502104,0.42093233940215635,0.7741561917276282,0.29358477859284754,0.03191587926975137,-0.40021270465090064,10,0.5507369020764515,0.2904778307771078,0.03132899088097685,0.6373624539751358,0.10094957269647886,0.5680478275902296,0.8820109845896832,True,False,False,False,True,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439+SPY,25,180,0.2866408503599912,0.28087640635260697,0.7575631315224977,0.139643109565309,0.009743532104412589,-0.4200558604775634,10,0.3662898425873601,0.13511744774139267,0.00910315155293473,0.6213933279001354,0.09787944032503981,0.5680478275902296,0.8820109845896832,True,False,False,False,True,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
U56,0,20,1.0729420120144237,1.0517379583685529,1.117067877001183,1.2185888239504739,0.15733762786574812,-0.1822002869109849,30,1.2360423669917706,1.1961725257916478,0.12276378005869248,1.142875551090284,0.13914970573908225,1.2850846619485738,0.8820109845896832,True,True,False,True,True,"H1,H2,DD",
U56,10,20,0.9759423221787984,0.9680094673192272,1.1099711173381261,1.1306969648831253,0.14453582507655938,-0.1830834120957816,30,1.1530281549466133,1.1132972039271836,0.1134146181257163,1.1357457661990908,0.13817415675493683,1.2850846619485738,0.8820109845896832,True,False,False,True,True,"H1,H2,DD",
U56,25,60,0.8421485081741257,0.8421485081741257,1.0993254577204428,0.9885997681100179,0.09953119500223595,-0.16113542154882043,30,1.0281637632359033,0.9885997681100179,0.09953119500223595,1.125049412500613,0.13671236509806106,1.2850846619485738,0.8820109845896832,False,False,False,True,False,"H1,H2,DD","H1,CAGR"
