panel,axis,arm,CAGR,Sharpe,MaxDD,H1,H2,k4a,k4b
U56,N,CH_TUNE,0.1325871760256785,0.8498588725674231,-0.25853597058015654,1.0767450728865144,0.6915017049409257,no,no
U56,N,CH_ANCHOR,0.16735731241033025,1.2056150954242133,-0.19127561830465012,1.2157454230645435,1.2156934405539188,no,YES
U56,H,CH_TUNE,0.14044528438817716,1.0601012677404666,-0.2019230081686766,1.1472907525821356,0.9992328735945372,no,YES
U56,H,CH_ANCHOR,0.15151099026193515,1.1029142741495983,-0.19127561830465023,1.132309016198867,1.086859203561791,no,YES
U56,GROSS,CH_TUNE,0.1632790869165186,1.262166176009117,-0.19127561830465023,1.2614764289939873,1.2848174883232055,no,YES
U56,GROSS,CH_ANCHOR,0.1666876020024921,1.2198638590091526,-0.19127561830465012,1.2739759572970086,1.194707772120672,no,YES
U56,CADENCE,CH_TUNE,0.16198580525755868,1.1547348481297988,-0.2307735785481957,1.2082296311846856,1.1438188015885709,no,no
U56,CADENCE,CH_ANCHOR,0.16735731241033025,1.2056150954242133,-0.19127561830465012,1.2157454230645435,1.2156934405539188,no,YES
B136,N,CH_TUNE,0.1725040513794569,1.0751322549270204,-0.24354358049436953,1.2447795563721855,0.9525632235554831,no,no
B136,N,CH_ANCHOR,0.1606274072498901,1.0630353304327669,-0.20740302267849497,1.270896069161465,0.9087074518661802,no,no
B136,H,CH_TUNE,0.16990912045972983,1.1304427050457944,-0.20740302267849486,1.2880917302019579,0.9996374904042854,no,no
B136,H,CH_ANCHOR,0.15620231095323822,1.0341741770922321,-0.2074030226784952,1.2379263848366675,0.8647933714285548,no,no
B136,GROSS,CH_TUNE,0.16294271857076503,1.1715410212963473,-0.20740302267849497,1.357352411287061,1.0048462487732959,no,no
B136,GROSS,CH_ANCHOR,0.16370519221182334,1.0994282073277641,-0.20740302267849497,1.357352411287061,0.9064947751335674,no,no
B136,CADENCE,CH_TUNE,0.1653141961104998,1.0623445394331503,-0.276278636386447,1.2074611229511731,0.9747501545221501,no,no
B136,CADENCE,CH_ANCHOR,0.1606274072498901,1.0630353304327669,-0.20740302267849497,1.270896069161465,0.9087074518661802,no,no
SMALL,N,CH_TUNE,0.03778031373037005,0.28552240505186927,-0.37957349514084926,0.4988412078605472,0.1167204431479157,no,no
SMALL,N,CH_ANCHOR,0.0600866648169287,0.408524489157378,-0.35814054180328125,0.46364753805272446,0.35952150511950276,no,no
SMALL,H,CH_TUNE,0.11292166169343143,0.7011180053665114,-0.37411836270629695,1.1841864209530615,0.38222465709031195,no,no
SMALL,H,CH_ANCHOR,0.08140116274846965,0.529180128570116,-0.3581405418032817,0.6953378901386614,0.4263293724006041,no,no
SMALL,GROSS,CH_TUNE,0.031073504385105144,0.2797042467363757,-0.3704095942972794,0.17180042139428928,0.3966916152263209,no,no
SMALL,GROSS,CH_ANCHOR,0.05903781713185752,0.404815069049488,-0.3581405418032819,0.23598243170803151,0.555732759692458,no,no
SMALL,CADENCE,CH_TUNE,0.043578409616868985,0.3228947770824559,-0.4045473836583492,0.3880516057623474,0.26346660888077683,no,no
SMALL,CADENCE,CH_ANCHOR,0.0600866648169287,0.408524489157378,-0.35814054180328125,0.46364753805272446,0.35952150511950276,no,no
