book,panel,full_CAGR,full_Sharpe,full_MaxDD,full_H1,full_H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,keep4b,fail4b,keep4a,fail4a
K1,U56,0.12778534248203832,1.0632204595128434,-0.1830834144627017,1.0761247650202286,1.0590655981379316,0.14426535084279468,1.129600365408191,-0.18308341446270193,1.2350985056328918,1.0237346838032386,PASS,,FAIL,H1>LIVE+H2>LIVE+DD<=LIVE
K2,U56,0.1282413390173136,1.1168305185683665,-0.17244981000039827,1.1236591040999195,1.1192578792140804,0.15219188963648755,1.23543913426136,-0.1724498100003985,1.351834741037822,1.116792718636797,PASS,,FAIL,H1>LIVE+H2>LIVE+DD<=LIVE
K3,U56,0.11783458915117473,1.1582316284744965,-0.1237392928843456,1.137343884468843,1.1811423571925674,0.13764740038429513,1.2863820666290864,-0.12373929288434582,1.3807215013588399,1.1920971377740872,PASS,,FAIL,H1>LIVE+DD<=LIVE
K4,U56,0.11921216196097117,1.2095309744401905,-0.15485495397691995,1.257639059962761,1.1655444635218315,0.12645666994169646,1.2692590432079591,-0.15485495397691995,1.4356675605622833,1.0894740403912206,PASS,,FAIL,H2>LIVE+DD<=LIVE
K5,U56,0.11544485987825248,1.2016651077116542,-0.15910990262743974,1.2353972967586033,1.174935198833666,0.126956558390525,1.2775395947599435,-0.15910990262743996,1.4077348475933793,1.1347851685972874,PASS,,FAIL,H2>LIVE+DD<=LIVE
K6,U56,0.13974222525739366,1.223289109519813,-0.19419373034827148,1.2668429201355855,1.1941485107573024,0.15072471200384263,1.2607540303838713,-0.1941937303482717,1.3869840262442563,1.1224749915514747,PASS,,FAIL,DD<=LIVE
K7,B136,0.06220101729156324,1.1687108743038912,-0.11133286588851088,1.2646773786881855,1.0834192877856104,0.06384233170332343,1.187119804006703,-0.11133286588851188,1.3213888767776119,1.045993979527178,FAIL,CAGR>=70%SPY+OOS_CAGR,FAIL,H2>LIVE
K8,U56,0.14159352927982938,1.2225788453420765,-0.1479115582684295,1.1406933767560927,1.3035745782595272,0.16040819756384783,1.393684369943309,-0.12719753492220232,1.5596574227717552,1.2235810647290974,PASS,,FAIL,H1>LIVE+DD<=LIVE
R1,U56,0.11390601126292133,1.1460877446699917,-0.1905060857627321,1.2436863556599573,1.0660114409061103,0.12038538471401328,1.1654257169217488,-0.1905060857627323,1.2460773008515493,1.0785339624617323,PASS,,FAIL,H2>LIVE+DD<=LIVE
R2,U56,0.11508784364638625,1.087689994351135,-0.18647361198328027,1.174030567702205,1.0247151989948562,0.12350884936339579,1.1060790636851225,-0.1864736119832805,1.265184115127496,0.9356320050300626,PASS,,FAIL,H1>LIVE+H2>LIVE+DD<=LIVE
R3,U56,0.15376905043373967,1.2260363003671622,-0.19975796950615476,1.3351364173951696,1.1418011317004595,0.16003206061231268,1.2154381442323396,-0.19975796950615465,1.4079862864829293,1.0083758006434604,PASS,,FAIL,H2>LIVE+DD<=LIVE
R4,B136,0.14985888137427117,1.1264311898720905,-0.1943271934977503,1.342473622183838,0.9558350545244597,0.14516591165653137,1.0399755698403153,-0.19432719349775063,1.1164610917364775,0.9621574164749638,PASS,,FAIL,H2>LIVE+DD<=LIVE
LIVE,U56,0.08628162162824915,1.201840627126638,-0.12054943679771168,1.2348688605871752,1.1756786586445225,0.09474682024310721,1.278242466157066,-0.12054943679771168,1.4098248411053318,1.133995373728286,,,,
V1,U56,0.06408509216901082,0.6602204851445538,-0.1382781849962449,0.6510267957609289,0.6718468061831654,0.07601837386039301,0.7361139961542332,-0.13827818499624467,1.0292871237808776,0.4233912250202929,,,,
SPY_U56,U56,0.15163101010956526,0.8860543931081106,-0.33717235283398306,0.9595432326093216,0.8259249406598581,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.9802103709739877,0.7649700312498386,,,,
SPY_B136,B136,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.9595622658772724,0.8259431438686403,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.9802483009492403,0.7649626236424596,,,,
