channel,at_0,at_10,at_50
LEVEL   REV(T_NONE),0.14550571127537604,0.14626478154291234,0.17444361640172185
CHARGE  REV(T_CHARGE)-REV(T_NONE),0.0,-0.004609126878553971,-0.02770297969729696
REACH   REV(T_BAND)-REV(T_NONE),-0.2103169584126699,-0.21750332963087254,-0.25905747627325987
