panel,target,T_trade,family,R_refresh,budget,cell,cost,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,turn_py,keep4b_full,keep4b_oos,keep4b,keep4a
U56,0.08,W,CAL,D,,R=D,10,0.09972368670867526,1.1609150141606794,-0.11833807080161052,1.164121087972481,1.1582103113996673,0.11298302011471151,1.2979100205355936,-0.1183380708016103,5.520761551996346,False,True,False,False
U56,0.08,W,CAL,W,,R=W,10,0.10103988465311486,1.1524037435591594,-0.13020749924911723,1.202564856192786,1.105204214155945,0.1104157741904721,1.2451255577718576,-0.130207499249118,3.4897687770343935,False,True,False,False
U56,0.08,W,CAL,M,,R=M,10,0.1123721203311403,1.2163514530959416,-0.1718554743768318,1.3043979267584205,1.1358552366376142,0.11917116120560722,1.2692498508723797,-0.17185547437683146,2.8620768872284508,True,True,True,False
U56,0.08,W,CAL,Q,,R=Q,10,0.09830604034847878,0.9233836677607055,-0.29178984854630374,1.1380765785418279,0.7755208764603869,0.10315053069974289,0.893600543042769,-0.29178984854630363,1.6318138018401278,False,False,False,False
U56,0.08,W,BUDGET,B,0.5,B=0.5,10,0.09478047386218069,1.1115243447500536,-0.1787252656371663,1.215634282250114,1.0606770337802733,0.10577817871857653,1.1240236090493145,-0.17872526563716618,0.6261540846740575,False,False,False,False
U56,0.08,W,BUDGET,B,1.0,B=1.0,10,0.14941435123803082,1.0945080002847474,-0.2796587232594375,1.2001170082850166,1.0618564249818616,0.17440770293721086,1.1224420705691978,-0.27965872325943764,1.0683463973924476,False,False,False,False
U56,0.08,W,BUDGET,B,1.5,B=1.5,10,0.12611733756128807,1.0263353173901666,-0.2657243097491666,1.1105941414849956,0.9723114567441603,0.13888752913132363,1.0527726118883278,-0.2657243097491673,1.459562546786342,False,False,False,False
U56,0.08,W,BUDGET,B,2.0,B=2.0,10,0.12622466821861966,1.0234961883586757,-0.2740390666372816,1.179463051977039,0.9309582217687985,0.13667720021541108,1.0096050999385533,-0.27403906663728184,1.9259377097310217,False,False,False,False
U56,0.08,W,BUDGET,B,3.0,B=3.0,10,0.1028869927706435,1.0550355730395922,-0.17224798045133205,1.1055488933940023,1.0113704295008017,0.11403440145503341,1.1377076519632578,-0.17224798045133238,2.873858978056647,False,True,False,False
U56,0.08,W,BUDGET,B,5.0,B=5.0,10,0.10739821509794978,1.1949553394090846,-0.11284430494367537,1.1870291257077874,1.2026309209727986,0.11875246520670513,1.3364232776216514,-0.11284430494367614,4.542418183780547,True,True,True,False
U56,0.08,W,BUDGET,B,1000000000.0,B=inf,10,0.09972368670867526,1.1609150141606794,-0.11833807080161052,1.164121087972481,1.1582103113996673,0.11298302011471151,1.2979100205355936,-0.1183380708016103,5.520761551996346,False,True,False,False
U56,0.08,M,CAL,D,,R=D,10,0.10021250169672502,1.1670085337812246,-0.11702320975471636,1.1651733603791143,1.169114387531053,0.11377077714026451,1.3071350542992601,-0.11702320975471614,5.376697900151343,False,True,False,False
U56,0.08,M,CAL,W,,R=W,10,0.10128034645878992,1.1563279767501298,-0.12899475196636745,1.2017530391117728,1.113604152258228,0.11094004677929203,1.2520774996338238,-0.12899475196636723,3.521792154534644,False,True,False,False
U56,0.08,M,CAL,M,,R=M,10,0.11295280500230165,1.2296362966889216,-0.17020058815713635,1.3070753551839571,1.1586282632231124,0.12046104465430774,1.2910118252906,-0.17020058815713668,2.222962826435722,True,True,True,False
U56,0.08,M,CAL,Q,,R=Q,10,0.09890744083073777,0.9363159635646335,-0.2900137156497077,1.1419715783160667,0.7938031212440038,0.10433255410591058,0.911846413502734,-0.29001371564970757,1.1661681746960568,False,False,False,False
U56,0.08,M,BUDGET,B,0.5,B=0.5,10,0.1383110308444182,1.08297906607744,-0.27068777197856897,1.187239210304021,1.0719441012989148,0.1677737477004324,1.1243064124192288,-0.2706877719785684,0.5195626681435045,False,False,False,False
U56,0.08,M,BUDGET,B,1.0,B=1.0,10,0.11284759074513029,1.020831019936812,-0.19171025149196175,1.17449969002838,0.9135629115070982,0.12113714649731522,1.0181400508241718,-0.19171025149196086,0.9730719251610669,True,True,True,False
U56,0.08,M,BUDGET,B,1.5,B=1.5,10,0.10346261705246063,0.9797885666124322,-0.19512958153792725,1.1388648830105639,0.8542677202248155,0.10617693363981018,0.9593172016852844,-0.19512958153792725,1.473221393520418,False,False,False,False
